티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
458870.KQ,씨어스테크놀로지,155200.0,135000.0,2026-01-20,2026-03-21,1076.65,Rect Bottom,,0.0,120899.99999999999,162500.0
000650.KS,천일고속,299500.0,286541.66666666605,2026-01-29,2026-03-30,649.69,Inv H&S,,0.0,278535.0,374375.0
010170.KQ,대한광통신,3785.0,3330.0,2026-01-29,2026-03-30,534.0,Rect Bottom,,0.0,3520.0499999999997,4731.25
174900.KQ,앱클론,63900.0,57600.0,2026-01-23,2026-03-24,516.2,Rect Bottom,,0.0,60263.99999999999,81000.0
445680.KQ,큐리옥스바이오시스템즈,122200.0,119500.0,2026-01-21,2026-03-22,389.78,Triple Bottom,,0.0,112808.99999999999,151625.0
298040.KS,효성중공업,2460000.0,2328000.0,2026-01-16,2026-03-17,376.74,Rect Bottom,,0.0,2194800.0,2950000.0
126340.KQ,비나텍,97900.0,91500.0,2026-01-28,2026-03-29,284.87,Rect Bottom,,0.0,93930.0,126250.0
397030.KQ,에이프릴바이오,57100.0,57300.0,2026-01-28,2026-03-29,252.69,Rect Bottom,,0.0,53103.0,71375.0
115180.KQ,큐리언트,34050.0,31450.0,2026-01-28,2026-03-29,235.47,Rect Bottom,,0.0,32270.999999999996,43375.0
226950.KQ,올릭스,146100.0,141300.0,2026-01-05,2026-03-06,207.9,Rect Bottom,,0.0,136059.0,182875.0
100790.KQ,미래에셋벤처투자,14810.0,14820.0,2026-01-27,2026-03-28,205.44,Triple Bottom,,0.0,14033.699999999999,18862.5
195870.KS,해성디에스,59700.0,58500.0,2026-01-26,2026-03-27,198.5,Rect Bottom,,0.0,53754.0,72250.0
267250.KS,HD현대,234500.0,226500.0,2026-01-12,2026-03-13,197.74,Rect Bottom,,0.0,211110.0,283750.0
00680K.KS,미래에셋증권2우B,13980.0,13090.0,2026-01-27,2026-03-28,190.04,Triple Bottom,,0.0,13029.3,17512.5
039030.KQ,이오테크닉스,343000.0,300920.1875,2026-01-05,2026-03-06,188.55,Rect Bottom,,0.0,287835.0,386875.0
004800.KS,효성,151400.0,140700.0,2026-01-15,2026-03-16,181.41,Triple Bottom,,0.0,137640.0,185000.0
170920.KQ,엘티씨,26900.0,23600.0,2026-01-21,2026-03-22,165.93,Rect Bottom,,0.0,22180.5,29812.5
267260.KS,HD현대일렉트릭,883000.0,868000.0,2026-01-12,2026-03-13,164.23,Rect Bottom,,0.0,833280.0,1120000.0
033640.KQ,네패스,18330.0,17950.0,2026-01-29,2026-03-30,164.12,Triple Bottom,,0.0,17046.899999999998,22912.5
078350.KQ,한양디지텍,26300.0,25750.0,2026-01-27,2026-03-28,159.62,Triple Bottom,,0.0,24924.0,33500.0
000155.KS,두산우,489500.0,504000.0,2026-01-14,2026-03-15,158.99,Triple Bottom,,0.0,486389.99999999994,653750.0
010120.KS,LS ELECTRIC,546000.0,518000.0,2026-01-14,2026-03-15,153.36,Rect Bottom,,0.0,498479.99999999994,670000.0
006730.KQ,서부T&D,14910.0,13100.0,2026-01-14,2026-03-15,153.01,Triple Bottom,,0.0,12582.9,16912.5
042700.KS,한미반도체,195300.0,186500.0,2026-01-29,2026-03-30,151.35,Rect Bottom,,0.0,181629.0,244125.0
114190.KQ,강원에너지,17400.0,18490.0,2026-01-28,2026-03-29,144.38,Rect Bottom,,0.0,17158.5,23062.5
071050.KS,한국금융지주,202000.0,182300.0,2026-01-16,2026-03-17,144.26,Rect Bottom,,0.0,170283.0,228875.0
001270.KS,부국증권,68200.0,60400.0,2026-01-27,2026-03-28,143.14,Triple Bottom,,0.0,63239.99999999999,85000.0
034730.KS,SK,319000.0,301500.0,2026-01-28,2026-03-29,142.7,Rect Bottom,,0.0,298530.0,401250.0
244920.KS,에이플러스에셋,11150.0,9850.0,2026-01-14,2026-03-15,139.78,Rect Bottom,,0.0,9755.699999999999,13112.5
300080.KQ,플리토,16390.0,16980.0,2026-01-28,2026-03-29,139.27,Triple Bottom,,0.0,16042.499999999998,21562.5
