date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-20,1,─,Energy,16.63,15.41,2.73
2026-03-20,2,▲+1,Automotive,30.31,70.07,1.57
2026-03-20,3,▲+14,Software,-4.48,24.12,0.64
2026-03-20,4,▲+5,Semiconductors,3.21,34.67,0.48
2026-03-20,5,▲+2,Clean Energy,0.25,35.43,0.37
2026-03-20,6,▼-2,Biotechnology,0.56,25.78,0.31
2026-03-20,7,▲+14,Cloud Computing,-5.38,25.69,0.25
2026-03-20,8,▲+6,Cryptocurrency,-9.65,51.79,0.21
2026-03-20,9,▲+1,Industrials,-0.74,20.63,0.1
2026-03-20,10,▼-5,Utilities,-1.11,16.7,0.1
2026-03-20,11,▼-5,Metals & Mining,-3.58,46.04,-0.02
2026-03-20,12,▼-1,Uranium,-7.05,56.24,-0.03
2026-03-20,13,─,Nuclear Energy,-5.52,38.32,-0.03
2026-03-20,14,▲+1,Technology,-4.31,20.39,-0.06
2026-03-20,15,▲+3,Electric Energy Infrastructure,-2.78,21.46,-0.06
2026-03-20,16,▼-14,Materials,-8.7,44.19,-0.1
2026-03-20,17,▼-1,Pharmaceutical,-1.11,16.46,-0.2
2026-03-20,18,▼-6,Telecom,-3.7,13.31,-0.25
2026-03-20,19,─,Real Estate,-3.12,14.44,-0.32
2026-03-20,20,▲+6,Leisure & Entertainment,-16.81,50.7,-0.33
2026-03-20,21,▲+7,Banks,-6.5,23.5,-0.35
2026-03-20,22,▼-2,Consumer Staples,-3.52,19.02,-0.4
2026-03-20,23,▼-15,Silver Miners,-14.11,62.42,-0.43
2026-03-20,24,─,Mortgage REITs,-4.94,16.67,-0.45
2026-03-20,25,▲+4,Financials,-7.05,18.99,-0.46
2026-03-20,26,▼-4,Healthcare,-4.08,16.89,-0.47
2026-03-20,27,▼-4,Internet,-11.47,23.25,-0.49
2026-03-20,28,▼-3,Consumer Discretionary,-15.97,35.5,-0.69
2026-03-20,29,▼-2,Medical Devices,-9.25,18.82,-0.93
