티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,316500.0,286541.66666666605,2026-01-29,2026-03-30,690.26,Inv H&S,,0.0,275280.0,370000.0
174900.KQ,앱클론,60900.0,57600.0,2026-01-23,2026-03-24,419.62,Rect Bottom,,0.0,60263.99999999999,81000.0
353200.KS,대덕전자,57400.0,52900.0,2026-01-28,2026-03-29,276.15,Rect Bottom,,0.0,52545.0,70625.0
006805.KS,미래에셋증권우,18520.0,16930.0,2026-01-30,2026-03-31,233.69,Rect Bottom,,0.0,18228.0,24500.0
195870.KS,해성디에스,59000.0,58500.0,2026-01-26,2026-03-27,194.26,Rect Bottom,,0.0,53754.0,72250.0
067310.KQ,하나마이크론,32900.0,28900.0,2026-01-27,2026-03-28,193.23,Rect Bottom,,0.0,31712.999999999996,42625.0
267250.KS,HD현대,230000.0,226500.0,2026-01-12,2026-03-13,182.81,Rect Bottom,,0.0,211110.0,283750.0
078160.KQ,메디포스트,22700.0,20100.0,2026-01-27,2026-03-28,180.25,Rect Bottom,,0.0,20692.5,27812.5
078350.KQ,한양디지텍,26450.0,25750.0,2026-01-27,2026-03-28,178.42,Triple Bottom,,0.0,24924.0,33500.0
002020.KS,코오롱,63100.0,55700.0,2026-01-29,2026-03-30,174.95,Rect Bottom,,0.0,53847.0,72375.0
034020.KS,두산에너빌리티,87500.0,95400.0,2026-02-04,2026-04-05,173.87,Rect Bottom,,0.0,87420.0,117500.0
102940.KQ,코오롱생명과학,63600.0,61200.0,2026-01-27,2026-03-28,161.19,Rect Bottom,,0.0,55613.99999999999,74750.0
004800.KS,효성,139900.0,140700.0,2026-01-15,2026-03-16,156.7,Triple Bottom,,0.0,137640.0,185000.0
170920.KQ,엘티씨,24300.0,23600.0,2026-01-21,2026-03-22,147.78,Rect Bottom,,0.0,22180.5,29812.5
010120.KS,LS ELECTRIC,577000.0,518000.0,2026-01-14,2026-03-15,141.42,Rect Bottom,,0.0,498479.99999999994,670000.0
001440.KS,대한전선,29300.0,27100.0,2026-01-20,2026-03-21,138.6,Rect Bottom,,0.0,25900.5,34812.5
033640.KQ,네패스,18460.0,17950.0,2026-01-29,2026-03-30,132.49,Triple Bottom,,0.0,17763.0,23875.0
032350.KS,롯데관광개발,25950.0,23600.0,2026-01-22,2026-03-23,130.05,Rect Bottom,,0.0,21855.0,29375.0
115310.KQ,인포바인,73800.0,74788.890625,2026-01-20,2026-03-21,129.6,Triple Bottom,,0.0,67890.0,91250.0
001270.KS,부국증권,67700.0,60400.0,2026-01-27,2026-03-28,128.72,Triple Bottom,,0.0,63239.99999999999,85000.0
042700.KS,한미반도체,186300.0,186500.0,2026-01-29,2026-03-30,127.47,Rect Bottom,,0.0,185907.0,249875.0
032830.KS,삼성생명,183500.0,165400.0,2026-01-16,2026-03-17,127.17,Triple Bottom,,0.0,155124.0,208500.0
034730.KS,SK,310500.0,301500.0,2026-01-28,2026-03-29,126.98,Rect Bottom,,0.0,298530.0,401250.0
103590.KS,일진전기,62400.0,63500.0,2026-01-28,2026-03-29,125.68,Rect Bottom,,0.0,61379.99999999999,82500.0
015760.KS,한국전력,59700.0,52200.0,2026-01-13,2026-03-14,125.28,Rect Bottom,,0.0,51150.0,68750.0
036810.KQ,에프에스티,39550.0,36534.65234375,2026-01-22,2026-03-23,113.84,Rect Bottom,,0.0,34782.0,46750.0
071050.KS,한국금융지주,199800.0,182300.0,2026-01-16,2026-03-17,113.69,Rect Bottom,,0.0,170283.0,228875.0
014680.KS,한솔케미칼,269000.0,252000.0,2026-01-20,2026-03-21,112.65,Triple Bottom,,0.0,239009.99999999997,321250.0
054210.KQ,이랜텍,10110.0,9561.2646484375,2026-01-19,2026-03-20,106.14,Rect Bottom,,0.0,9467.4,12725.0
071055.KS,한국금융지주우,142200.0,138500.0,2026-01-23,2026-03-24,103.14,Rect Bottom,,0.0,133362.0,179250.0
