티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,287000.0,286541.66666666605,2026-01-29,2026-03-30,632.14,Inv H&S,,0.0,275280.0,370000.0
174900.KQ,앱클론,60400.0,57600.0,2026-01-23,2026-03-24,397.12,Rect Bottom,,0.0,60263.99999999999,81000.0
353200.KS,대덕전자,58400.0,52900.0,2026-01-28,2026-03-29,299.73,Rect Bottom,,0.0,52545.0,70625.0
005930.KS,삼성전자,180900.0,169100.0,2026-02-12,2026-04-13,235.85,Rect Bottom,,0.0,166935.0,224375.0
195870.KS,해성디에스,60100.0,58500.0,2026-01-26,2026-03-27,233.89,Rect Bottom,,0.0,53754.0,72250.0
267250.KS,HD현대,258000.0,244833.33333333302,2026-01-19,2026-03-20,211.94,Inv H&S,,0.0,236219.99999999997,317500.0
170920.KQ,엘티씨,26900.0,23600.0,2026-01-21,2026-03-22,188.02,Rect Bottom,,0.0,22180.5,29812.5
078350.KQ,한양디지텍,25500.0,25750.0,2026-01-27,2026-03-28,183.33,Triple Bottom,,0.0,24924.0,33500.0
005935.KS,삼성전자우,125500.0,120600.0,2026-02-12,2026-04-13,181.23,Rect Bottom,,0.0,113459.99999999999,152500.0
115180.KQ,큐리언트,35400.0,31450.0,2026-01-28,2026-03-29,177.0,Rect Bottom,,0.0,32270.999999999996,43375.0
002020.KS,코오롱,63800.0,55700.0,2026-01-29,2026-03-30,166.95,Rect Bottom,,0.0,53847.0,72375.0
009150.KS,삼성전기,314000.0,307500.0,2026-02-11,2026-04-12,166.73,Triple Bottom,,0.0,293880.0,395000.0
034730.KS,SK,354500.0,333500.0,2026-02-11,2026-04-12,159.71,Rect Bottom,,0.0,319455.0,429375.0
001440.KS,대한전선,30650.0,27100.0,2026-01-20,2026-03-21,153.31,Rect Bottom,,0.0,25900.5,34812.5
267260.KS,HD현대일렉트릭,952000.0,922000.0,2026-02-04,2026-04-05,148.57,Rect Bottom,,0.0,831420.0,1117500.0
042700.KS,한미반도체,201500.0,186500.0,2026-01-29,2026-03-30,148.15,Rect Bottom,,0.0,185907.0,249875.0
078160.KQ,메디포스트,22100.0,20100.0,2026-01-27,2026-03-28,147.48,Rect Bottom,,0.0,20692.5,27812.5
034020.KS,두산에너빌리티,94200.0,95400.0,2026-02-04,2026-04-05,146.27,Rect Bottom,,0.0,87420.0,117500.0
000150.KS,두산,977000.0,946000.0,2026-02-12,2026-04-13,137.71,Rect Bottom,,0.0,906749.9999999999,1218750.0
102940.KQ,코오롱생명과학,61300.0,61200.0,2026-01-27,2026-03-28,137.6,Rect Bottom,,0.0,55613.99999999999,74750.0
000720.KS,현대건설,115100.0,109200.0,2026-02-11,2026-04-12,137.08,Triple Bottom,,0.0,106671.0,143375.0
028260.KS,삼성물산,324000.0,316500.0,2026-02-10,2026-04-11,136.69,Rect Bottom,,0.0,296670.0,398750.0
032830.KS,삼성생명,206500.0,197500.0,2026-02-10,2026-04-11,135.61,Rect Bottom,,0.0,186465.0,250625.0
006400.KS,삼성SDI,375500.0,337500.0,2026-01-22,2026-03-23,130.23,Rect Bottom,,0.0,373860.0,502500.0
103590.KS,일진전기,70300.0,63500.0,2026-01-28,2026-03-29,129.74,Rect Bottom,,0.0,61379.99999999999,82500.0
104830.KQ,원익머트리얼즈,43900.0,38350.832741477294,2026-01-28,2026-03-29,124.94,Inv H&S,,0.0,37200.0,50000.0
032350.KS,롯데관광개발,25200.0,23600.0,2026-01-22,2026-03-23,124.2,Rect Bottom,,0.0,21855.0,29375.0
032500.KQ,케이엠더블유,18190.0,16400.0,2026-01-26,2026-03-27,117.58,Rect Bottom,,0.0,15809.999999999998,21250.0
093520.KQ,매커스,24600.0,24000.0,2026-02-13,2026-04-14,110.91,Rect Bottom,,0.0,22878.0,30750.0
054210.KQ,이랜텍,10690.0,9561.2646484375,2026-01-19,2026-03-20,109.5,Rect Bottom,,0.0,9467.4,12725.0
