티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
445680.KQ,큐리옥스바이오시스템즈,121500.0,119500.0,2026-01-21,2026-03-22,402.07,Triple Bottom,,0.0,112808.99999999999,151625.0
240810.KQ,원익IPS,90700.0,80400.0,2026-01-26,2026-03-27,299.85,Rect Bottom,,0.0,79050.0,106250.0
126340.KQ,비나텍,85700.0,77669.90625,2026-01-02,2026-03-03,259.56,Rect Bottom,,0.0,75795.0,101875.0
097230.KS,HJ중공업,25200.0,24200.0,2026-01-08,2026-03-09,221.02,Triple Bottom,,0.0,23622.0,31750.0
267250.KS,HD현대,237500.0,226500.0,2026-01-12,2026-03-13,205.77,Rect Bottom,,0.0,211110.0,283750.0
000155.KS,두산우,500000.0,504000.0,2026-01-14,2026-03-15,190.87,Triple Bottom,,0.0,486389.99999999994,653750.0
267260.KS,HD현대일렉트릭,887000.0,868000.0,2026-01-12,2026-03-13,189.59,Rect Bottom,,0.0,833280.0,1120000.0
226950.KQ,올릭스,147600.0,141300.0,2026-01-05,2026-03-06,183.85,Rect Bottom,,0.0,136059.0,182875.0
039030.KQ,이오테크닉스,334500.0,300920.1875,2026-01-05,2026-03-06,182.82,Rect Bottom,,0.0,287835.0,386875.0
004800.KS,효성,148200.0,140700.0,2026-01-15,2026-03-16,179.1,Triple Bottom,,0.0,137640.0,185000.0
067310.KQ,하나마이크론,30000.0,28900.0,2026-01-27,2026-03-28,172.48,Rect Bottom,,0.0,27899.999999999996,37500.0
114190.KQ,강원에너지,18590.0,18490.0,2026-01-27,2026-03-28,163.69,Rect Bottom,,0.0,17288.699999999997,23237.5
095610.KQ,테스,53900.0,49234.61328125,2026-01-02,2026-03-03,162.95,Triple Bottom,,0.0,52638.0,70750.0
006730.KQ,서부T&D,15010.0,13100.0,2026-01-14,2026-03-15,161.31,Triple Bottom,,0.0,12582.9,16912.5
170920.KQ,엘티씨,25950.0,23600.0,2026-01-21,2026-03-22,159.08,Rect Bottom,,0.0,22180.5,29812.5
099440.KQ,스맥,6900.0,7070.0,2026-01-21,2026-03-22,153.68,Rect Bottom,,0.0,6872.7,9237.5
195870.KS,해성디에스,57500.0,58500.0,2026-01-26,2026-03-27,148.92,Rect Bottom,,0.0,53754.0,72250.0
332570.KQ,PS일렉트로닉스,7235.0,6330.0,2026-01-02,2026-03-03,148.2,Triple Bottom,,0.0,6603.0,8875.0
218410.KQ,RFHIC,40850.0,36640.4609375,2026-01-06,2026-03-07,147.57,Triple Bottom,,0.0,35340.0,47500.0
010120.KS,LS ELECTRIC,503000.0,518000.0,2026-01-14,2026-03-15,147.17,Rect Bottom,,0.0,498479.99999999994,670000.0
001270.KS,부국증권,67200.0,60400.0,2026-01-27,2026-03-28,145.26,Triple Bottom,,0.0,62495.99999999999,84000.0
078160.KQ,메디포스트,21950.0,20100.0,2026-01-27,2026-03-28,144.43,Rect Bottom,,0.0,20413.5,27437.5
000157.KS,두산2우B,432000.0,452500.0,2026-01-20,2026-03-21,143.65,Triple Bottom,,0.0,418965.0,563125.0
103590.KS,일진전기,61400.0,60400.0,2026-01-05,2026-03-06,143.65,Triple Bottom,,0.0,59054.99999999999,79375.0
102940.KQ,코오롱생명과학,62100.0,61200.0,2026-01-27,2026-03-28,143.53,Rect Bottom,,0.0,57752.99999999999,77625.0
131970.KQ,두산테스나,60100.0,53800.0,2026-01-02,2026-03-03,139.92,Rect Bottom,,0.0,52080.0,70000.0
071050.KS,한국금융지주,196500.0,182300.0,2026-01-16,2026-03-17,136.75,Rect Bottom,,0.0,170283.0,228875.0
071055.KS,한국금융지주우,144300.0,138500.0,2026-01-23,2026-03-24,136.56,Rect Bottom,,0.0,133362.0,179250.0
115310.KQ,인포바인,74500.0,74788.890625,2026-01-20,2026-03-21,135.73,Triple Bottom,,0.0,67890.0,91250.0
00088K.KS,한화3우B,48000.0,43900.0,2026-01-13,2026-03-14,129.67,Rect Bottom,,0.0,41292.0,55500.0
