date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-04,1,▲+1,Energy,13.89,17.31,1.64
2026-03-04,2,▼-1,Utilities,9.17,15.11,1.31
2026-03-04,3,▲+1,Industrials,13.25,19.47,1.25
2026-03-04,4,▲+1,Real Estate,6.45,12.02,1.24
2026-03-04,5,▲+2,Materials,21.7,49.5,0.65
2026-03-04,6,▲+3,Silver Miners,32.33,69.75,0.58
2026-03-04,7,▲+3,Metals & Mining,21.34,48.24,0.39
2026-03-04,8,▼-2,Pharmaceutical,7.6,15.98,0.3
2026-03-04,9,▲+3,Semiconductors,11.63,33.61,0.28
2026-03-04,10,▲+1,Mortgage REITs,2.99,12.13,0.15
2026-03-04,11,▼-8,Consumer Staples,5.07,17.32,0.1
2026-03-04,12,▲+3,Nuclear Energy,8.6,39.57,0.06
2026-03-04,13,─,Biotechnology,7.8,26.51,0.05
2026-03-04,14,▲+4,Uranium,13.28,57.93,-0.06
2026-03-04,15,▼-7,Electric Energy Infrastructure,4.48,22.05,-0.06
2026-03-04,16,▼-2,Healthcare,3.77,15.61,-0.07
2026-03-04,17,▲+8,Telecom,1.36,13.39,-0.21
2026-03-04,18,▼-2,Clean Energy,4.91,37.22,-0.39
2026-03-04,19,▲+4,Technology,0.2,21.69,-0.43
2026-03-04,20,▲+2,Automotive,-3.12,72.39,-0.55
2026-03-04,21,▼-2,Medical Devices,-1.11,17.44,-0.56
2026-03-04,22,▲+5,Cryptocurrency,-9.28,63.47,-0.77
2026-03-04,23,▼-3,Leisure & Entertainment,-9.64,53.23,-0.78
2026-03-04,24,▲+2,Cloud Computing,-5.02,30.58,-0.83
2026-03-04,25,▲+3,Software,-7.34,32.04,-0.92
2026-03-04,26,▼-9,Banks,-1.93,26.04,-0.97
2026-03-04,27,▼-3,Consumer Discretionary,-4.44,35.58,-0.99
2026-03-04,28,▼-7,Financials,-3.46,22.16,-1.13
2026-03-04,29,─,Internet,-9.94,23.61,-1.65
