티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
124500.KQ,아이티센글로벌,35900.0,33950.0,2026-01-12,2026-03-13,469.84,Rect Bottom,,0.0,28002.0,53850.0
034020.KS,두산에너빌리티,87500.0,79700.0,2026-01-05,2026-03-06,263.07,Triple Bottom,,0.0,67080.0,129000.0
126340.KQ,비나텍,86300.0,77669.90625,2026-01-02,2026-03-03,261.34,Rect Bottom,,0.0,63570.0,122250.0
200470.KQ,에이팩트,7810.0,6851.666666666657,2025-12-26,2026-02-24,247.88,Inv H&S,,0.0,5592.6,10755.0
240810.KQ,원익IPS,72700.0,63852.9453125,2025-12-26,2026-02-24,229.2,Triple Bottom,,0.0,53976.0,103800.0
097230.KS,HJ중공업,25750.0,24200.0,2026-01-08,2026-03-09,220.67,Triple Bottom,,0.0,19812.0,38100.0
267250.KS,HD현대,225000.0,214500.0,2026-01-12,2026-03-13,219.74,Triple Bottom,,0.0,175500.0,337500.0
226950.KQ,올릭스,148900.0,141300.0,2026-01-05,2026-03-06,216.81,Rect Bottom,,0.0,114114.0,219450.0
054540.KQ,삼영엠텍,16100.0,15900.0,2026-01-09,2026-03-10,214.45,Triple Bottom,,0.0,12885.6,24780.0
00680K.KS,미래에셋증권2우B,12195.0,11100.0,2025-12-23,2026-02-21,196.0,Rect Bottom,,0.0,9118.2,17535.0
071970.KS,HD현대마린엔진,99600.0,90200.0,2025-12-23,2026-02-21,193.81,Triple Bottom,,0.0,75192.0,144600.0
105840.KS,우진,20700.0,19410.0,2026-01-12,2026-03-13,188.07,Rect Bottom,,0.0,16146.0,31050.0
353200.KS,대덕전자,42700.0,47050.0,2026-01-02,2026-03-03,187.35,Inv H&S,,0.0,38532.0,74100.0
039030.KQ,이오테크닉스,309500.0,300920.1875,2026-01-05,2026-03-06,174.18,Rect Bottom,,0.0,241410.0,464250.0
039490.KS,키움증권,308500.0,300460.65625,2026-01-02,2026-03-03,173.77,Rect Bottom,,0.0,231660.0,445500.0
267260.KS,HD현대일렉트릭,869000.0,868000.0,2026-01-12,2026-03-13,171.78,Rect Bottom,,0.0,677820.0,1303500.0
218410.KQ,RFHIC,37500.0,36640.4609375,2026-01-06,2026-03-07,170.01,Triple Bottom,,0.0,29640.0,57000.0
095610.KQ,테스,51000.0,49234.61328125,2026-01-02,2026-03-03,157.43,Triple Bottom,,0.0,44148.0,84900.0
089970.KQ,브이엠,27600.0,29950.0,2025-12-30,2026-02-28,156.98,Rect Bottom,,0.0,23712.0,45600.0
103590.KS,일진전기,61200.0,60400.0,2026-01-05,2026-03-06,153.94,Triple Bottom,,0.0,49530.0,95250.0
064260.KQ,다날,6950.0,7280.0,2025-12-19,2026-02-17,150.9,Triple Bottom,,0.0,5951.400000000001,11445.0
004310.KS,현대약품,8050.0,7030.0,2025-12-24,2026-02-22,141.74,Rect Bottom,,0.0,5865.6,11280.0
170920.KQ,엘티씨,21400.0,19107.052734375,2025-12-30,2026-02-28,139.86,Rect Bottom,,0.0,15522.0,29850.0
071050.KS,한국금융지주,167800.0,167400.0,2025-12-29,2026-02-27,139.37,Triple Bottom,,0.0,129402.0,248850.0
075580.KS,세진중공업,20150.0,18690.0,2026-01-07,2026-03-08,134.3,Triple Bottom,,0.0,14765.4,28395.0
071055.KS,한국금융지주우,126500.0,131200.0,2026-01-05,2026-03-06,133.39,Triple Bottom,,0.0,102726.0,197550.0
001440.KS,대한전선,26700.0,24400.0,2026-01-05,2026-03-06,132.98,Rect Bottom,,0.0,21021.0,40425.0
028260.KS,삼성물산,266500.0,255000.0,2026-01-06,2026-03-07,130.94,Rect Bottom,,0.0,202800.0,390000.0
034730.KS,SK,277500.0,279500.0,2026-01-06,2026-03-07,127.62,Rect Bottom,,0.0,222300.0,427500.0
032820.KQ,우리기술,4110.0,4045.0,2026-01-12,2026-03-13,124.71,Triple Bottom,,0.0,3205.8,6165.0
