티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,280000.0,286541.66666666605,2026-01-29,2026-03-30,610.66,Inv H&S,,0.0,275280.0,370000.0
353200.KS,대덕전자,59400.0,52900.0,2026-01-28,2026-03-29,310.79,Rect Bottom,,0.0,52545.0,70625.0
084370.KQ,유진테크,118100.0,111000.0,2026-02-13,2026-04-14,267.91,Rect Bottom,,0.0,106950.0,143750.0
005930.KS,삼성전자,188800.0,169100.0,2026-02-12,2026-04-13,253.75,Rect Bottom,,0.0,166935.0,224375.0
195870.KS,해성디에스,59300.0,58500.0,2026-01-26,2026-03-27,229.44,Rect Bottom,,0.0,53754.0,72250.0
067310.KQ,하나마이크론,32500.0,28900.0,2026-01-27,2026-03-28,215.23,Rect Bottom,,0.0,31712.999999999996,42625.0
009150.KS,삼성전기,353000.0,307500.0,2026-02-11,2026-04-12,203.69,Triple Bottom,,0.0,293880.0,395000.0
005935.KS,삼성전자우,132100.0,120600.0,2026-02-12,2026-04-13,199.98,Rect Bottom,,0.0,113459.99999999999,152500.0
004800.KS,효성,161600.0,157800.0,2026-02-13,2026-04-14,192.22,Rect Bottom,,0.0,153729.0,206625.0
200710.KQ,에이디테크놀로지,40450.0,40150.0,2026-02-19,2026-04-20,186.27,Rect Bottom,,0.0,37618.5,50562.5
009155.KS,삼성전기우,143600.0,129900.0,2026-02-19,2026-04-20,174.92,Triple Bottom,,0.0,133548.0,179500.0
089970.KQ,브이엠,33500.0,29950.0,2026-01-29,2026-03-30,163.99,Rect Bottom,,0.0,27156.0,36500.0
034730.KS,SK,358000.0,333500.0,2026-02-11,2026-04-12,162.47,Rect Bottom,,0.0,319455.0,429375.0
002020.KS,코오롱,62900.0,55700.0,2026-01-29,2026-03-30,161.0,Rect Bottom,,0.0,53847.0,72375.0
042700.KS,한미반도체,202500.0,186500.0,2026-01-29,2026-03-30,158.29,Rect Bottom,,0.0,185907.0,249875.0
267260.KS,HD현대일렉트릭,968000.0,922000.0,2026-02-04,2026-04-05,151.77,Rect Bottom,,0.0,831420.0,1117500.0
078160.KQ,메디포스트,22450.0,20100.0,2026-01-27,2026-03-28,150.0,Rect Bottom,,0.0,20692.5,27812.5
034020.KS,두산에너빌리티,99200.0,96500.0,2026-02-13,2026-04-14,143.14,Rect Bottom,,0.0,93465.0,125625.0
033640.KQ,네패스,17920.0,17950.0,2026-01-29,2026-03-30,142.82,Triple Bottom,,0.0,17763.0,23875.0
102940.KQ,코오롱생명과학,60600.0,61200.0,2026-01-27,2026-03-28,139.05,Rect Bottom,,0.0,55613.99999999999,74750.0
103590.KS,일진전기,72300.0,63500.0,2026-01-28,2026-03-29,138.22,Rect Bottom,,0.0,61379.99999999999,82500.0
032500.KQ,케이엠더블유,19780.0,19200.0,2026-02-19,2026-04-20,136.89,Rect Bottom,,0.0,18395.399999999998,24725.0
032830.KS,삼성생명,210500.0,197500.0,2026-02-10,2026-04-11,136.52,Rect Bottom,,0.0,186465.0,250625.0
028260.KS,삼성물산,327000.0,316500.0,2026-02-10,2026-04-11,132.99,Rect Bottom,,0.0,296670.0,398750.0
000150.KS,두산,971000.0,946000.0,2026-02-12,2026-04-13,121.18,Rect Bottom,,0.0,906749.9999999999,1218750.0
000720.KS,현대건설,118900.0,109200.0,2026-02-11,2026-04-12,119.37,Triple Bottom,,0.0,106671.0,143375.0
032350.KS,롯데관광개발,24550.0,23750.0,2026-01-30,2026-03-31,117.64,Triple Bottom,,0.0,23436.0,31500.0
009420.KS,한올바이오파마,54700.0,53800.0,2026-02-10,2026-04-11,116.21,Rect Bottom,,0.0,51057.0,68625.0
093520.KQ,매커스,24300.0,24000.0,2026-02-13,2026-04-14,108.34,Rect Bottom,,0.0,23668.5,31812.5
009970.KS,영원무역홀딩스,232000.0,215000.0,2026-02-05,2026-04-06,105.82,Triple Bottom,,0.0,192045.0,258125.0
