date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-31,1,─,Energy,17.41,16.19,3.02
2026-03-31,2,─,Automotive,22.07,75.28,1.47
2026-03-31,3,▲+2,Biotechnology,6.72,35.83,0.94
2026-03-31,4,▲+5,Materials,1.94,48.55,0.61
2026-03-31,5,▼-2,Clean Energy,1.21,37.8,0.57
2026-03-31,6,─,Utilities,1.46,18.07,0.5
2026-03-31,7,▼-3,Semiconductors,1.24,39.65,0.41
2026-03-31,8,▲+6,Pharmaceutical,1.51,18.33,0.31
2026-03-31,9,▼-2,Metals & Mining,-0.8,47.77,0.1
2026-03-31,10,▲+1,Uranium,-4.0,57.72,0.07
2026-03-31,11,▼-3,Electric Energy Infrastructure,-2.02,25.4,0.06
2026-03-31,12,▲+6,Banks,-2.32,21.58,-0.02
2026-03-31,13,▲+7,Silver Miners,-2.94,67.88,-0.05
2026-03-31,14,▲+11,Consumer Staples,-0.7,19.12,-0.17
2026-03-31,15,▼-3,Nuclear Energy,-6.2,39.07,-0.18
2026-03-31,16,─,Cloud Computing,-8.66,31.7,-0.2
2026-03-31,17,▲+2,Healthcare,-2.28,19.56,-0.23
2026-03-31,18,▲+5,Mortgage REITs,-2.96,19.32,-0.26
2026-03-31,19,▲+3,Leisure & Entertainment,-16.05,56.65,-0.28
2026-03-31,20,▼-3,Technology,-6.23,24.43,-0.34
2026-03-31,21,▲+6,Real Estate,-2.17,15.38,-0.38
2026-03-31,22,▼-7,Software,-10.91,29.14,-0.42
2026-03-31,23,▲+5,Financials,-5.62,19.64,-0.43
2026-03-31,24,▼-14,Industrials,-4.31,23.43,-0.48
2026-03-31,25,▼-12,Cryptocurrency,-19.74,48.16,-0.57
2026-03-31,26,▼-5,Consumer Discretionary,-14.08,40.17,-0.59
2026-03-31,27,▼-1,Telecom,-5.94,19.0,-0.67
2026-03-31,28,▼-4,Internet,-12.47,26.66,-0.74
2026-03-31,29,─,Medical Devices,-10.17,20.53,-1.26
