date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-16,1,▲+1,Semiconductors,20.3,39.69,1.16
2026-04-16,2,▼-1,Banks,6.63,20.4,0.88
2026-04-16,3,▲+5,Materials,13.88,43.04,0.73
2026-04-16,4,▲+8,Metals & Mining,15.59,43.47,0.67
2026-04-16,5,▲+5,Real Estate,5.69,15.66,0.67
2026-04-16,6,▲+3,Biotechnology,12.34,33.92,0.57
2026-04-16,7,▼-1,Financials,4.97,19.77,0.52
2026-04-16,8,▲+6,Technology,7.22,25.15,0.51
2026-04-16,9,▲+12,Telecom,5.9,19.98,0.45
2026-04-16,10,▲+9,Silver Miners,14.89,58.72,0.36
2026-04-16,11,▼-4,Electric Energy Infrastructure,7.21,26.14,0.34
2026-04-16,12,▼-8,Utilities,5.37,18.38,0.19
2026-04-16,13,▼-2,Mortgage REITs,3.92,19.72,0.15
2026-04-16,14,▲+6,Uranium,10.07,54.25,0.13
2026-04-16,15,▲+1,Clean Energy,7.72,37.74,0.0
2026-04-16,16,▼-11,Energy,7.37,19.33,-0.12
2026-04-16,17,─,Leisure & Entertainment,4.3,58.72,-0.16
2026-04-16,18,─,Consumer Staples,3.7,19.08,-0.21
2026-04-16,19,▼-4,Pharmaceutical,3.62,17.88,-0.22
2026-04-16,20,▲+2,Nuclear Energy,4.09,38.73,-0.23
2026-04-16,21,▲+5,Cloud Computing,2.52,36.65,-0.36
2026-04-16,22,▲+2,Cryptocurrency,-3.77,45.58,-0.44
2026-04-16,23,▼-10,Industrials,2.43,25.07,-0.44
2026-04-16,24,▲+1,Consumer Discretionary,-2.64,46.31,-0.47
2026-04-16,25,▲+2,Internet,-1.92,26.75,-0.67
2026-04-16,26,▼-3,Healthcare,0.91,18.56,-0.67
2026-04-16,27,▼-24,Automotive,0.55,91.57,-0.9
2026-04-16,28,▲+1,Software,-5.66,38.07,-1.22
2026-04-16,29,▼-1,Medical Devices,-4.19,20.17,-1.52
