date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-11,1,─,금융,29.89,57.48,1.42
2026-03-11,2,─,건설,39.95,66.18,0.86
2026-03-11,3,▲+1,전력/인프라,46.1,75.45,0.7
2026-03-11,4,▲+2,원자력,42.87,78.41,0.63
2026-03-11,5,─,반도체,49.83,82.4,0.61
2026-03-11,6,▼-3,IT,42.34,70.7,0.59
2026-03-11,7,▲+1,방산/우주항공,41.61,83.89,0.54
2026-03-11,8,▲+3,신재생에너지,33.31,76.55,0.28
2026-03-11,9,▲+1,금,17.88,33.66,0.25
2026-03-11,10,▲+2,AI,30.81,66.93,0.19
2026-03-11,11,▼-4,자동차,30.75,74.79,0.11
2026-03-11,12,▲+1,에너지/화학,18.2,64.69,-0.11
2026-03-11,13,▼-4,운송,9.36,47.19,-0.38
2026-03-11,14,─,철강/금속,15.84,66.93,-0.39
2026-03-11,15,▲+1,로봇,25.36,78.72,-0.4
2026-03-11,16,▲+3,조선/해운,10.13,64.27,-0.4
2026-03-11,17,▼-2,2차전지,17.85,80.56,-0.49
2026-03-11,18,─,플랫폼,7.3,48.52,-0.52
2026-03-11,19,▲+2,바이오/헬스케어,8.79,65.52,-0.61
2026-03-11,20,▼-3,소비재,3.62,47.83,-0.8
2026-03-11,21,▲+3,게임,0.08,43.67,-1.02
2026-03-11,22,▼-2,부동산/리츠,0.64,18.38,-1.02
2026-03-11,23,─,소프트웨어,-1.0,53.21,-1.1
2026-03-11,24,▼-2,미디어/엔터,-1.68,49.94,-1.17
