date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-27,1,─,Energy,20.05,15.51,3.21
2026-03-27,2,─,Automotive,29.41,73.57,1.73
2026-03-27,3,▲+2,Clean Energy,0.07,36.7,0.63
2026-03-27,4,▲+3,Biotechnology,-0.17,29.71,0.53
2026-03-27,5,▲+4,Utilities,0.06,17.55,0.5
2026-03-27,6,▼-2,Semiconductors,-0.11,36.4,0.49
2026-03-27,7,▲+4,Materials,-5.0,47.82,0.38
2026-03-27,8,▲+4,Metals & Mining,-2.0,48.73,0.28
2026-03-27,9,▲+4,Uranium,-7.16,57.16,0.11
2026-03-27,10,─,Electric Energy Infrastructure,-4.25,24.22,0.07
2026-03-27,11,▲+4,Nuclear Energy,-7.3,39.59,0.01
2026-03-27,12,▼-4,Cryptocurrency,-18.08,50.65,-0.04
2026-03-27,13,▲+7,Silver Miners,-10.63,65.99,-0.07
2026-03-27,14,▲+8,Pharmaceutical,-2.51,16.71,-0.09
2026-03-27,15,▼-9,Cloud Computing,-11.38,28.67,-0.19
2026-03-27,16,▲+10,Consumer Staples,-3.18,19.14,-0.21
2026-03-27,17,▼-14,Software,-13.08,27.77,-0.24
2026-03-27,18,▲+1,Banks,-5.09,19.53,-0.25
2026-03-27,19,▼-2,Leisure & Entertainment,-21.06,51.05,-0.3
2026-03-27,20,▼-4,Technology,-8.21,21.41,-0.31
2026-03-27,21,▼-7,Industrials,-4.64,20.55,-0.34
2026-03-27,22,▼-1,Mortgage REITs,-6.21,17.7,-0.44
2026-03-27,23,▲+4,Consumer Discretionary,-17.23,38.38,-0.45
2026-03-27,24,▲+4,Healthcare,-6.06,17.64,-0.5
2026-03-27,25,─,Internet,-13.95,25.99,-0.51
2026-03-27,26,▼-3,Real Estate,-5.05,14.38,-0.55
2026-03-27,27,▼-3,Financials,-8.45,17.45,-0.65
2026-03-27,28,▼-10,Telecom,-9.28,16.02,-0.93
2026-03-27,29,─,Medical Devices,-11.29,19.45,-0.94
