date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-29,1,─,Silver Miners,61.93,45.62,1.83
2026-01-29,2,▲+1,Materials,39.33,30.84,1.82
2026-01-29,3,▼-1,Metals & Mining,37.31,37.13,1.2
2026-01-29,4,─,Uranium,43.4,52.15,1.0
2026-01-29,5,▲+1,Semiconductors,22.91,29.38,0.79
2026-01-29,6,▼-1,Energy,12.99,17.6,0.78
2026-01-29,7,▲+2,Consumer Staples,8.03,14.19,0.4
2026-01-29,8,▼-1,Clean Energy,18.37,31.39,0.36
2026-01-29,9,▼-1,Pharmaceutical,11.31,15.22,0.34
2026-01-29,10,─,Industrials,10.65,20.0,0.28
2026-01-29,11,─,Nuclear Energy,17.54,35.13,0.28
2026-01-29,12,─,Biotechnology,16.47,26.04,0.24
2026-01-29,13,▲+2,Electric Energy Infrastructure,7.64,19.37,0.13
2026-01-29,14,─,Mortgage REITs,6.69,13.37,0.13
2026-01-29,15,▲+2,Utilities,5.21,13.65,0.06
2026-01-29,16,─,Banks,9.94,23.42,-0.01
2026-01-29,17,▲+2,Telecom,6.59,14.7,-0.03
2026-01-29,18,▼-5,Healthcare,7.51,16.61,-0.18
2026-01-29,19,▼-1,Real Estate,2.7,12.65,-0.41
2026-01-29,20,▲+4,Financials,3.59,17.09,-0.57
2026-01-29,21,▲+2,Technology,2.16,17.34,-0.63
2026-01-29,22,▼-1,Automotive,0.47,81.86,-0.68
2026-01-29,23,▼-3,Consumer Discretionary,-1.11,39.16,-0.85
2026-01-29,24,▲+2,Leisure & Entertainment,0.07,38.49,-0.9
2026-01-29,25,▲+3,Internet,0.31,22.92,-0.93
2026-01-29,26,▼-4,Cryptocurrency,-5.68,44.6,-1.02
2026-01-29,27,─,Cloud Computing,-1.65,24.15,-1.06
2026-01-29,28,▼-3,Medical Devices,-0.06,18.5,-1.07
2026-01-29,29,─,Software,-10.7,22.56,-1.9
