date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-02,1,─,Energy,16.69,18.3,2.28
2026-04-02,2,─,Automotive,19.37,81.47,1.2
2026-04-02,3,▲+1,Biotechnology,7.25,35.14,0.86
2026-04-02,4,▼-1,Utilities,4.56,17.54,0.82
2026-04-02,5,▲+2,Semiconductors,7.61,38.54,0.82
2026-04-02,6,─,Clean Energy,3.71,36.86,0.64
2026-04-02,7,▲+6,Banks,1.58,20.24,0.62
2026-04-02,8,▼-3,Materials,5.75,49.03,0.61
2026-04-02,9,─,Pharmaceutical,3.03,17.81,0.39
2026-04-02,10,▲+1,Electric Energy Infrastructure,1.58,24.92,0.28
2026-04-02,11,▼-3,Metals & Mining,3.46,46.19,0.23
2026-04-02,12,▼-2,Uranium,0.06,55.41,0.18
2026-04-02,13,▲+6,Real Estate,1.11,15.83,-0.01
2026-04-02,14,▲+2,Nuclear Energy,-2.24,38.16,-0.03
2026-04-02,15,▼-3,Silver Miners,3.17,67.56,-0.1
2026-04-02,16,▲+2,Mortgage REITs,-0.38,19.38,-0.12
2026-04-02,17,▲+8,Financials,-2.78,18.98,-0.19
2026-04-02,18,▲+5,Technology,-3.04,24.34,-0.2
2026-04-02,19,▼-2,Cloud Computing,-6.12,31.44,-0.24
2026-04-02,20,▲+2,Leisure & Entertainment,-12.11,56.18,-0.29
2026-04-02,21,▼-1,Healthcare,-1.38,18.74,-0.33
2026-04-02,22,▼-8,Consumer Staples,0.93,18.64,-0.38
2026-04-02,23,▲+3,Industrials,-0.62,23.48,-0.43
2026-04-02,24,▼-9,Cryptocurrency,-15.56,46.56,-0.51
2026-04-02,25,▲+3,Telecom,-3.54,19.11,-0.71
2026-04-02,26,▼-5,Software,-10.7,28.63,-0.92
2026-04-02,27,▼-3,Consumer Discretionary,-13.39,42.24,-0.95
2026-04-02,28,▼-1,Internet,-10.64,26.23,-0.97
2026-04-02,29,─,Medical Devices,-8.47,19.49,-1.46
