date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-06,1,▲+1,건설,53.06,67.46,1.73
2026-04-06,2,▼-1,금융,16.46,46.89,1.29
2026-04-06,3,▲+3,부동산/리츠,4.53,11.8,1.06
2026-04-06,4,─,신재생에너지,33.81,60.03,0.88
2026-04-06,5,─,전력/인프라,30.58,67.39,0.58
2026-04-06,6,▼-3,원자력,31.76,66.96,0.54
2026-04-06,7,▲+2,2차전지,22.8,58.12,0.39
2026-04-06,8,─,IT,20.3,60.99,0.22
2026-04-06,9,▲+9,철강/금속,13.9,55.8,0.12
2026-04-06,10,▲+3,방산/우주항공,17.54,70.34,0.06
2026-04-06,11,▲+4,에너지/화학,12.09,53.02,0.05
2026-04-06,12,─,자동차,16.37,56.49,-0.04
2026-04-06,13,▼-6,반도체,17.58,67.33,-0.09
2026-04-06,14,▲+2,소비재,2.83,38.38,-0.13
2026-04-06,15,▼-5,AI,11.33,56.0,-0.14
2026-04-06,16,▲+4,운송,3.49,37.27,-0.34
2026-04-06,17,▲+4,조선/해운,-0.06,53.83,-0.47
2026-04-06,18,▼-7,게임,-3.24,45.67,-0.62
2026-04-06,19,▼-2,플랫폼,-1.87,40.13,-0.62
2026-04-06,20,▲+4,금,1.06,42.37,-0.65
2026-04-06,21,▼-7,바이오/헬스케어,-3.97,53.34,-0.79
2026-04-06,22,▼-3,로봇,1.41,59.09,-0.82
2026-04-06,23,▼-1,소프트웨어,-10.58,44.04,-1.17
2026-04-06,24,▼-1,미디어/엔터,-14.67,42.93,-1.46
