rank,in_portfolio,ticker,name,market,current_price,stop_loss_price,take_profit_price,stop_loss_pct,take_profit_pct,trailing_stop_pct,hold_days,momentum,filter_mom,near_high,rs_rank,score,market_cap,close
1,True,085910,네오티스,KOSDAQ,20900.0,,29259.999999999996,,40.0,15.0,30,457.5002579535684,276.6859344894027,100.0,99.28571428571429,0.7070228826191698,272425691900.0,19550.0
2,True,127120,제이에스링크,KOSDAQ,39050.0,,54670.0,,40.0,15.0,30,453.2290598290599,95.99391480730223,100.0,99.20634920634922,0.7060346775348748,1317860490400.0,38650.0
3,True,126340,비나텍,KOSDAQ,123600.0,,173040.0,,40.0,15.0,30,354.0,113.9219015280136,100.0,98.65079365079366,0.6859880402028073,848447208000.0,126000.0
4,True,240810,원익IPS,KOSDAQ,125600.0,,175840.0,,40.0,15.0,30,323.4400430184621,113.49072512647554,100.0,98.33333333333333,0.6794834178209677,6214021866600.0,126600.0
5,True,226950,올릭스,KOSDAQ,180000.0,,251999.99999999997,,40.0,15.0,30,294.18830630784447,35.25345622119816,100.0,97.57936507936508,0.6722400261603773,3555438396300.0,176100.0
6,True,089970,브이엠,KOSDAQ,41600.0,,58239.99999999999,,40.0,15.0,30,321.3606026109469,74.52631578947368,97.64428739693759,98.4126984126984,0.6699403757964745,1011864757750.0,41450.0
7,True,000250,삼천당제약,KOSDAQ,825000.0,,1155000.0,,40.0,15.0,30,253.90643139075925,294.6987951807229,100.0,98.17460317460316,0.6659570552714514,19211669568000.0,819000.0
8,True,221800,유투바이오,KOSDAQ,26850.0,,37590.0,,40.0,15.0,30,422.18406980016886,358.97435897435895,90.40404040404042,99.72222222222223,0.6633215374129751,427786926900.0,26850.0
9,True,476060,온코닉테라퓨틱스,KOSDAQ,23500.0,,32900.0,,40.0,15.0,30,497.1279373368146,44.59295261239369,85.92057761732852,99.24603174603175,0.6586830109274382,1068330592000.0,23800.0
10,True,397030,에이프릴바이오,KOSDAQ,72200.0,,101080.0,,40.0,15.0,30,289.91280817799156,89.56043956043955,96.63865546218487,97.53968253968253,0.6580297649507671,1610641194000.0,69000.0
11,True,083650,비에이치아이,KOSDAQ,93500.0,,130899.99999999999,,40.0,15.0,30,254.88714295226052,112.4413145539906,98.26275787187839,97.18253968253968,0.657021231038876,2800465937500.0,90500.0
12,True,380540,옵티코어,KOSDAQ,4560.0,,6384.0,,40.0,15.0,30,273.9392084863321,232.0689655172414,96.88128772635814,97.5,0.6558759735759312,234939099105.0,4815.0
13,True,100790,미래에셋벤처투자,KOSDAQ,21850.0,,30589.999999999996,,40.0,15.0,30,315.1913141750081,207.44125326370758,94.19999999999999,98.53174603174604,0.6554017625272354,1251085130700.0,23550.0
14,True,047770,코데즈컴바인,KOSDAQ,5390.0,,7545.999999999999,,40.0,15.0,30,208.12840290381126,97.6027397260274,100.0,97.3015873015873,0.6553150196742982,218351813540.0,5770.0
15,True,347700,스피어,KOSDAQ,42900.0,,60059.99999999999,,40.0,15.0,30,332.6979820459604,401.1695906432749,91.7558886509636,98.80952380952381,0.6496661102395783,2021942553400.0,42850.0
16,False,098120,마이크로컨텍솔,KOSDAQ,31350.0,,43890.0,,40.0,15.0,30,228.23890484221403,73.52112676056338,96.85534591194968,97.22222222222221,0.6464911653009698,256033192800.0,30800.0
17,False,214370,케어젠,KOSDAQ,136800.0,,191520.0,,40.0,15.0,30,331.5463821905701,73.1645569620253,91.13924050632912,98.29365079365078,0.6458402312392153,7348212000000.0,136800.0
18,False,950160,코오롱티슈진,KOSDAQ,107000.0,,149800.0,,40.0,15.0,30,178.9808961590198,67.70186335403727,100.0,94.64285714285714,0.6437866042160565,8991684180000.0,108000.0
19,False,058610,에스피지,KOSDAQ,144600.0,,202440.0,,40.0,15.0,30,341.47515516202975,212.79826464208242,90.18136335209506,98.21428571428571,0.6437478918427746,3197975312000.0,144200.0
20,False,093520,매커스,KOSDAQ,32450.0,,45430.0,,40.0,15.0,30,175.34737464928523,41.801385681293304,99.67532467532467,95.23809523809523,0.6431580453213427,434806924400.0,30700.0
