date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-04,1,▲+4,건설,38.58,35.86,1.7
2026-02-04,2,▲+5,금융,25.47,33.14,1.08
2026-02-04,3,▲+1,로봇,53.87,50.54,1.07
2026-02-04,4,▼-2,IT,39.09,38.03,0.64
2026-02-04,5,▲+3,자동차,37.95,45.68,0.42
2026-02-04,6,▲+5,철강/금속,32.51,46.58,0.38
2026-02-04,7,▼-1,반도체,43.72,49.93,0.35
2026-02-04,8,▲+2,방산/우주항공,39.11,49.69,0.35
2026-02-04,9,▼-6,AI,30.39,36.22,0.31
2026-02-04,10,▲+11,소비재,11.6,21.12,0.3
2026-02-04,11,▲+1,신재생에너지,26.85,40.85,0.26
2026-02-04,12,▲+2,2차전지,33.19,54.47,0.13
2026-02-04,13,▼-4,전력/인프라,36.09,45.38,0.1
2026-02-04,14,▲+1,운송,12.09,21.81,0.05
2026-02-04,15,▼-2,원자력,26.98,41.78,-0.13
2026-02-04,16,─,에너지/화학,16.84,34.51,-0.15
2026-02-04,17,▼-16,금,31.03,56.75,-0.24
2026-02-04,18,▲+1,플랫폼,10.73,24.83,-0.33
2026-02-04,19,▼-1,바이오/헬스케어,15.12,42.03,-0.79
2026-02-04,20,▲+4,미디어/엔터,2.93,30.78,-1.03
2026-02-04,21,▲+2,조선/해운,9.81,41.43,-1.04
2026-02-04,22,─,소프트웨어,5.16,30.1,-1.07
2026-02-04,23,▼-6,부동산/리츠,3.0,7.67,-1.08
2026-02-04,24,▼-4,게임,3.83,32.62,-1.08
