date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-07,1,─,Energy,17.49,17.79,2.77
2026-04-07,2,▲+1,Automotive,34.76,81.47,1.82
2026-04-07,3,▲+8,Banks,1.55,20.2,0.86
2026-04-07,4,▲+2,Utilities,3.68,17.38,0.8
2026-04-07,5,▼-3,Biotechnology,6.2,34.55,0.67
2026-04-07,6,▲+2,Semiconductors,6.64,37.23,0.67
2026-04-07,7,▼-3,Materials,4.34,48.9,0.59
2026-04-07,8,▲+14,Financials,-2.18,18.99,0.14
2026-04-07,9,▲+1,Electric Energy Infrastructure,-0.14,24.41,0.12
2026-04-07,10,▲+13,Real Estate,0.66,15.8,0.08
2026-04-07,11,▼-6,Pharmaceutical,1.67,17.7,0.06
2026-04-07,12,▼-5,Clean Energy,-2.14,35.66,-0.02
2026-04-07,13,▲+8,Mortgage REITs,-1.3,19.29,-0.1
2026-04-07,14,▼-2,Metals & Mining,-1.55,44.84,-0.12
2026-04-07,15,▲+3,Leisure & Entertainment,-12.2,56.21,-0.19
2026-04-07,16,▲+3,Technology,-3.26,23.89,-0.21
2026-04-07,17,▼-4,Silver Miners,-0.71,66.74,-0.21
2026-04-07,18,▼-1,Consumer Staples,0.0,18.66,-0.22
2026-04-07,19,▼-3,Industrials,-1.18,23.54,-0.22
2026-04-07,20,─,Cloud Computing,-6.43,30.99,-0.24
2026-04-07,21,▲+3,Cryptocurrency,-14.82,47.23,-0.4
2026-04-07,22,▼-7,Healthcare,-1.81,18.21,-0.4
2026-04-07,23,▼-14,Uranium,-7.3,53.28,-0.44
2026-04-07,24,▲+3,Software,-8.98,28.47,-0.52
2026-04-07,25,▼-11,Nuclear Energy,-7.12,36.97,-0.52
2026-04-07,26,─,Telecom,-3.8,19.1,-0.56
2026-04-07,27,▼-2,Consumer Discretionary,-17.02,42.28,-1.03
2026-04-07,28,─,Internet,-11.4,25.31,-1.06
2026-04-07,29,─,Medical Devices,-8.56,18.98,-1.29
