date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-12,1,─,Energy,14.06,17.97,1.46
2026-02-12,2,─,Consumer Staples,10.12,14.4,1.32
2026-02-12,3,▲+2,Utilities,8.67,14.59,1.16
2026-02-12,4,▼-1,Pharmaceutical,11.23,17.46,0.98
2026-02-12,5,▲+3,Electric Energy Infrastructure,9.33,21.2,0.71
2026-02-12,6,▼-2,Materials,21.45,52.52,0.67
2026-02-12,7,▲+4,Semiconductors,16.28,35.9,0.53
2026-02-12,8,▼-1,Silver Miners,29.95,76.14,0.47
2026-02-12,9,▲+5,Real Estate,4.36,13.75,0.39
2026-02-12,10,▼-4,Banks,7.91,23.18,0.39
2026-02-12,11,▼-2,Industrials,7.65,20.24,0.36
2026-02-12,12,▲+5,Mortgage REITs,3.63,15.38,0.25
2026-02-12,13,▼-3,Metals & Mining,15.26,51.54,0.17
2026-02-12,14,▼-2,Biotechnology,9.01,28.09,0.15
2026-02-12,15,▲+1,Uranium,17.54,67.24,0.14
2026-02-12,16,▼-3,Clean Energy,8.65,37.83,0.09
2026-02-12,17,▼-2,Healthcare,3.89,16.58,-0.06
2026-02-12,18,▲+1,Nuclear Energy,7.55,43.94,-0.08
2026-02-12,19,▲+2,Telecom,0.96,16.65,-0.36
2026-02-12,20,▼-2,Financials,0.41,18.21,-0.53
2026-02-12,21,▼-1,Automotive,-9.73,82.74,-0.53
2026-02-12,22,▲+1,Technology,-1.19,22.82,-0.63
2026-02-12,23,▼-1,Leisure & Entertainment,-8.38,46.78,-0.75
2026-02-12,24,─,Consumer Discretionary,-1.82,38.77,-0.82
2026-02-12,25,─,Cloud Computing,-5.78,30.22,-0.95
2026-02-12,26,▲+2,Medical Devices,-5.19,17.48,-1.4
2026-02-12,27,▼-1,Cryptocurrency,-24.05,60.33,-1.42
2026-02-12,28,▼-1,Internet,-10.63,24.33,-1.59
2026-02-12,29,─,Software,-14.15,28.73,-1.61
