date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-17,1,▲+2,Utilities,11.18,14.85,1.44
2026-02-17,2,▼-1,Energy,14.68,18.55,1.39
2026-02-17,3,▼-1,Consumer Staples,10.02,14.69,1.02
2026-02-17,4,▲+3,Pharmaceutical,12.2,17.3,0.96
2026-02-17,5,▲+8,Real Estate,7.54,13.13,0.87
2026-02-17,6,▼-1,Electric Energy Infrastructure,11.02,20.63,0.78
2026-02-17,7,▲+5,Industrials,10.17,19.5,0.56
2026-02-17,8,▲+7,Mortgage REITs,5.16,14.29,0.43
2026-02-17,9,▼-1,Semiconductors,17.23,35.19,0.42
2026-02-17,10,▼-1,Banks,9.31,22.74,0.4
2026-02-17,11,▼-7,Materials,19.86,53.5,0.38
2026-02-17,12,▼-6,Silver Miners,26.11,77.32,0.11
2026-02-17,13,▼-2,Clean Energy,10.97,37.75,0.07
2026-02-17,14,▲+2,Biotechnology,10.32,28.22,0.06
2026-02-17,15,▲+4,Healthcare,5.64,16.7,0.02
2026-02-17,16,▼-6,Metals & Mining,14.53,51.86,-0.08
2026-02-17,17,─,Nuclear Energy,7.31,43.59,-0.25
2026-02-17,18,▼-4,Uranium,12.24,66.83,-0.26
2026-02-17,19,▼-1,Telecom,1.7,16.06,-0.41
2026-02-17,20,─,Financials,2.1,17.71,-0.45
2026-02-17,21,▲+2,Leisure & Entertainment,-3.01,46.5,-0.57
2026-02-17,22,▼-1,Technology,0.39,21.98,-0.63
2026-02-17,23,▼-1,Consumer Discretionary,-0.46,37.02,-0.79
2026-02-17,24,─,Automotive,-11.34,80.18,-0.83
2026-02-17,25,─,Cloud Computing,-3.37,30.39,-0.92
2026-02-17,26,─,Medical Devices,-2.42,18.22,-1.11
2026-02-17,27,▲+1,Cryptocurrency,-19.77,60.55,-1.44
2026-02-17,28,▼-1,Internet,-8.48,23.96,-1.54
2026-02-17,29,─,Software,-11.72,29.85,-1.54
