티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,298000.0,286541.66666666605,2026-01-29,2026-03-30,643.14,Inv H&S,,0.0,275280.0,370000.0
174900.KQ,앱클론,62500.0,57600.0,2026-01-23,2026-03-24,455.56,Rect Bottom,,0.0,60263.99999999999,81000.0
042520.KQ,한스바이오메드,39450.0,35050.0,2026-01-30,2026-03-31,403.83,Rect Bottom,,0.0,36270.0,48750.0
298040.KS,효성중공업,2371000.0,2328000.0,2026-01-16,2026-03-17,305.3,Rect Bottom,,0.0,2194800.0,2950000.0
353200.KS,대덕전자,60600.0,52900.0,2026-01-28,2026-03-29,303.73,Rect Bottom,,0.0,52545.0,70625.0
006805.KS,미래에셋증권우,19300.0,16930.0,2026-01-30,2026-03-31,242.81,Rect Bottom,,0.0,18228.0,24500.0
356860.KQ,티엘비,57900.0,61700.0,2026-02-03,2026-04-04,236.61,Triple Bottom,,0.0,57380.99999999999,77125.0
195870.KS,해성디에스,63600.0,58500.0,2026-01-26,2026-03-27,226.99,Rect Bottom,,0.0,53754.0,72250.0
267250.KS,HD현대,244000.0,244833.33333333302,2026-01-19,2026-03-20,200.76,Inv H&S,,0.0,236219.99999999997,317500.0
115180.KQ,큐리언트,33750.0,31450.0,2026-01-28,2026-03-29,183.61,Rect Bottom,,0.0,32270.999999999996,43375.0
034020.KS,두산에너빌리티,95500.0,95400.0,2026-02-04,2026-04-05,178.43,Rect Bottom,,0.0,87420.0,117500.0
004800.KS,효성,147000.0,140700.0,2026-01-15,2026-03-16,173.74,Triple Bottom,,0.0,137640.0,185000.0
102940.KQ,코오롱생명과학,66300.0,61200.0,2026-01-27,2026-03-28,173.4,Rect Bottom,,0.0,55613.99999999999,74750.0
001440.KS,대한전선,31150.0,27100.0,2026-01-20,2026-03-21,156.8,Rect Bottom,,0.0,25900.5,34812.5
267260.KS,HD현대일렉트릭,917000.0,922000.0,2026-02-04,2026-04-05,152.22,Rect Bottom,,0.0,831420.0,1117500.0
033640.KQ,네패스,19200.0,17950.0,2026-01-29,2026-03-30,150.98,Triple Bottom,,0.0,17763.0,23875.0
034730.KS,SK,324000.0,301500.0,2026-01-28,2026-03-29,138.23,Rect Bottom,,0.0,298530.0,401250.0
103590.KS,일진전기,68300.0,63500.0,2026-01-28,2026-03-29,136.33,Rect Bottom,,0.0,61379.99999999999,82500.0
032350.KS,롯데관광개발,26600.0,23600.0,2026-01-22,2026-03-23,135.4,Rect Bottom,,0.0,21855.0,29375.0
006400.KS,삼성SDI,381000.0,337500.0,2026-01-22,2026-03-23,131.33,Rect Bottom,,0.0,373860.0,502500.0
115310.KQ,인포바인,77000.0,74788.890625,2026-01-20,2026-03-21,128.39,Triple Bottom,,0.0,67890.0,91250.0
089970.KQ,브이엠,29400.0,29950.0,2026-01-29,2026-03-30,125.29,Rect Bottom,,0.0,27156.0,36500.0
054210.KQ,이랜텍,10880.0,9561.2646484375,2026-01-19,2026-03-20,122.74,Rect Bottom,,0.0,9467.4,12725.0
032500.KQ,케이엠더블유,18720.0,16400.0,2026-01-26,2026-03-27,121.02,Rect Bottom,,0.0,15809.999999999998,21250.0
042700.KS,한미반도체,200000.0,186500.0,2026-01-29,2026-03-30,118.58,Rect Bottom,,0.0,185907.0,249875.0
104830.KQ,원익머트리얼즈,42400.0,38350.832741477294,2026-01-28,2026-03-29,112.84,Inv H&S,,0.0,37200.0,50000.0
071055.KS,한국금융지주우,149900.0,138500.0,2026-01-23,2026-03-24,112.02,Rect Bottom,,0.0,133362.0,179250.0
044490.KQ,태웅,30350.0,29000.0,2026-01-16,2026-03-17,111.79,Rect Bottom,,0.0,28271.999999999996,38000.0
009970.KS,영원무역홀딩스,221500.0,194700.0,2026-01-23,2026-03-24,111.23,Triple Bottom,,0.0,177909.0,239125.0
183300.KQ,코미코,113700.0,102600.0,2026-01-26,2026-03-27,107.48,Rect Bottom,,0.0,98580.0,132500.0
