티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
124500.KQ,아이티센글로벌,35100.0,33950.0,2026-01-12,2026-02-11,443.34,Rect Bottom,,0.0,30213.000000000004,55950.0
298040.KS,효성중공업,2069000.0,2012000.0,2026-01-12,2026-02-11,334.66,Triple Bottom,,0.0,1700190.0,3148500.0
034020.KS,두산에너빌리티,90300.0,79700.0,2026-01-05,2026-02-04,269.33,Triple Bottom,,0.0,69660.0,129000.0
000155.KS,두산우,520000.0,504000.0,2026-01-14,2026-02-13,260.11,Triple Bottom,,0.0,421200.0,780000.0
267250.KS,HD현대,231500.0,226500.0,2026-01-12,2026-02-11,229.9,Rect Bottom,,0.0,183870.0,340500.0
097230.KS,HJ중공업,25200.0,24200.0,2026-01-08,2026-02-07,221.43,Triple Bottom,,0.0,20574.0,38100.0
353200.KS,대덕전자,44900.0,47050.0,2026-01-02,2026-02-01,211.16,Inv H&S,,0.0,40014.0,74100.0
105840.KS,우진,21850.0,19410.0,2026-01-12,2026-02-11,203.66,Rect Bottom,,0.0,16524.0,30600.0
054540.KQ,삼영엠텍,15420.0,15900.0,2026-01-09,2026-02-08,202.35,Triple Bottom,,0.0,13381.2,24780.0
00680K.KS,미래에셋증권2우B,12190.0,11100.0,2025-12-23,2026-01-22,196.23,Rect Bottom,,0.0,9468.900000000001,17535.0
010120.KS,LS ELECTRIC,526000.0,518000.0,2026-01-14,2026-02-13,189.49,Rect Bottom,,0.0,426060.0,789000.0
039490.KS,키움증권,320000.0,300460.65625,2026-01-02,2026-02-01,184.95,Rect Bottom,,0.0,240570.00000000003,445500.0
267260.KS,HD현대일렉트릭,911000.0,868000.0,2026-01-12,2026-02-11,181.41,Rect Bottom,,0.0,725760.0,1344000.0
071970.KS,HD현대마린엔진,96200.0,90200.0,2025-12-23,2026-01-22,180.06,Triple Bottom,,0.0,78084.0,144600.0
226950.KQ,올릭스,139800.0,141300.0,2026-01-05,2026-02-04,174.66,Rect Bottom,,0.0,118503.00000000001,219450.0
039030.KQ,이오테크닉스,310500.0,300920.1875,2026-01-05,2026-02-04,168.65,Rect Bottom,,0.0,250695.00000000003,464250.0
095610.KQ,테스,51600.0,49234.61328125,2026-01-02,2026-02-01,159.17,Triple Bottom,,0.0,45846.0,84900.0
089970.KQ,브이엠,27500.0,29950.0,2025-12-30,2026-01-29,156.53,Rect Bottom,,0.0,24624.0,45600.0
336260.KS,두산퓨얼셀,36000.0,31450.0,2026-01-13,2026-02-12,154.42,Triple Bottom,,0.0,27135.0,50250.0
103590.KS,일진전기,62400.0,60400.0,2026-01-05,2026-02-04,149.1,Triple Bottom,,0.0,51435.0,95250.0
218410.KQ,RFHIC,36900.0,36640.4609375,2026-01-06,2026-02-05,148.56,Triple Bottom,,0.0,30780.000000000004,57000.0
064260.KQ,다날,6990.0,7544.444444444467,2025-12-23,2026-01-22,146.56,Inv H&S,,0.0,6083.1,11265.0
028260.KS,삼성물산,279500.0,255000.0,2026-01-06,2026-02-05,145.61,Rect Bottom,,0.0,210600.0,390000.0
071050.KS,한국금융지주,172700.0,167400.0,2025-12-29,2026-01-28,145.31,Triple Bottom,,0.0,134379.0,248850.0
071055.KS,한국금융지주우,130000.0,131200.0,2026-01-05,2026-02-04,137.23,Triple Bottom,,0.0,106677.0,197550.0
075580.KS,세진중공업,20050.0,18690.0,2026-01-07,2026-02-06,135.88,Triple Bottom,,0.0,15333.300000000001,28395.0
034730.KS,SK,281000.0,279500.0,2026-01-06,2026-02-05,134.88,Rect Bottom,,0.0,230850.00000000003,427500.0
244920.KS,에이플러스에셋,10180.0,9850.0,2026-01-14,2026-02-13,134.29,Rect Bottom,,0.0,8245.800000000001,15270.0
006730.KQ,서부T&D,13190.0,13100.0,2026-01-14,2026-02-13,133.25,Triple Bottom,,0.0,10683.900000000001,19785.0
00088K.KS,한화3우B,44000.0,43900.0,2026-01-13,2026-02-12,129.17,Rect Bottom,,0.0,35964.0,66600.0
