date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-06,1,─,Energy,16.05,18.05,2.45
2026-04-06,2,─,Automotive,28.87,81.52,1.68
2026-04-06,3,▲+9,Banks,1.82,20.31,0.92
2026-04-06,4,▲+2,Utilities,3.87,17.46,0.77
2026-04-06,5,▼-2,Biotechnology,6.45,34.56,0.74
2026-04-06,6,▲+1,Semiconductors,6.32,37.32,0.68
2026-04-06,7,▼-3,Materials,3.64,48.88,0.54
2026-04-06,8,▼-3,Clean Energy,0.5,35.9,0.32
2026-04-06,9,▲+2,Electric Energy Infrastructure,0.67,24.5,0.22
2026-04-06,10,▲+13,Financials,-2.24,19.05,0.11
2026-04-06,11,▼-3,Pharmaceutical,1.97,17.68,0.1
2026-04-06,12,▲+9,Real Estate,0.82,15.81,0.05
2026-04-06,13,▼-4,Metals & Mining,0.14,45.25,0.04
2026-04-06,14,▲+4,Mortgage REITs,-0.38,19.33,0.03
2026-04-06,15,▼-1,Consumer Staples,0.89,18.53,-0.12
2026-04-06,16,▼-6,Uranium,-3.5,53.85,-0.13
2026-04-06,17,▼-4,Silver Miners,0.54,67.29,-0.15
2026-04-06,18,▲+1,Leisure & Entertainment,-11.37,56.54,-0.17
2026-04-06,19,▲+5,Industrials,-0.24,23.71,-0.22
2026-04-06,20,▼-5,Nuclear Energy,-4.3,37.2,-0.24
2026-04-06,21,▼-1,Technology,-3.41,23.92,-0.25
2026-04-06,22,▲+3,Cryptocurrency,-14.48,47.23,-0.33
2026-04-06,23,▼-7,Cloud Computing,-7.09,31.07,-0.36
2026-04-06,24,▼-7,Healthcare,-2.04,18.23,-0.56
2026-04-06,25,▲+2,Telecom,-3.91,19.07,-0.67
2026-04-06,26,▼-4,Software,-10.5,28.57,-0.82
2026-04-06,27,▼-1,Consumer Discretionary,-15.23,42.25,-0.92
2026-04-06,28,─,Internet,-11.51,25.54,-1.1
2026-04-06,29,─,Medical Devices,-8.97,19.25,-1.55
