date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-06,1,─,Energy,14.43,16.59,2.13
2026-03-06,2,▲+1,Materials,17.7,47.03,0.93
2026-03-06,3,▼-1,Utilities,5.82,15.54,0.92
2026-03-06,4,─,Industrials,9.44,19.4,0.92
2026-03-06,5,▲+1,Real Estate,4.07,12.33,0.81
2026-03-06,6,▼-1,Silver Miners,22.86,66.27,0.68
2026-03-06,7,▲+9,Biotechnology,6.83,22.92,0.3
2026-03-06,8,─,Metals & Mining,12.73,45.33,0.28
2026-03-06,9,▲+9,Automotive,5.16,68.69,0.26
2026-03-06,10,▼-1,Pharmaceutical,5.44,15.46,0.14
2026-03-06,11,▼-1,Mortgage REITs,1.47,12.63,0.11
2026-03-06,12,▼-5,Consumer Staples,2.7,17.36,0.06
2026-03-06,13,▲+8,Telecom,0.14,13.63,0.0
2026-03-06,14,▼-1,Uranium,2.28,56.63,-0.16
2026-03-06,15,▼-3,Nuclear Energy,0.75,37.75,-0.16
2026-03-06,16,▼-2,Semiconductors,3.0,32.7,-0.2
2026-03-06,17,▲+11,Software,-4.98,30.04,-0.23
2026-03-06,18,▼-3,Healthcare,1.52,15.24,-0.26
2026-03-06,19,▼-8,Electric Energy Infrastructure,0.16,21.1,-0.35
2026-03-06,20,▼-3,Clean Energy,-0.2,33.62,-0.42
2026-03-06,21,▲+2,Technology,-2.92,19.83,-0.51
2026-03-06,22,▲+3,Cloud Computing,-6.41,28.0,-0.58
2026-03-06,23,▲+3,Cryptocurrency,-15.31,53.13,-0.7
2026-03-06,24,▲+3,Consumer Discretionary,-7.61,34.21,-0.71
2026-03-06,25,▼-6,Medical Devices,-4.21,18.33,-0.79
2026-03-06,26,▼-4,Leisure & Entertainment,-15.21,50.4,-0.79
2026-03-06,27,▼-7,Banks,-6.1,26.07,-1.04
2026-03-06,28,▼-4,Financials,-6.27,21.62,-1.09
2026-03-06,29,─,Internet,-10.63,22.9,-1.4
