date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-05,1,▲+1,금융,30.53,58.04,1.48
2026-03-05,2,▲+7,반도체,52.72,77.4,0.75
2026-03-05,3,─,IT,45.91,70.25,0.72
2026-03-05,4,▲+1,전력/인프라,48.93,77.91,0.72
2026-03-05,5,▼-4,건설,36.27,65.14,0.71
2026-03-05,6,▲+1,원자력,37.24,79.19,0.38
2026-03-05,7,▲+15,금,21.02,41.28,0.37
2026-03-05,8,─,AI,31.38,64.87,0.28
2026-03-05,9,▲+1,신재생에너지,31.37,77.66,0.28
2026-03-05,10,▲+8,방산/우주항공,35.92,84.67,0.25
2026-03-05,11,▼-5,자동차,32.96,73.67,0.23
2026-03-05,12,─,에너지/화학,19.38,61.7,0.04
2026-03-05,13,▼-9,운송,11.92,42.64,-0.01
2026-03-05,14,▲+2,철강/금속,18.21,66.78,-0.18
2026-03-05,15,▼-1,로봇,22.9,77.97,-0.39
2026-03-05,16,▼-1,2차전지,16.67,80.6,-0.43
2026-03-05,17,─,부동산/리츠,2.06,16.79,-0.54
2026-03-05,18,▼-5,플랫폼,4.81,45.89,-0.54
2026-03-05,19,▲+1,조선/해운,5.75,65.63,-0.56
2026-03-05,20,▼-9,소비재,1.83,45.6,-0.72
2026-03-05,21,▼-2,바이오/헬스케어,2.74,61.97,-0.81
2026-03-05,22,▼-1,미디어/엔터,-5.11,47.3,-1.12
2026-03-05,23,─,소프트웨어,-5.89,51.59,-1.24
2026-03-05,24,─,게임,-9.11,39.64,-1.57
