구분,티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가,손익률(%)
매수,042520.KS,한스바이오메드,53700.0,50700.0,2026-03-18,2026-06-09,489.46,Rect Bottom,,0.0,45454.18614911213,99182.05946254956,5.92
매수,226950.KS,올릭스,180500.0,179542.8571428568,2026-02-27,2026-05-21,349.56,Inv H&S,,0.0,155273.5351474334,338810.3561118064,0.53
매수,089970.KS,브이엠,47050.0,43400.0,2026-03-18,2026-06-09,277.91,Rect Bottom,,0.0,38161.163744590405,83268.52007117034,8.41
매수,099320.KS,쎄트렉아이,180900.0,192100.0,2026-03-12,2026-06-03,271.04,Rect Bottom,,0.0,,,-5.83
매수,295310.KS,에이치브이엠,90900.0,92000.0,2026-03-10,2026-06-01,233.58,Rect Bottom,,0.0,79290.41800264896,173013.4805923206,-1.2
매수,084370.KS,유진테크,131300.0,137700.0,2026-03-05,2026-05-27,230.73,Rect Bottom,,0.0,124659.801565662,272010.49889915646,-4.65
매수,131290.KS,티에스이,121600.0,113411.05078125,2026-03-17,2026-06-08,209.99,Inv H&S,,0.0,99982.24901082687,218163.5225864663,7.22
매수,310210.KS,보로노이,327500.0,334500.0,2026-03-13,2026-06-04,198.81,Rect Bottom,,0.0,299353.12892978697,653195.2796694029,-2.09
매수,100790.KS,미래에셋벤처투자,22600.0,23850.0,2026-03-18,2026-06-09,195.78,Rect Bottom,,0.0,19631.798681939286,42837.0275477243,-5.24
매수,005935.KS,삼성전자우,142800.0,148700.0,2026-03-18,2026-06-09,194.74,Triple Bottom,,0.0,,,-3.97
매수,298380.KS,에이비엘바이오,189400.0,183825.0,2026-03-18,2026-06-09,181.43,Inv H&S,,0.0,161124.9135882706,351578.19585605257,3.03
매수,200710.KS,에이디테크놀로지,46650.0,47200.0,2026-03-11,2026-06-02,169.03,Triple Bottom,,0.0,39475.603829126296,86136.65798473287,-1.17
매수,222800.KS,심텍,62400.0,59400.0,2026-03-19,2026-06-10,167.78,Inv H&S,,0.0,51475.1697621475,112319.98151822311,5.05
매수,307950.KS,현대오토에버,431500.0,501000.0,2026-02-26,2026-05-20,162.95,Rect Bottom,,0.0,419772.8011904945,915953.7207828738,-13.87
매수,007660.KS,이수페타시스,129200.0,127600.0,2026-03-19,2026-06-10,162.87,Rect Bottom,,0.0,111260.99296200581,242773.99629638996,1.25
매수,005380.KS,현대차,522000.0,525692.3125,2026-02-25,2026-05-19,159.92,Rect Bottom,,0.0,486766.84420877544,1062136.2337967062,-0.7
매수,095610.KS,테스,66200.0,73800.0,2026-02-26,2026-05-20,158.12,Rect Bottom,,0.0,61990.69043843464,135265.08482672338,-10.3
매수,166090.KS,하나머티리얼즈,60900.0,64000.0,2026-03-05,2026-05-27,148.8,Rect Bottom,,0.0,56987.33785858834,124347.65663961438,-4.84
매수,083650.KS,비에이치아이,106400.0,93500.0,2026-03-09,2026-05-31,148.6,Triple Bottom,,0.0,89721.136092837,195773.54274510714,13.8
