구분,티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가,손익률(%)
오늘신호,240810.KS,원익IPS,130400.0,133400.0,2026-03-24,2026-05-14,388.0,Triple Bottom,,0.0,98723.50414689936,231909.2260800768,-2.25
오늘신호,066970.KS,엘앤에프,145300.0,136700.0,2026-03-25,2026-05-15,193.54,Triple Bottom,,0.0,105629.78757396522,248132.62554812338,6.29
오늘신호,053610.KS,프로텍,62000.0,59100.0,2026-03-25,2026-05-15,156.12,Rect Bottom,,0.0,45072.58657664036,105879.02810725155,4.91
오늘신호,037460.KS,삼지전자,27050.0,23850.0,2026-03-25,2026-05-15,142.17,Rect Bottom,,0.0,19664.73333706648,46193.99532743797,13.42
오늘신호,045100.KS,한양이엔지,34300.0,34050.0,2026-03-25,2026-05-15,96.64,Rect Bottom,,0.0,24935.318057722005,58575.01071094723,0.73
오늘신호,160980.KS,싸이맥스,24900.0,24000.0,2026-03-25,2026-05-15,90.22,Rect Bottom,,0.0,18101.732350941045,42522.38386888006,3.75
매수,174900.KS,앱클론,66900.0,65700.0,2026-03-06,2026-04-26,549.51,Rect Bottom,,0.0,44054.818492651706,103488.21134353941,1.83
매수,042520.KS,한스바이오메드,43350.0,50700.0,2026-03-18,2026-05-08,399.42,Rect Bottom,,0.0,38965.978072708436,91534.12752497876,-14.5
매수,240810.KS,원익IPS,130400.0,133400.0,2026-03-24,2026-05-14,388.0,Triple Bottom,,0.0,98723.50414689936,231909.2260800768,-2.25
매수,099320.KS,쎄트렉아이,192800.0,192100.0,2026-03-12,2026-05-02,307.11,Rect Bottom,,0.0,,,0.36
매수,100790.KS,미래에셋벤처투자,27000.0,23850.0,2026-03-18,2026-05-08,280.59,Rect Bottom,,0.0,16829.522245955228,39533.86291423989,13.21
매수,089970.KS,브이엠,47750.0,43400.0,2026-03-18,2026-05-08,277.77,Rect Bottom,,0.0,32713.97412820671,76847.6816907471,10.02
매수,084370.KS,유진테크,135900.0,137700.0,2026-03-05,2026-04-25,247.57,Rect Bottom,,0.0,106865.64881880858,251035.76018977384,-1.31
매수,086520.KS,에코프로,151300.0,136250.0,2026-03-19,2026-05-09,236.6,Inv H&S,,0.0,,,11.05
매수,131290.KS,티에스이,121700.0,113411.05078125,2026-03-17,2026-05-07,207.91,Inv H&S,,0.0,85710.61221590158,201340.9260297574,7.31
매수,066970.KS,엘앤에프,145300.0,136700.0,2026-03-25,2026-05-15,193.54,Triple Bottom,,0.0,105629.78757396522,248132.62554812338,6.29
매수,222800.KS,심텍,62600.0,59400.0,2026-03-19,2026-05-09,168.06,Inv H&S,,0.0,44127.51621293661,103658.98396951886,5.39
매수,005935.KS,삼성전자우,133600.0,148700.0,2026-03-18,2026-05-08,167.25,Triple Bottom,,0.0,,,-10.15
매수,298380.KS,에이비엘바이오,172300.0,183825.0,2026-03-18,2026-05-08,163.05,Inv H&S,,0.0,138125.66854131722,324467.9893609322,-6.27
매수,310210.KS,보로노이,300000.0,334500.0,2026-03-13,2026-05-03,159.52,Rect Bottom,,0.0,256622.95260571042,602827.369707416,-10.31
매수,053610.KS,프로텍,62000.0,59100.0,2026-03-25,2026-05-15,156.12,Rect Bottom,,0.0,45072.58657664036,105879.02810725155,4.91
매수,166090.KS,하나머티리얼즈,64200.0,64000.0,2026-03-05,2026-04-25,150.59,Rect Bottom,,0.0,48852.86803145536,114759.20465818232,0.31
매수,033240.KS,자화전자,38100.0,44250.0,2026-03-11,2026-05-01,147.89,Rect Bottom,,0.0,31805.25262464541,74713.02386600412,-13.9
매수,083650.KS,비에이치아이,104800.0,93500.0,2026-03-09,2026-04-29,146.88,Triple Bottom,,0.0,76914.18806142821,180677.4382862454,12.09
매수,003160.KS,디아이,37900.0,36600.0,2026-03-18,2026-05-08,142.88,Rect Bottom,,0.0,,,3.55
매수,037460.KS,삼지전자,27050.0,23850.0,2026-03-25,2026-05-15,142.17,Rect Bottom,,0.0,19664.73333706648,46193.99532743797,13.42
매수,007660.KS,이수페타시스,120300.0,127600.0,2026-03-19,2026-05-09,139.17,Rect Bottom,,0.0,,,-5.72
매수,105840.KS,우진,27050.0,28250.0,2026-03-20,2026-05-10,137.91,Rect Bottom,,0.0,,,-4.25
매수,064760.KS,티씨케이,240000.0,236500.0,2026-03-16,2026-05-06,133.73,Triple Bottom,,0.0,181744.3007122595,426931.56494859495,1.48
매수,101490.KS,에스앤에스텍,93600.0,94900.0,2026-03-03,2026-04-23,133.55,Triple Bottom,,0.0,67536.18214467564,158647.7695348979,-1.37
매수,178320.KS,서진시스템,49000.0,46650.0,2026-03-20,2026-05-10,131.68,Rect Bottom,,0.0,33804.439932480265,79409.27108043866,5.04
매수,237690.KS,에스티팜,159500.0,160600.0,2026-03-09,2026-04-29,105.28,Rect Bottom,,0.0,123949.61308576098,291167.32729494176,-0.68
매수,047810.KS,한국항공우주,185000.0,197600.0,2026-03-17,2026-05-07,102.85,Triple Bottom,,0.0,,,-6.38
매수,000720.KS,현대건설,157900.0,164700.0,2026-03-18,2026-05-08,100.38,Rect Bottom,,0.0,,,-4.13
매수,045100.KS,한양이엔지,34300.0,34050.0,2026-03-25,2026-05-15,96.64,Rect Bottom,,0.0,24935.318057722005,58575.01071094723,0.73
매수,160980.KS,싸이맥스,24900.0,24000.0,2026-03-25,2026-05-15,90.22,Rect Bottom,,0.0,18101.732350941045,42522.38386888006,3.75
매수후보,253590.KS,네오셈,17890.0,18770.0,2026-03-11,2026-05-01,89.51,Rect Bottom,,0.0,14343.26021221152,33693.43910574311,-4.69
매수후보,039200.KS,오스코텍,53700.0,56600.0,2026-03-16,2026-05-06,87.43,Triple Bottom,,0.0,42673.56180723853,100243.5314499301,-5.12
매수후보,281820.KS,케이씨텍,49750.0,51000.0,2026-03-18,2026-05-08,84.3,Rect Bottom,,0.0,,,-2.45
매수후보,267270.KS,HD현대건설기계,136700.0,127920.0,2026-03-20,2026-05-10,79.86,Inv H&S,,0.0,,,6.86
매수후보,033640.KS,네패스,20300.0,19490.0,2026-03-20,2026-05-10,75.61,Rect Bottom,,0.0,14721.28835769302,34581.45676083619,4.16
매도,047050.KS,포스코인터내셔널,75800.0,77900.0,2026-03-25,,59.51,H&S,,0.0,,,-2.7
매도,090430.KS,아모레퍼시픽,136800.0,214771.4285714291,2026-03-25,,4.27,H&S,,0.0,,,-36.3
매도,229640.KS,LS에코에너지,44550.0,46420.0,2026-03-25,,31.17,H&S,,0.0,,,-4.03
매도,033500.KS,동성화인텍,24500.0,24800.0,2026-03-25,,-3.95,Triple Top,,0.0,,,-1.21
매도,015860.KS,일진홀딩스,7360.0,7832.352941176476,2026-03-25,,42.91,H&S,,0.0,,,-6.03
매도,033920.KS,무학,8990.0,9148.510602678572,2026-03-25,,21.99,H&S,,0.0,,,-1.73
매도,029780.KS,삼성카드,56400.0,57300.0,2026-03-24,,13.94,Rect Top,,0.0,,,-1.57
매도,012030.KS,DB,1729.0,1730.818181818182,2026-03-24,,21.08,H&S,,0.0,,,-0.11
매도,329180.KS,HD현대중공업,523000.0,511000.0,2026-03-23,,24.82,Rect Top,,0.0,,,2.35
매도,068270.KS,셀트리온,203500.0,193355.55555555562,2026-03-23,,27.8,H&S,,0.0,,,5.25
매도,042700.KS,한미반도체,300000.0,326125.0,2026-03-23,,192.45,H&S,,0.0,,,-8.01
매도,096770.KS,SK이노베이션,114100.0,109000.0,2026-03-23,,16.67,Rect Top,,0.0,,,4.68
매도,003550.KS,LG,88800.0,87900.0,2026-03-23,,12.87,Triple Top,,0.0,,,1.02
매도,352820.KS,하이브,304500.0,302143.4821428573,2026-03-23,,-0.35,H&S,,0.0,,,0.78
매도,039490.KS,키움증권,432000.0,564000.0,2026-03-23,,96.63,H&S,,0.0,,,-23.4
매도,000880.KS,한화,116700.0,113392.85714285714,2026-03-23,,23.62,H&S,,0.0,,,2.92
매도,214370.KS,케어젠,98000.0,106500.0,2026-03-23,,200.61,Rect Top,,0.0,,,-7.98
매도,111770.KS,영원무역,81800.0,80200.0,2026-03-23,,32.36,Triple Top,,0.0,,,2.0
매도,068760.KS,셀트리온제약,58700.0,57554.7890625,2026-03-23,,20.99,Triple Top,,0.0,,,1.99
매도,000155.KS,두산우,518000.0,489285.7142857136,2026-03-23,,31.64,H&S,,0.0,,,5.87
매도,069960.KS,현대백화점,86800.0,84400.0,2026-03-23,,15.78,Triple Top,,0.0,,,2.84
매도,280360.KS,롯데웰푸드,114800.0,109325.0,2026-03-23,,-0.61,H&S,,0.0,,,5.01
매도,00088K.KS,한화3우B,46800.0,45100.0,2026-03-23,,19.39,Rect Top,,0.0,,,3.77
매도,358570.KS,지아이이노베이션,13700.0,13020.0,2026-03-23,,-37.01,Triple Top,,0.0,,,5.22
매도,102710.KS,이엔에프테크놀로지,54000.0,51100.0,2026-03-23,,39.98,Triple Top,,0.0,,,5.68
매도,214320.KS,이노션,18450.0,18590.0,2026-03-23,,-7.98,H&S,,0.0,,,-0.75
매도,000640.KS,동아쏘시오홀딩스,99800.0,100750.4560546875,2026-03-23,,-6.34,H&S,,0.0,,,-0.94
매도,093320.KS,케이아이엔엑스,107700.0,99400.0,2026-03-23,,10.46,Rect Top,,0.0,,,8.35
매도,101730.KS,위메이드맥스,5110.0,5000.0,2026-03-23,,-36.68,Rect Top,,0.0,,,2.2
매도,037460.KS,삼지전자,27050.0,24106.25,2026-03-23,,142.17,H&S,,0.0,,,12.21
매도,206640.KS,바디텍메드,12100.0,11340.0,2026-03-23,,-14.06,Triple Top,,0.0,,,6.7
매도,081660.KS,미스토홀딩스,42200.0,47000.0,2026-03-19,,22.84,Rect Top,,0.0,,,-10.21
매도,290650.KS,엘앤씨바이오,74000.0,75800.0,2026-03-19,,165.92,Rect Top,,0.0,,,-2.37
매도,009160.KS,SIMPAC,4790.0,4800.0,2026-03-19,,-51.28,Triple Top,,0.0,,,-0.21
매도,003350.KS,한국화장품제조,45200.0,45200.0,2026-03-19,,-17.61,Triple Top,,0.0,,,0.0
매도,032620.KS,유비케어,4030.0,4886.666666666657,2026-03-18,,3.73,H&S,,0.0,,,-17.53
매도,082270.KS,젬백스,41600.0,38000.0,2026-03-16,,-32.36,Triple Top,,0.0,,,9.47
매도,051910.KS,LG화학,318000.0,300000.0,2026-03-13,,52.15,Rect Top,,0.0,,,6.0
매도,064350.KS,현대로템,190700.0,200000.0,2026-03-13,,-5.12,Triple Top,,0.0,,,-4.65
매도,011170.KS,롯데케미칼,79800.0,71200.0,2026-03-13,,37.23,Rect Top,,0.0,,,12.08
매도,145020.KS,휴젤,258000.0,243500.0,2026-03-13,,-31.66,Triple Top,,0.0,,,5.95
매도,105630.KS,한세실업,12220.0,12290.0,2026-03-13,,16.94,Rect Top,,0.0,,,-0.57
매도,103140.KS,풍산,98200.0,107400.0,2026-03-11,,-28.01,Triple Top,,0.0,,,-8.57
매도,336370.KS,솔루스첨단소재,9900.0,10433.75,2026-03-11,,18.3,H&S,,0.0,,,-5.12
매도,088260.KS,이리츠코크렙,4805.0,4840.7692307692305,2026-03-11,,12.67,H&S,,0.0,,,-0.74
매도,039200.KS,오스코텍,53700.0,50300.0,2026-03-10,,87.43,Triple Top,,0.0,,,6.76
매도,161890.KS,한국콜마,79600.0,67300.0,2026-03-09,,-9.95,Triple Top,,0.0,,,18.28
매도,00104K.KS,CJ4우(전환),183300.0,150800.0,2026-03-09,,40.57,Triple Top,,0.0,,,21.55
매도,029460.KS,케이씨,33900.0,30987.724609375,2026-03-09,,45.25,Triple Top,,0.0,,,9.4
매도,005710.KS,대원산업,13440.0,12720.0,2026-03-09,,25.95,Triple Top,,0.0,,,5.66
매도,039570.KS,HDC랩스,8600.0,8090.0,2026-03-09,,-6.52,Triple Top,,0.0,,,6.3
매도,234690.KS,녹십자웰빙,14680.0,9320.0,2026-03-09,,49.04,Triple Top,,0.0,,,57.51
매도,006650.KS,대한유화,135700.0,129100.0,2026-03-06,,64.94,Triple Top,,0.0,,,5.11
매도,035720.KS,카카오,49050.0,56121.359375,2026-03-05,,-19.35,Triple Top,,0.0,,,-12.6
매도,326030.KS,SK바이오팜,97200.0,108500.0,2026-03-05,,5.77,Triple Top,,0.0,,,-10.41
매도,064400.KS,LG씨엔에스,62500.0,67500.0,2026-03-05,,-15.89,Triple Top,,0.0,,,-7.41
매도,022100.KS,포스코DX,31500.0,37550.0,2026-03-05,,33.76,Triple Top,,0.0,,,-16.11
매도,041510.KS,에스엠,93400.0,105400.0,2026-03-05,,-31.18,Triple Top,,0.0,,,-11.39
매도,298020.KS,효성티앤씨,385000.0,378000.0,2026-03-05,,60.27,Triple Top,,0.0,,,1.85
매도,137400.KS,피엔티,49700.0,48100.0,2026-03-05,,55.62,Triple Top,,0.0,,,3.33
매도,122870.KS,와이지엔터테인먼트,56300.0,69800.0,2026-03-05,,-38.94,Triple Top,,0.0,,,-19.34
매도,075580.KS,세진중공업,17530.0,17770.0,2026-03-05,,54.59,Triple Top,,0.0,,,-1.35
매도,079900.KS,전진건설로봇,55700.0,55357.65625,2026-03-05,,-0.08,Triple Top,,0.0,,,0.62
매도,053030.KS,바이넥스,12000.0,14690.0,2026-03-05,,-25.47,Triple Top,,0.0,,,-18.31
매도,294570.KS,쿠콘,29850.0,31800.0,2026-03-05,,13.89,Triple Top,,0.0,,,-6.13
매도,126600.KS,BGF에코머티리얼즈,3680.0,3801.51123046875,2026-03-05,,26.34,Triple Top,,0.0,,,-3.2
매도,034020.KS,두산에너빌리티,102600.0,86200.0,2026-03-04,,55.93,Triple Top,,0.0,,,19.03
매도,028260.KS,삼성물산,289000.0,289500.0,2026-03-04,,84.13,Triple Top,,0.0,,,-0.17
매도,042660.KS,한화오션,124700.0,129700.0,2026-03-04,,57.05,Triple Top,,0.0,,,-3.86
매도,010140.KS,삼성중공업,26850.0,23800.0,2026-03-04,,66.15,Triple Top,,0.0,,,12.82
매도,000810.KS,삼성화재,490000.0,470000.0,2026-03-04,,12.64,Triple Top,,0.0,,,4.26
매도,196170.KS,알테오젠,358500.0,361000.0,2026-03-04,,-6.8,Rect Top,,0.0,,,-0.69
매도,047810.KS,한국항공우주,185000.0,160000.0,2026-03-04,,102.85,Triple Top,,0.0,,,15.62
매도,018260.KS,삼성에스디에스,159500.0,165500.0,2026-03-04,,-6.21,Triple Top,,0.0,,,-3.63
매도,259960.KS,크래프톤,240500.0,227567.359375,2026-03-04,,-32.35,Triple Top,,0.0,,,5.68
매도,298380.KS,에이비엘바이오,172300.0,177100.0,2026-03-04,,163.05,Rect Top,,0.0,,,-2.71
매도,000100.KS,유한양행,98900.0,104045.09375,2026-03-04,,-4.03,Triple Top,,0.0,,,-4.95
매도,028300.KS,HLB,51200.0,51283.33333333334,2026-03-04,,4.28,H&S,,0.0,,,-0.16
매도,241560.KS,두산밥캣,61700.0,57700.0,2026-03-04,,4.8,Triple Top,,0.0,,,6.93
매도,088980.KS,맥쿼리인프라,11490.0,11140.0,2026-03-04,,3.51,Triple Top,,0.0,,,3.14
매도,021240.KS,코웨이,74100.0,75300.0,2026-03-04,,-23.21,Triple Top,,0.0,,,-1.59
매도,062040.KS,산일전기,165800.0,136200.0,2026-03-04,,86.92,Triple Top,,0.0,,,21.73
매도,251270.KS,넷마블,51400.0,47759.82421875,2026-03-04,,-13.29,Triple Top,,0.0,,,7.62
매도,036460.KS,한국가스공사,36000.0,38100.0,2026-03-04,,-7.03,Triple Top,,0.0,,,-5.51
매도,011780.KS,금호석유화학,130000.0,121733.74573863635,2026-03-04,,18.02,H&S,,0.0,,,6.79
매도,097950.KS,CJ제일제당,219000.0,206082.0,2026-03-04,,-10.41,Triple Top,,0.0,,,6.27
