date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-03,1,▲+1,Energy,14.92,17.56,1.79
2026-03-03,2,▲+2,Real Estate,7.42,12.47,1.39
2026-03-03,3,▼-2,Utilities,8.9,15.28,1.19
2026-03-03,4,▲+2,Industrials,11.48,20.47,0.92
2026-03-03,5,▲+3,Materials,21.58,49.52,0.72
2026-03-03,6,▼-1,Pharmaceutical,8.92,17.35,0.71
2026-03-03,7,▲+3,Silver Miners,31.74,69.8,0.62
2026-03-03,8,▼-5,Consumer Staples,6.05,17.43,0.46
2026-03-03,9,▲+4,Mortgage REITs,3.54,12.41,0.4
2026-03-03,10,▲+2,Metals & Mining,18.45,48.67,0.29
2026-03-03,11,▼-4,Electric Energy Infrastructure,5.68,21.78,0.18
2026-03-03,12,▲+7,Automotive,6.36,72.09,0.15
2026-03-03,13,▲+1,Healthcare,3.71,15.62,0.06
2026-03-03,14,▼-5,Semiconductors,7.79,34.91,-0.04
2026-03-03,15,▲+1,Nuclear Energy,4.46,41.6,-0.2
2026-03-03,16,▼-5,Biotechnology,4.93,26.03,-0.21
2026-03-03,17,▲+1,Uranium,6.47,60.97,-0.31
2026-03-03,18,▲+2,Telecom,0.43,13.72,-0.41
2026-03-03,19,▼-4,Clean Energy,2.13,36.79,-0.47
2026-03-03,20,▲+3,Medical Devices,-1.08,17.91,-0.54
2026-03-03,21,▲+1,Leisure & Entertainment,-9.37,53.3,-0.62
2026-03-03,22,▼-5,Banks,-1.63,26.4,-0.68
2026-03-03,23,▲+1,Technology,-2.13,21.93,-0.69
2026-03-03,24,▼-3,Financials,-3.31,22.24,-0.89
2026-03-03,25,▲+1,Cloud Computing,-6.92,30.73,-0.92
2026-03-03,26,▲+2,Software,-8.98,32.02,-0.97
2026-03-03,27,─,Cryptocurrency,-17.2,61.8,-1.06
2026-03-03,28,▼-3,Consumer Discretionary,-7.7,34.9,-1.2
2026-03-03,29,─,Internet,-11.78,23.78,-1.71
