date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-23,1,▲+1,건설,49.76,71.96,1.44
2026-03-23,2,▲+3,원자력,43.96,80.11,0.83
2026-03-23,3,─,반도체,42.81,82.73,0.83
2026-03-23,4,▼-3,금융,12.09,53.95,0.77
2026-03-23,5,▲+4,신재생에너지,31.93,77.18,0.6
2026-03-23,6,▲+1,전력/인프라,35.94,75.99,0.57
2026-03-23,7,▼-1,IT,30.0,72.55,0.44
2026-03-23,8,─,AI,20.49,68.59,0.15
2026-03-23,9,▼-5,방산/우주항공,16.42,84.01,0.01
2026-03-23,10,▲+1,자동차,18.49,75.63,0.0
2026-03-23,11,▲+2,부동산/리츠,2.41,18.58,-0.06
2026-03-23,12,▲+2,에너지/화학,5.38,66.01,-0.36
2026-03-23,13,▲+4,2차전지,7.7,79.98,-0.37
2026-03-23,14,▲+1,로봇,7.92,79.29,-0.39
2026-03-23,15,▲+1,철강/금속,4.07,67.98,-0.42
2026-03-23,16,▲+2,바이오/헬스케어,-0.48,65.54,-0.54
2026-03-23,17,▲+4,운송,-0.5,47.61,-0.66
2026-03-23,18,▼-6,조선/해운,-3.13,64.3,-0.69
2026-03-23,19,▲+1,플랫폼,-3.57,48.85,-0.77
2026-03-23,20,▲+3,소비재,-4.64,46.55,-0.84
2026-03-23,21,▼-2,게임,-8.51,48.63,-0.95
2026-03-23,22,─,소프트웨어,-10.09,54.0,-1.02
2026-03-23,23,▼-13,금,1.5,36.04,-1.22
2026-03-23,24,─,미디어/엔터,-15.77,50.83,-1.43
