구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),수급빈집,우선순위(%),패턴,상태,손절가,익절가,손익률(%),보유일수
오늘신호,010120.KS,LS ELECTRIC,2026-04-07,2026-07-30,803000.0,808000.0,,185.65,-0.0,42.42,Rect Bottom,,696702.9270996085,1098624.0429210016,0.62,
오늘신호,009150.KS,삼성전기,2026-04-07,2026-07-30,466500.0,470500.0,,241.83,-0.0,9.3,Rect Bottom,,405691.4940598586,639730.9556860536,0.86,
오늘신호,000720.KS,현대건설,2026-04-07,2026-07-30,159900.0,164900.0,,109.0,-0.0,-10.43,Rect Bottom,,142186.030542977,224211.76321494204,3.13,
오늘신호,001720.KS,신영증권,2026-04-07,2026-07-30,185833.33333333395,189000.0,,61.68,-0.0,-15.01,Inv H&S,,162966.4025022599,256980.12885157095,1.7,
매수,100790.KS,미래에셋벤처투자,2026-03-25,2026-07-17,24050.0,27550.0,,316.95,2.0101,167.34,Rect Bottom,,24832.975619391986,39158.87677738224,14.55,
매수,100840.KS,SNT에너지,2026-04-03,2026-07-26,51000.0,54900.0,,30.55,2.411,91.81,Rect Bottom,,46475.60367657041,73286.925635448,7.65,
매수,010120.KS,LS ELECTRIC,2026-04-07,2026-07-30,803000.0,808000.0,,185.65,-0.0,42.42,Rect Bottom,,696702.9270996085,1098624.0429210016,0.62,
매수,222800.KS,심텍,2026-03-19,2026-07-11,59400.0,57800.0,,161.47,-0.0,9.52,Inv H&S,,52338.94514226019,82532.77154121881,-2.69,
매수,009150.KS,삼성전기,2026-04-07,2026-07-30,466500.0,470500.0,,241.83,-0.0,9.3,Rect Bottom,,405691.4940598586,639730.9556860536,0.86,
매수,218410.KS,RFHIC,2026-04-01,2026-07-24,89600.0,85200.0,,215.91,-0.0,3.88,Rect Bottom,,84414.87198397484,133112.98737867086,-4.91,
매수,014620.KS,성광벤드,2026-04-03,2026-07-26,36600.0,40300.0,,39.21,0.6427,-2.43,Triple Bottom,,34662.695135401314,54659.265501762704,10.11,
매수,052690.KS,한전기술,2026-04-03,2026-07-26,160925.0,163800.0,,50.22,-0.0,-4.42,Inv H&S,,140547.74395697546,221628.36509421197,1.79,
매수,267270.KS,HD현대건설기계,2026-04-01,2026-07-24,141500.0,150700.0,,99.06,-0.0,-7.72,Rect Bottom,,126061.84151233014,198785.68697407233,6.5,
매수,000720.KS,현대건설,2026-04-07,2026-07-30,159900.0,164900.0,,109.0,-0.0,-10.43,Rect Bottom,,142186.030542977,224211.76321494204,3.13,
매수,039200.KS,오스코텍,2026-03-18,2026-07-10,56600.0,48950.0,,65.65,-0.0,-11.88,Triple Bottom,,48372.56709194063,76278.22872260914,-13.52,
매수,001720.KS,신영증권,2026-04-07,2026-07-30,185833.33333333395,189000.0,,61.68,-0.0,-15.01,Inv H&S,,162966.4025022599,256980.12885157095,1.7,
매수,213420.KS,덕산네오룩스,2026-03-17,2026-07-09,45250.0,43650.0,,36.19,-0.0,-15.29,Rect Bottom,,40569.14940598587,63973.09556860536,-3.54,
매수,064760.KS,티씨케이,2026-03-19,2026-07-11,236500.0,219000.0,,107.86,-0.0,-23.67,Triple Bottom,,208665.97569072433,329043.33958772576,-7.4,
매수,365550.KS,ESR켄달스퀘어리츠,2026-04-02,2026-07-25,4485.0,4495.0,,7.76,-0.9767,-26.1,Triple Bottom,,3880.1524405299974,6118.574496465974,0.22,
매수,178320.KS,서진시스템,2026-03-20,2026-07-12,46650.0,45850.0,,100.22,-0.0,-33.17,Rect Bottom,,40094.90855214331,63225.26979681507,-1.71,
매수,016360.KS,삼성증권,2026-04-03,2026-07-26,86162.5,98500.0,,36.98,-0.0,-47.32,Inv H&S,,80620.9451532344,127130.38120434858,14.32,
매수,131290.KS,티에스이,2026-03-17,2026-07-09,113411.05078125,107400.0,,178.37,-2.2376,-70.65,Inv H&S,,101659.99394188594,160306.65180740855,-5.3,
매수,082640.KS,동양생명,2026-03-27,2026-07-19,8480.0,8620.0,,24.21,-2.0784,-121.3,Rect Bottom,,7579.231100501928,11951.615516430204,1.65,
매도패턴,039490.KS,키움증권,2026-04-06,,564000.0,426500.0,,89.16,0.0,0.0,H&S,,,,-24.38,
