구분,티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가,손익률(%)
매수,174900.KS,앱클론,65400.0,65700.0,2026-03-06,2026-04-26,534.95,Rect Bottom,,0.0,44054.818492651706,103488.21134353941,-0.46
매수,042520.KS,한스바이오메드,46350.0,50700.0,2026-03-18,2026-05-08,433.99,Rect Bottom,,0.0,38965.978072708436,91534.12752497876,-8.58
매수,240810.KS,원익IPS,130000.0,133400.0,2026-03-24,2026-05-14,386.51,Triple Bottom,,0.0,98723.50414689936,231909.2260800768,-2.55
매수,099320.KS,쎄트렉아이,184000.0,192100.0,2026-03-12,2026-05-02,288.53,Rect Bottom,,0.0,,,-4.22
매수,089970.KS,브이엠,48150.0,43400.0,2026-03-18,2026-05-08,280.93,Rect Bottom,,0.0,32713.97412820671,76847.6816907471,10.94
매수,295310.KS,에이치브이엠,100750.0,92000.0,2026-03-10,2026-04-30,272.46,Rect Bottom,,0.0,67972.36846638506,159672.4052907745,9.51
매수,084370.KS,유진테크,137100.0,137700.0,2026-03-05,2026-04-25,250.64,Rect Bottom,,0.0,106865.64881880858,251035.76018977384,-0.44
매수,086520.KS,에코프로,151100.0,136250.0,2026-03-19,2026-05-09,236.15,Inv H&S,,0.0,,,10.9
매수,100790.KS,미래에셋벤처투자,22900.0,23850.0,2026-03-18,2026-05-08,222.79,Rect Bottom,,0.0,16829.522245955228,39533.86291423989,-3.98
매수,131290.KS,티에스이,121000.0,113411.05078125,2026-03-17,2026-05-07,206.14,Inv H&S,,0.0,85710.61221590158,201340.9260297574,6.69
매수,066970.KS,엘앤에프,144400.0,136700.0,2026-03-25,2026-05-15,191.72,Triple Bottom,,0.0,104975.50809140109,246595.67191430845,5.63
매수,005935.KS,삼성전자우,136900.0,148700.0,2026-03-18,2026-05-08,173.85,Triple Bottom,,0.0,,,-7.94
매수,222800.KS,심텍,63600.0,59400.0,2026-03-19,2026-05-09,172.34,Inv H&S,,0.0,44127.51621293661,103658.98396951886,7.07
매수,298380.KS,에이비엘바이오,172500.0,183825.0,2026-03-18,2026-05-08,163.36,Inv H&S,,0.0,138125.66854131722,324467.9893609322,-6.16
매수,310210.KS,보로노이,304000.0,334500.0,2026-03-13,2026-05-03,162.98,Rect Bottom,,0.0,256622.95260571042,602827.369707416,-9.12
매수,053610.KS,프로텍,61700.0,59100.0,2026-03-25,2026-05-15,154.88,Rect Bottom,,0.0,44854.49341578565,105366.71022931323,4.4
매수,033240.KS,자화전자,38650.0,44250.0,2026-03-11,2026-05-01,151.46,Rect Bottom,,0.0,31805.25262464541,74713.02386600412,-12.66
매수,083650.KS,비에이치아이,104900.0,93500.0,2026-03-09,2026-04-29,147.11,Triple Bottom,,0.0,76914.18806142821,180677.4382862454,12.19
매수,166090.KS,하나머티리얼즈,63300.0,64000.0,2026-03-05,2026-04-25,147.07,Rect Bottom,,0.0,48852.86803145536,114759.20465818232,-1.09
매수,003160.KS,디아이,38450.0,36600.0,2026-03-18,2026-05-08,146.4,Rect Bottom,,0.0,,,5.05
매수,007660.KS,이수페타시스,121700.0,127600.0,2026-03-19,2026-05-09,141.95,Rect Bottom,,0.0,,,-4.62
매수,105840.KS,우진,27200.0,28250.0,2026-03-20,2026-05-10,139.23,Rect Bottom,,0.0,,,-3.72
매수,178320.KS,서진시스템,50100.0,46650.0,2026-03-20,2026-05-10,136.88,Rect Bottom,,0.0,33804.439932480265,79409.27108043866,7.4
매수,064760.KS,티씨케이,242750.0,236500.0,2026-03-16,2026-05-06,136.4,Triple Bottom,,0.0,181744.3007122595,426931.56494859495,2.64
매수,101490.KS,에스앤에스텍,94600.0,94900.0,2026-03-03,2026-04-23,136.04,Triple Bottom,,0.0,67536.18214467564,158647.7695348979,-0.32
매수,237690.KS,에스티팜,157300.0,160600.0,2026-03-09,2026-04-29,102.45,Rect Bottom,,0.0,123949.61308576098,291167.32729494176,-2.05
매수,000720.KS,현대건설,158700.0,164700.0,2026-03-18,2026-05-08,101.4,Rect Bottom,,0.0,,,-3.64
매수,047810.KS,한국항공우주,177600.0,197600.0,2026-03-17,2026-05-07,94.74,Triple Bottom,,0.0,,,-10.12
매수,253590.KS,네오셈,18220.0,18770.0,2026-03-11,2026-05-01,93.01,Rect Bottom,,0.0,14343.26021221152,33693.43910574311,-2.93
매수,039200.KS,오스코텍,52900.0,56600.0,2026-03-16,2026-05-06,84.64,Triple Bottom,,0.0,42673.56180723853,100243.5314499301,-6.54
매수후보,160980.KS,싸이맥스,24150.0,24000.0,2026-03-25,2026-05-15,84.49,Rect Bottom,,0.0,17556.49944880427,41241.58917403427,0.62
매수후보,281820.KS,케이씨텍,49550.0,51000.0,2026-03-18,2026-05-08,83.56,Rect Bottom,,0.0,,,-2.84
매수후보,267270.KS,HD현대건설기계,137900.0,127920.0,2026-03-20,2026-05-10,81.44,Inv H&S,,0.0,,,7.8
매수후보,033640.KS,네패스,20950.0,19490.0,2026-03-20,2026-05-10,81.23,Rect Bottom,,0.0,14721.28835769302,34581.45676083619,7.49
매수후보,051370.KS,인터플렉스,14590.0,13570.0,2026-03-20,2026-05-10,74.94,Rect Bottom,,0.0,9741.494518177109,22883.53188124469,7.52
매도,047050.KS,포스코인터내셔널,74100.0,77900.0,2026-03-25,,55.94,H&S,,0.0,,,-4.88
매도,090430.KS,아모레퍼시픽,137200.0,214771.4285714291,2026-03-25,,4.57,H&S,,0.0,,,-36.12
매도,229640.KS,LS에코에너지,44500.0,46420.0,2026-03-25,,31.03,H&S,,0.0,,,-4.14
매도,033500.KS,동성화인텍,24600.0,24800.0,2026-03-25,,-3.55,Triple Top,,0.0,,,-0.81
매도,094800.KS,맵스리얼티1,6750.0,6816.0,2026-03-25,,64.4,H&S,,0.0,,,-0.97
매도,005810.KS,풍산홀딩스,36450.0,36500.0,2026-03-25,,-19.98,Triple Top,,0.0,,,-0.14
매도,015860.KS,일진홀딩스,7310.0,7832.352941176476,2026-03-25,,41.94,H&S,,0.0,,,-6.67
매도,033920.KS,무학,8990.0,9148.510602678572,2026-03-25,,21.99,H&S,,0.0,,,-1.73
매도,029780.KS,삼성카드,56000.0,57300.0,2026-03-24,,13.13,Rect Top,,0.0,,,-2.27
매도,012030.KS,DB,1766.0,1730.818181818182,2026-03-24,,23.67,H&S,,0.0,,,2.03
매도,329180.KS,HD현대중공업,515000.0,511000.0,2026-03-23,,22.91,Rect Top,,0.0,,,0.78
매도,068270.KS,셀트리온,202500.0,193355.55555555562,2026-03-23,,27.17,H&S,,0.0,,,4.73
매도,042700.KS,한미반도체,298500.0,326125.0,2026-03-23,,190.99,H&S,,0.0,,,-8.47
매도,096770.KS,SK이노베이션,112000.0,109000.0,2026-03-23,,14.52,Rect Top,,0.0,,,2.75
매도,003550.KS,LG,88400.0,87900.0,2026-03-23,,12.36,Triple Top,,0.0,,,0.57
매도,352820.KS,하이브,304500.0,302143.4821428573,2026-03-23,,-0.35,H&S,,0.0,,,0.78
매도,039490.KS,키움증권,429500.0,564000.0,2026-03-23,,95.5,H&S,,0.0,,,-23.85
매도,000880.KS,한화,119500.0,113392.85714285714,2026-03-23,,26.59,H&S,,0.0,,,5.39
매도,214370.KS,케어젠,91000.0,106500.0,2026-03-23,,179.14,Rect Top,,0.0,,,-14.55
매도,111770.KS,영원무역,81000.0,80200.0,2026-03-23,,31.06,Triple Top,,0.0,,,1.0
매도,068760.KS,셀트리온제약,59100.0,57554.7890625,2026-03-23,,21.82,Triple Top,,0.0,,,2.68
매도,000155.KS,두산우,514000.0,489285.7142857136,2026-03-23,,30.62,H&S,,0.0,,,5.05
매도,069960.KS,현대백화점,86100.0,84400.0,2026-03-23,,14.85,Triple Top,,0.0,,,2.01
매도,280360.KS,롯데웰푸드,114000.0,109325.0,2026-03-23,,-1.3,H&S,,0.0,,,4.28
매도,00088K.KS,한화3우B,47700.0,45100.0,2026-03-23,,21.68,Rect Top,,0.0,,,5.76
매도,358570.KS,지아이이노베이션,13420.0,13020.0,2026-03-23,,-38.3,Triple Top,,0.0,,,3.07
매도,102710.KS,이엔에프테크놀로지,54700.0,51100.0,2026-03-23,,41.8,Triple Top,,0.0,,,7.05
매도,214320.KS,이노션,18300.0,18590.0,2026-03-23,,-8.73,H&S,,0.0,,,-1.56
매도,000640.KS,동아쏘시오홀딩스,99800.0,100750.4560546875,2026-03-23,,-6.34,H&S,,0.0,,,-0.94
매도,093320.KS,케이아이엔엑스,107300.0,99400.0,2026-03-23,,10.05,Rect Top,,0.0,,,7.95
매도,101730.KS,위메이드맥스,5050.0,5000.0,2026-03-23,,-37.42,Rect Top,,0.0,,,1.0
매도,206640.KS,바디텍메드,12020.0,11340.0,2026-03-23,,-14.63,Triple Top,,0.0,,,6.0
매도,081660.KS,미스토홀딩스,42150.0,47000.0,2026-03-19,,22.69,Rect Top,,0.0,,,-10.32
매도,290650.KS,엘앤씨바이오,73200.0,75800.0,2026-03-19,,163.05,Rect Top,,0.0,,,-3.43
매도,009160.KS,SIMPAC,4765.0,4800.0,2026-03-19,,-51.53,Triple Top,,0.0,,,-0.73
매도,003350.KS,한국화장품제조,45000.0,45200.0,2026-03-19,,-17.98,Triple Top,,0.0,,,-0.44
매도,032620.KS,유비케어,4020.0,4886.666666666657,2026-03-18,,3.47,H&S,,0.0,,,-17.74
매도,082270.KS,젬백스,41350.0,38000.0,2026-03-16,,-32.76,Triple Top,,0.0,,,8.82
매도,051910.KS,LG화학,315750.0,300000.0,2026-03-13,,51.08,Rect Top,,0.0,,,5.25
매도,064350.KS,현대로템,186400.0,200000.0,2026-03-13,,-7.26,Triple Top,,0.0,,,-6.8
매도,011170.KS,롯데케미칼,79600.0,71200.0,2026-03-13,,36.88,Rect Top,,0.0,,,11.8
매도,145020.KS,휴젤,254500.0,243500.0,2026-03-13,,-32.58,Triple Top,,0.0,,,4.52
매도,105630.KS,한세실업,12180.0,12290.0,2026-03-13,,16.56,Rect Top,,0.0,,,-0.9
매도,103140.KS,풍산,96000.0,107400.0,2026-03-11,,-29.62,Triple Top,,0.0,,,-10.61
매도,336370.KS,솔루스첨단소재,9840.0,10433.75,2026-03-11,,17.58,H&S,,0.0,,,-5.69
매도,088260.KS,이리츠코크렙,4770.0,4840.7692307692305,2026-03-11,,11.85,H&S,,0.0,,,-1.46
매도,039200.KS,오스코텍,52900.0,50300.0,2026-03-10,,84.64,Triple Top,,0.0,,,5.17
매도,161890.KS,한국콜마,80100.0,67300.0,2026-03-09,,-9.39,Triple Top,,0.0,,,19.02
매도,00104K.KS,CJ4우(전환),179600.0,150800.0,2026-03-09,,37.73,Triple Top,,0.0,,,19.1
매도,029460.KS,케이씨,34550.0,30987.724609375,2026-03-09,,48.03,Triple Top,,0.0,,,11.5
