구분,티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가,손익률(%)
오늘신호,085910.KS,네오티스,21100.0,19650.0,2026-03-26,2026-05-18,554.58,Triple Bottom,,0.0,16174.379297169013,33647.50986141724,7.38
오늘신호,066970.KS,엘앤에프,145800.0,136700.0,2026-03-25,2026-05-17,195.74,Triple Bottom,,0.0,110537.7011683304,229951.2285315813,6.66
오늘신호,053610.KS,프로텍,59700.0,59100.0,2026-03-25,2026-05-17,142.17,Rect Bottom,,0.0,46146.80728386609,95999.05657143686,1.02
오늘신호,037460.KS,삼지전자,26100.0,23850.0,2026-03-25,2026-05-17,126.37,Rect Bottom,,0.0,20965.36842547737,43614.189322737504,9.43
오늘신호,084990.KS,헬릭스미스,6720.0,6400.0,2026-03-26,2026-05-18,121.42,Triple Bottom,,0.0,5151.271510757145,10716.173756811555,5.0
오늘신호,160980.KS,싸이맥스,25150.0,24000.0,2026-03-25,2026-05-17,94.36,Rect Bottom,,0.0,18933.989035074625,39388.31723113771,4.79
매수,174900.KS,앱클론,71600.0,65700.0,2026-03-06,2026-04-28,574.84,Rect Bottom,,0.0,46453.43058807783,96636.92405696135,8.98
매수,085910.KS,네오티스,21100.0,19650.0,2026-03-26,2026-05-18,554.58,Triple Bottom,,0.0,16174.379297169013,33647.50986141724,7.38
매수,240810.KS,원익IPS,129200.0,133400.0,2026-03-24,2026-05-16,391.77,Triple Bottom,,0.0,104098.61177988397,216556.01133556684,-3.15
매수,042520.KS,한스바이오메드,43400.0,50700.0,2026-03-18,2026-05-10,387.64,Rect Bottom,,0.0,41087.522764372465,85474.24306028265,-14.4
매수,099320.KS,쎄트렉아이,195500.0,192100.0,2026-03-12,2026-05-04,313.24,Rect Bottom,,0.0,,,1.77
매수,089970.KS,브이엠,47100.0,43400.0,2026-03-18,2026-05-10,294.8,Rect Bottom,,0.0,34495.121723820164,71760.09212150595,8.53
매수,084370.KS,유진테크,131000.0,137700.0,2026-03-05,2026-04-27,238.5,Rect Bottom,,0.0,112684.06429781255,234416.3009302528,-4.87
매수,086520.KS,에코프로,151900.0,136250.0,2026-03-19,2026-05-11,236.43,Inv H&S,,0.0,,,11.49
매수,131290.KS,티에스이,119500.0,113411.05078125,2026-03-17,2026-05-09,204.64,Inv H&S,,0.0,90377.21891640883,188011.4413583456,5.37
매수,310210.KS,보로노이,325500.0,334500.0,2026-03-13,2026-05-05,197.26,Rect Bottom,,0.0,270595.06596685597,562918.055975369,-2.69
매수,066970.KS,엘앤에프,145800.0,136700.0,2026-03-25,2026-05-17,195.74,Triple Bottom,,0.0,110537.7011683304,229951.2285315813,6.66
