date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-12,1,─,금융,23.57,55.99,1.34
2026-03-12,2,▲+1,건설,38.88,65.55,1.03
2026-03-12,3,▲+4,원자력,38.25,77.36,0.63
2026-03-12,4,▲+1,전력/인프라,38.52,73.96,0.6
2026-03-12,5,▲+3,방산/우주항공,37.7,83.3,0.58
2026-03-12,6,▼-4,반도체,42.45,82.12,0.55
2026-03-12,7,▼-3,IT,35.8,70.07,0.51
2026-03-12,8,▲+2,신재생에너지,29.22,75.38,0.31
2026-03-12,9,▼-3,금,16.54,32.88,0.17
2026-03-12,10,▼-1,AI,25.43,66.19,0.16
2026-03-12,11,─,자동차,25.3,74.19,0.1
2026-03-12,12,▲+7,조선/해운,11.7,63.98,-0.02
2026-03-12,13,▼-1,에너지/화학,14.72,63.44,-0.08
2026-03-12,14,─,철강/금속,12.66,65.92,-0.31
2026-03-12,15,▼-2,운송,6.19,46.63,-0.37
2026-03-12,16,▼-1,로봇,18.42,77.57,-0.44
2026-03-12,17,▼-1,2차전지,13.3,79.98,-0.45
2026-03-12,18,─,플랫폼,3.73,46.75,-0.57
2026-03-12,19,▼-2,부동산/리츠,0.92,18.44,-0.64
2026-03-12,20,─,바이오/헬스케어,3.81,64.49,-0.65
2026-03-12,21,─,소비재,0.03,45.61,-0.9
2026-03-12,22,▲+2,게임,-2.55,44.16,-0.95
2026-03-12,23,─,소프트웨어,-3.57,52.83,-1.0
2026-03-12,24,▼-2,미디어/엔터,-6.79,47.64,-1.38
