date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-12,1,─,Energy,15.04,16.62,2.3
2026-03-12,2,─,Materials,14.73,42.35,1.07
2026-03-12,3,▲+6,Automotive,13.89,68.47,0.82
2026-03-12,4,▲+2,Silver Miners,20.21,61.32,0.79
2026-03-12,5,▲+3,Metals & Mining,16.06,42.86,0.73
2026-03-12,6,▼-3,Utilities,3.2,15.46,0.45
2026-03-12,7,─,Biotechnology,5.56,25.44,0.41
2026-03-12,8,▲+12,Clean Energy,5.91,33.45,0.41
2026-03-12,9,▼-5,Industrials,4.62,20.64,0.37
2026-03-12,10,▲+4,Uranium,8.15,55.07,0.3
2026-03-12,11,▲+4,Nuclear Energy,3.61,36.35,0.23
2026-03-12,12,▲+4,Semiconductors,5.34,34.36,0.13
2026-03-12,13,▼-8,Real Estate,1.33,12.28,0.12
2026-03-12,14,▼-1,Telecom,-0.91,13.06,-0.0
2026-03-12,15,▲+2,Software,-5.49,28.67,-0.04
2026-03-12,16,▲+5,Technology,-1.53,19.57,-0.12
2026-03-12,17,▲+6,Cryptocurrency,-9.6,51.53,-0.13
2026-03-12,18,▼-8,Pharmaceutical,2.61,16.19,-0.19
2026-03-12,19,▼-1,Healthcare,-0.18,16.69,-0.34
2026-03-12,20,▲+2,Cloud Computing,-6.27,27.92,-0.42
2026-03-12,21,▼-2,Electric Energy Infrastructure,-1.04,20.77,-0.46
2026-03-12,22,▼-11,Mortgage REITs,-0.85,13.02,-0.47
2026-03-12,23,▼-11,Consumer Staples,-0.58,17.85,-0.56
2026-03-12,24,▲+5,Internet,-8.65,22.53,-0.77
2026-03-12,25,▼-1,Consumer Discretionary,-11.25,34.38,-0.92
2026-03-12,26,─,Leisure & Entertainment,-18.7,51.61,-0.92
2026-03-12,27,▼-2,Medical Devices,-6.42,18.74,-0.98
2026-03-12,28,▼-1,Banks,-7.97,25.62,-1.1
2026-03-12,29,▼-1,Financials,-8.32,21.12,-1.2
