date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-09,1,▲+2,금융,27.67,35.4,1.65
2026-02-09,2,─,건설,34.69,37.54,1.35
2026-02-09,3,▲+2,IT,35.62,42.04,0.6
2026-02-09,4,▼-3,로봇,42.88,54.81,0.56
2026-02-09,5,▲+5,반도체,41.02,52.3,0.54
2026-02-09,6,▲+6,소비재,13.33,24.1,0.54
2026-02-09,7,▲+7,신재생에너지,28.91,48.58,0.32
2026-02-09,8,▲+1,AI,27.86,39.83,0.3
2026-02-09,9,▲+4,전력/인프라,33.8,50.64,0.17
2026-02-09,10,▼-6,자동차,28.91,45.39,0.08
2026-02-09,11,▲+4,플랫폼,11.37,27.12,-0.06
2026-02-09,12,▼-4,철강/금속,20.53,46.13,-0.13
2026-02-09,13,▲+9,부동산/리츠,4.08,7.8,-0.13
2026-02-09,14,▼-7,운송,8.86,20.74,-0.21
2026-02-09,15,▲+1,원자력,23.47,46.74,-0.26
2026-02-09,16,▼-5,2차전지,20.89,56.2,-0.28
2026-02-09,17,─,에너지/화학,13.2,37.19,-0.34
2026-02-09,18,▼-12,방산/우주항공,26.92,53.89,-0.38
2026-02-09,19,▼-1,금,21.28,56.86,-0.44
2026-02-09,20,▲+3,미디어/엔터,5.69,31.84,-0.45
2026-02-09,21,▼-2,바이오/헬스케어,8.8,43.8,-0.84
2026-02-09,22,▼-2,게임,1.42,32.29,-1.05
2026-02-09,23,▲+1,소프트웨어,0.02,31.0,-1.34
2026-02-09,24,▼-3,조선/해운,1.08,41.2,-1.54
