date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-05,1,▲+1,Energy,15.15,16.96,2.01
2026-03-05,2,▲+5,Real Estate,5.8,12.44,1.05
2026-03-05,3,▼-2,Utilities,7.84,15.83,1.02
2026-03-05,4,▲+2,Industrials,10.82,20.83,0.86
2026-03-05,5,▼-2,Materials,21.65,48.19,0.82
2026-03-05,6,▼-1,Silver Miners,30.62,68.13,0.66
2026-03-05,7,▲+3,Metals & Mining,18.98,47.73,0.38
2026-03-05,8,▲+5,Biotechnology,7.9,25.36,0.2
2026-03-05,9,▲+5,Semiconductors,10.12,33.77,0.18
2026-03-05,10,▲+1,Mortgage REITs,2.98,12.15,0.15
2026-03-05,11,▼-3,Pharmaceutical,6.21,16.92,0.06
2026-03-05,12,▲+3,Nuclear Energy,6.81,39.91,-0.02
2026-03-05,13,▲+3,Uranium,10.69,58.07,-0.12
2026-03-05,14,▼-5,Electric Energy Infrastructure,3.65,22.15,-0.14
2026-03-05,15,▲+7,Telecom,1.35,13.32,-0.18
2026-03-05,16,▼-12,Consumer Staples,3.5,18.04,-0.2
2026-03-05,17,▲+6,Technology,0.89,21.19,-0.25
2026-03-05,18,▼-6,Healthcare,2.85,16.36,-0.26
2026-03-05,19,▼-2,Clean Energy,4.97,36.06,-0.3
2026-03-05,20,▲+8,Software,-3.32,31.0,-0.42
2026-03-05,21,▲+6,Cryptocurrency,-5.68,57.45,-0.44
2026-03-05,22,▲+4,Cloud Computing,-2.57,29.56,-0.5
2026-03-05,23,▼-3,Leisure & Entertainment,-8.99,52.73,-0.71
2026-03-05,24,▲+1,Consumer Discretionary,-3.15,34.27,-0.73
2026-03-05,25,▼-7,Automotive,-4.8,70.43,-0.74
2026-03-05,26,▼-7,Medical Devices,-1.77,17.93,-0.76
2026-03-05,27,▼-6,Banks,-3.21,26.24,-1.16
2026-03-05,28,▼-4,Financials,-3.73,22.15,-1.17
2026-03-05,29,─,Internet,-9.57,23.57,-1.64
