date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-09,1,▲+11,방산/우주항공,34.21,48.29,0.98
2026-01-09,2,▼-1,IT,27.16,31.37,0.86
2026-01-09,3,▼-1,자동차,23.64,30.6,0.71
2026-01-09,4,▲+3,금융,3.99,25.12,0.63
2026-01-09,5,─,AI,18.76,28.44,0.54
2026-01-09,6,▼-3,전력/인프라,27.69,39.11,0.44
2026-01-09,7,▼-1,반도체,24.42,40.75,0.42
2026-01-09,8,▼-4,로봇,17.73,37.67,0.15
2026-01-09,9,▲+4,바이오/헬스케어,13.5,26.83,0.14
2026-01-09,10,▲+10,운송,5.5,19.9,0.11
2026-01-09,11,─,부동산/리츠,3.72,9.17,0.1
2026-01-09,12,▼-2,원자력,17.75,38.12,0.03
2026-01-09,13,▲+5,조선/해운,15.35,40.01,0.02
2026-01-09,14,▼-6,금,7.93,23.91,-0.16
2026-01-09,15,▲+4,플랫폼,0.25,14.36,-0.31
2026-01-09,16,─,건설,2.97,30.92,-0.34
2026-01-09,17,▼-2,신재생에너지,5.95,32.91,-0.49
2026-01-09,18,▼-9,미디어/엔터,-0.47,30.98,-0.52
2026-01-09,19,▼-2,소프트웨어,-0.64,24.76,-0.61
2026-01-09,20,▼-6,철강/금속,-4.18,38.06,-0.88
2026-01-09,21,▲+2,에너지/화학,-0.99,31.43,-0.89
2026-01-09,22,─,소비재,-3.04,19.18,-0.93
2026-01-09,23,▼-2,2차전지,0.69,40.67,-1.01
2026-01-09,24,─,게임,-6.9,22.24,-1.13
