date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-03,1,▲+5,Energy,13.71,17.65,1.4
2026-02-03,2,▲+7,Consumer Staples,9.26,14.38,1.09
2026-02-03,3,▼-1,Materials,26.62,43.9,0.98
2026-02-03,4,▼-3,Silver Miners,42.39,65.46,0.92
2026-02-03,5,▼-2,Metals & Mining,27.45,43.96,0.82
2026-02-03,6,▲+4,Pharmaceutical,10.78,15.75,0.77
2026-02-03,7,▲+5,Biotechnology,16.05,26.38,0.72
2026-02-03,8,▼-4,Uranium,31.27,57.13,0.71
2026-02-03,9,▲+2,Industrials,9.16,18.63,0.55
2026-02-03,10,▼-3,Clean Energy,13.55,30.94,0.4
2026-02-03,11,▲+4,Utilities,4.92,14.21,0.38
2026-02-03,12,▲+5,Banks,9.0,23.3,0.36
2026-02-03,13,▼-8,Semiconductors,13.37,30.61,0.33
2026-02-03,14,▼-1,Electric Energy Infrastructure,6.02,18.69,0.32
2026-02-03,15,▼-7,Nuclear Energy,11.39,36.46,0.14
2026-02-03,16,▲+3,Telecom,4.17,15.14,0.04
2026-02-03,17,▼-1,Healthcare,5.59,15.95,-0.04
2026-02-03,18,▼-4,Mortgage REITs,3.17,15.54,-0.05
2026-02-03,19,▲+3,Real Estate,1.2,12.94,-0.3
2026-02-03,20,▲+1,Consumer Discretionary,0.47,37.2,-0.48
2026-02-03,21,▼-1,Financials,2.07,16.19,-0.48
2026-02-03,22,▲+3,Automotive,-7.95,77.78,-0.59
2026-02-03,23,▼-5,Technology,-0.62,18.4,-0.7
2026-02-03,24,▲+4,Leisure & Entertainment,-5.94,39.77,-0.83
2026-02-03,25,▲+2,Internet,-6.05,22.95,-1.23
2026-02-03,26,▼-2,Cloud Computing,-7.56,25.36,-1.35
2026-02-03,27,▼-1,Medical Devices,-2.74,15.91,-1.38
2026-02-03,28,▼-5,Cryptocurrency,-17.16,43.17,-1.46
2026-02-03,29,─,Software,-14.62,23.6,-2.0
