date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-09,1,▲+3,금융,17.91,57.07,1.39
2026-03-09,2,▲+7,반도체,39.98,83.43,0.74
2026-03-09,3,▲+15,방산/우주항공,34.16,86.53,0.7
2026-03-09,4,▼-3,건설,24.77,67.87,0.62
2026-03-09,5,▼-3,IT,27.19,71.12,0.35
2026-03-09,6,▲+4,신재생에너지,22.07,77.96,0.32
2026-03-09,7,▼-2,전력/인프라,27.13,75.42,0.32
2026-03-09,8,▼-1,원자력,24.09,78.92,0.31
2026-03-09,9,▲+12,금,15.62,35.63,0.09
2026-03-09,10,▼-2,AI,18.0,66.91,0.04
2026-03-09,11,▼-8,자동차,16.59,76.33,-0.01
2026-03-09,12,▼-1,에너지/화학,9.83,64.91,-0.06
2026-03-09,13,▲+2,철강/금속,7.13,68.36,-0.38
2026-03-09,14,▲+3,2차전지,9.47,82.51,-0.39
2026-03-09,15,▲+4,조선/해운,1.39,64.36,-0.46
2026-03-09,16,▼-10,운송,1.12,46.87,-0.47
2026-03-09,17,▼-1,로봇,10.77,78.85,-0.57
2026-03-09,18,▲+2,바이오/헬스케어,-0.22,66.64,-0.63
2026-03-09,19,▼-6,플랫폼,-1.32,48.75,-0.66
2026-03-09,20,▼-6,부동산/리츠,-0.86,18.92,-0.76
2026-03-09,21,▲+3,게임,-4.19,43.79,-0.78
2026-03-09,22,▼-10,소비재,-4.48,46.71,-0.92
2026-03-09,23,─,미디어/엔터,-7.38,49.02,-1.05
2026-03-09,24,▼-2,소프트웨어,-9.16,53.34,-1.2
