date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-14,1,─,건설,62.43,80.43,1.55
2026-04-14,2,─,금융,20.82,48.7,1.4
2026-04-14,3,─,부동산/리츠,6.76,11.84,1.29
2026-04-14,4,▲+1,전력/인프라,39.52,70.26,0.75
2026-04-14,5,▲+1,원자력,34.58,73.15,0.44
2026-04-14,6,▲+2,IT,27.24,64.05,0.36
2026-04-14,7,─,2차전지,16.19,56.04,0.23
2026-04-14,8,▲+1,반도체,26.95,70.75,0.2
2026-04-14,9,▼-5,신재생에너지,23.69,58.55,0.19
2026-04-14,10,─,방산/우주항공,20.89,70.8,0.16
2026-04-14,11,▲+1,철강/금속,13.07,55.89,0.08
2026-04-14,12,▲+2,AI,16.58,58.78,-0.03
2026-04-14,13,▲+2,소비재,5.9,39.5,-0.12
2026-04-14,14,▼-1,에너지/화학,9.56,50.62,-0.15
2026-04-14,15,▼-4,자동차,15.03,59.41,-0.18
2026-04-14,16,─,운송,3.0,39.98,-0.47
2026-04-14,17,─,게임,-0.34,45.15,-0.56
2026-04-14,18,▲+3,플랫폼,1.42,42.11,-0.58
2026-04-14,19,▼-1,금,0.8,42.17,-0.62
2026-04-14,20,─,로봇,2.63,64.66,-0.69
2026-04-14,21,▼-2,조선/해운,-4.45,53.14,-0.89
2026-04-14,22,─,바이오/헬스케어,-1.96,53.84,-0.89
2026-04-14,23,─,소프트웨어,-7.26,46.74,-1.03
2026-04-14,24,─,미디어/엔터,-13.96,44.64,-1.53
