date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-05,1,▲+2,건설,36.9,36.68,1.48
2026-02-05,2,▲+4,금융,26.1,33.77,1.27
2026-02-05,3,▲+2,로봇,49.25,51.77,0.84
2026-02-05,4,▲+16,소비재,13.4,20.87,0.61
2026-02-05,5,▼-3,IT,36.6,38.8,0.58
2026-02-05,6,▲+1,자동차,35.65,45.56,0.38
2026-02-05,7,▲+2,철강/금속,29.88,47.34,0.3
2026-02-05,8,─,반도체,40.13,50.53,0.3
2026-02-05,9,▲+4,운송,13.31,21.86,0.26
2026-02-05,10,▲+4,2차전지,32.92,54.46,0.25
2026-02-05,11,▼-7,AI,28.44,36.92,0.25
2026-02-05,12,─,신재생에너지,26.98,46.44,0.13
2026-02-05,13,▲+4,플랫폼,13.53,24.75,0.07
2026-02-05,14,▼-3,전력/인프라,33.6,46.9,0.04
2026-02-05,15,─,에너지/화학,16.98,36.45,-0.16
2026-02-05,16,─,원자력,24.61,42.98,-0.2
2026-02-05,17,▼-7,방산/우주항공,30.18,51.1,-0.22
2026-02-05,18,▼-17,금,24.9,55.8,-0.44
2026-02-05,19,▲+5,미디어/엔터,6.39,30.79,-0.54
2026-02-05,20,▼-2,부동산/리츠,3.51,7.88,-0.71
2026-02-05,21,▼-2,바이오/헬스케어,12.58,42.24,-0.86
2026-02-05,22,─,게임,3.24,32.7,-1.05
2026-02-05,23,─,소프트웨어,4.35,30.14,-1.07
2026-02-05,24,▼-3,조선/해운,6.82,39.43,-1.25
