date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-22,1,─,IT,34.93,27.08,1.3
2026-01-22,2,▲+1,자동차,49.43,41.62,1.2
2026-01-22,3,▲+5,로봇,52.65,46.71,1.02
2026-01-22,4,─,AI,24.61,25.18,0.82
2026-01-22,5,▲+6,건설,24.91,31.01,0.67
2026-01-22,6,▲+3,운송,15.84,21.49,0.52
2026-01-22,7,▼-5,방산/우주항공,34.94,48.17,0.47
2026-01-22,8,▼-3,전력/인프라,32.39,36.82,0.46
2026-01-22,9,▼-2,금융,8.64,22.91,0.41
2026-01-22,10,▲+5,금,20.76,23.11,0.34
2026-01-22,11,▼-5,반도체,28.49,36.84,0.32
2026-01-22,12,─,부동산/리츠,5.06,7.52,0.23
2026-01-22,13,▼-3,원자력,26.13,36.99,0.2
2026-01-22,14,▼-1,신재생에너지,14.61,33.71,-0.08
2026-01-22,15,▲+1,철강/금속,17.0,39.68,-0.11
2026-01-22,16,▲+5,2차전지,15.58,47.31,-0.41
2026-01-22,17,▲+2,에너지/화학,8.85,32.04,-0.46
2026-01-22,18,▲+6,소비재,5.51,20.78,-0.46
2026-01-22,19,▼-5,조선/해운,9.22,39.99,-0.63
2026-01-22,20,─,소프트웨어,2.61,26.06,-0.77
2026-01-22,21,▼-3,바이오/헬스케어,3.35,31.27,-0.93
2026-01-22,22,▼-5,플랫폼,0.3,16.25,-0.93
2026-01-22,23,▼-1,미디어/엔터,-1.39,30.59,-0.99
2026-01-22,24,▼-1,게임,-2.6,25.87,-1.1
