구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),수급빈집,우선순위(%),패턴,상태,손절가,익절가,손익률(%),보유일수
오늘신호,298020.KS,효성티앤씨,2026-04-07,2026-05-26,386227.27272727294,409000.0,,66.62,0.284,24.1,Inv H&S,,383042.04376470175,557495.3339827526,5.9,
오늘신호,052690.KS,한전기술,2026-04-08,2026-05-27,167000.0,172800.0,,66.44,-0.4321,18.47,Rect Bottom,,161635.32396224778,235250.77829601872,3.47,
오늘신호,009150.KS,삼성전기,2026-04-08,2026-05-27,466500.0,514000.0,,282.81,-0.8704,11.64,Rect Bottom,,480790.2576191861,699762.1530332963,10.18,
오늘신호,011070.KS,LG이노텍,2026-04-08,2026-05-27,345000.0,347000.0,,134.78,-0.5247,7.19,Rect Bottom,,324580.19337326376,472407.52354582463,0.58,
오늘신호,003470.KS,유안타증권,2026-04-08,2026-05-27,4710.0,4885.0,,33.11,0.8086,3.17,Inv H&S,,4569.378226594794,6650.463263750297,3.72,
오늘신호,001720.KS,신영증권,2026-04-08,2026-05-27,182375.0,208500.0,,77.9,-0.1728,-7.39,Inv H&S,,195028.73290583715,283852.935617592,14.32,
오늘신호,034020.KS,두산에너빌리티,2026-04-08,2026-05-27,100350.0,101200.0,,53.8,-0.9383,-10.41,Inv H&S,,94661.4281538164,137774.1826594739,0.85,
오늘신호,017670.KS,SK텔레콤,2026-04-08,2026-05-27,82300.0,89000.0,,60.77,-0.7099,-12.93,Rect Bottom,,83249.67495740771,121165.04206218556,8.14,
매수,089970.KS,브이엠,2026-03-18,2026-05-06,43400.0,43500.0,,299.82,0.7346,68.29,Rect Bottom,,42092.53228183536,61263.22351458821,0.23,
매수,131290.KS,티에스이,2026-03-17,2026-05-05,113411.05078125,114900.0,,195.53,0.5062,62.87,Inv H&S,,110282.43457840863,160509.6456082211,1.31,
매수,093370.KS,후성,2026-04-03,2026-05-22,8500.0,9710.0,,103.35,0.6296,52.08,Rect Bottom,,9709.344113010022,14131.383557365012,14.24,
매수,222800.KS,심텍,2026-03-19,2026-05-07,59400.0,68000.0,,205.55,0.1049,45.81,Inv H&S,,56778.149100164585,82637.28149634454,14.48,
