date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-24,1,─,금융,43.15,43.07,1.6
2026-02-24,2,─,건설,42.91,36.89,1.26
2026-02-24,3,─,IT,50.33,41.7,1.03
2026-02-24,4,▲+5,전력/인프라,55.59,50.78,0.86
2026-02-24,5,▲+3,운송,20.87,23.56,0.65
2026-02-24,6,▼-1,AI,39.15,38.95,0.56
2026-02-24,7,▼-1,반도체,51.26,52.97,0.55
2026-02-24,8,▲+3,원자력,44.99,48.5,0.45
2026-02-24,9,▲+1,신재생에너지,39.62,50.87,0.26
2026-02-24,10,▼-6,소비재,15.74,26.47,0.14
2026-02-24,11,▼-4,플랫폼,16.19,25.62,0.12
2026-02-24,12,─,자동차,38.83,38.64,0.12
2026-02-24,13,▲+2,에너지/화학,25.94,38.4,0.0
2026-02-24,14,▲+2,2차전지,29.36,53.28,-0.38
2026-02-24,15,▲+2,철강/금속,25.06,44.02,-0.5
2026-02-24,16,▼-2,로봇,36.65,45.68,-0.52
2026-02-24,17,▼-4,부동산/리츠,4.35,7.95,-0.52
2026-02-24,18,▲+1,방산/우주항공,30.65,54.17,-0.66
2026-02-24,19,▲+2,바이오/헬스케어,17.0,42.03,-0.71
2026-02-24,20,▼-2,미디어/엔터,7.86,32.97,-0.89
2026-02-24,21,▼-1,금,19.45,56.46,-1.08
2026-02-24,22,─,게임,5.26,31.85,-1.09
2026-02-24,23,▲+1,조선/해운,11.49,41.82,-1.24
2026-02-24,24,▼-1,소프트웨어,3.67,28.41,-1.51
