date,rank,change,category,momentum_score,volatility_score,composite_score
2026-03-30,1,─,Energy,18.68,15.58,3.19
2026-03-30,2,─,Automotive,26.5,72.7,1.7
2026-03-30,3,▲+4,Biotechnology,0.4,29.22,0.59
2026-03-30,4,▲+1,Utilities,0.24,17.25,0.58
2026-03-30,5,▲+3,Materials,-1.9,45.04,0.56
2026-03-30,6,▼-2,Clean Energy,-1.79,35.64,0.54
2026-03-30,7,▼-4,Semiconductors,-2.48,36.01,0.34
2026-03-30,8,▼-2,Metals & Mining,-2.03,46.62,0.28
2026-03-30,9,▲+11,Pharmaceutical,-1.07,16.66,0.15
2026-03-30,10,─,Uranium,-8.8,53.18,0.05
2026-03-30,11,▲+1,Electric Energy Infrastructure,-4.4,23.21,0.02
2026-03-30,12,▲+6,Silver Miners,-7.68,62.53,-0.02
2026-03-30,13,▲+1,Cryptocurrency,-18.42,50.27,-0.08
2026-03-30,14,▼-1,Nuclear Energy,-8.4,37.07,-0.08
2026-03-30,15,▲+9,Consumer Staples,-2.77,18.34,-0.16
2026-03-30,16,▲+1,Banks,-4.57,19.6,-0.19
2026-03-30,17,▼-2,Cloud Computing,-11.5,28.49,-0.27
2026-03-30,18,▲+3,Mortgage REITs,-5.08,18.08,-0.29
2026-03-30,19,▼-8,Software,-12.68,27.51,-0.34
2026-03-30,20,▲+7,Healthcare,-4.93,17.61,-0.37
2026-03-30,21,▼-5,Leisure & Entertainment,-21.19,51.0,-0.38
2026-03-30,22,▼-3,Technology,-8.86,21.56,-0.44
2026-03-30,23,▼-1,Real Estate,-4.38,14.57,-0.45
2026-03-30,24,▲+1,Consumer Discretionary,-16.16,38.09,-0.45
2026-03-30,25,▲+1,Financials,-7.75,17.82,-0.54
2026-03-30,26,▼-17,Industrials,-6.63,20.65,-0.58
2026-03-30,27,▲+1,Internet,-13.8,25.36,-0.59
2026-03-30,28,▼-5,Telecom,-8.5,16.27,-0.88
2026-03-30,29,─,Medical Devices,-11.33,19.41,-1.05
