date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-10,1,▲+2,Banks,7.8,21.27,1.47
2026-04-10,2,▲+4,Semiconductors,17.97,40.01,1.33
2026-04-10,3,▼-1,Automotive,30.78,79.71,1.09
2026-04-10,4,─,Utilities,7.17,18.38,0.97
2026-04-10,5,▼-4,Energy,10.66,19.07,0.88
2026-04-10,6,▲+4,Financials,3.37,19.87,0.69
2026-04-10,7,▲+2,Electric Energy Infrastructure,5.87,26.1,0.55
2026-04-10,8,▼-1,Materials,9.71,47.21,0.52
2026-04-10,9,▼-4,Biotechnology,7.84,33.98,0.47
2026-04-10,10,▲+2,Real Estate,3.34,16.33,0.36
2026-04-10,11,▲+3,Mortgage REITs,3.02,19.96,0.32
2026-04-10,12,▲+1,Metals & Mining,6.42,44.39,0.14
2026-04-10,13,▲+6,Industrials,3.48,25.11,0.1
2026-04-10,14,▲+7,Technology,1.58,24.82,0.07
2026-04-10,15,▼-4,Pharmaceutical,3.38,18.57,0.05
2026-04-10,16,▼-8,Clean Energy,3.39,37.1,0.02
2026-04-10,17,▲+1,Leisure & Entertainment,-2.22,58.51,0.01
2026-04-10,18,▼-3,Consumer Staples,2.59,19.98,-0.1
2026-04-10,19,▼-2,Silver Miners,6.61,64.65,-0.12
2026-04-10,20,▼-4,Uranium,1.23,54.99,-0.22
2026-04-10,21,▲+4,Telecom,0.18,19.74,-0.26
2026-04-10,22,▼-2,Nuclear Energy,-0.74,39.16,-0.27
2026-04-10,23,▲+1,Healthcare,-0.24,18.87,-0.5
2026-04-10,24,▼-2,Cryptocurrency,-10.59,48.28,-0.6
2026-04-10,25,▲+2,Consumer Discretionary,-11.88,42.61,-0.86
2026-04-10,26,▼-3,Cloud Computing,-7.18,32.44,-1.01
2026-04-10,27,▲+1,Internet,-8.94,26.4,-1.23
2026-04-10,28,▲+1,Medical Devices,-5.76,19.5,-1.27
2026-04-10,29,▼-3,Software,-15.6,32.63,-2.02
