구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),수급빈집,우선순위(%),패턴,상태,손절가,익절가,손익률(%),보유일수
오늘신호,007660.KS,이수페타시스,2026-04-20,2026-08-07,127600.0,133300.0,,126.7,0.9068,66.14,Rect Bottom,,123716.02754286518,152017.07849323718,4.47,
매수,007660.KS,이수페타시스,2026-04-20,2026-08-07,127600.0,133300.0,,126.7,0.9068,66.14,Rect Bottom,,123716.02754286518,152017.07849323718,4.47,
매수,100840.KS,SNT에너지,2026-04-03,2026-07-21,51000.0,54800.0,,54.14,0.6102,49.82,Rect Bottom,,50024.71031178119,61468.271048653296,7.45,
매수,365550.KS,ESR켄달스퀘어리츠,2026-04-02,2026-07-20,4485.0,4510.0,,6.15,0.6441,46.87,Triple Bottom,,4176.4600445828455,5131.859363987752,0.56,
매수,307950.KS,현대오토에버,2026-04-16,2026-08-03,415500.0,423000.0,,154.67,-0.4153,45.18,Triple Bottom,,410685.23771731317,504632.8374587956,1.81,
매수,017960.KS,한국카본,2026-04-13,2026-07-31,47800.0,50700.0,,120.78,0.161,41.13,Rect Bottom,,47054.78316896673,57818.948834262,6.07,
매수,248070.KS,솔루엠,2026-04-15,2026-08-02,19510.0,19400.0,,11.43,0.7881,41.0,Triple Bottom,,18255.770905987683,22431.92748658646,-0.56,
매수,052690.KS,한전기술,2026-04-08,2026-07-26,167000.0,179000.0,,98.17,-0.2712,34.33,Rect Bottom,,158519.86124772223,194782.57319313512,7.19,
매수,079900.KS,전진건설로봇,2026-04-08,2026-07-26,61080.90625,66600.0,,35.83,0.7373,31.83,Rect Bottom,,63482.19267765925,78004.26233261383,9.04,
매수,051600.KS,한전KPS,2026-04-14,2026-08-01,57266.666666666744,59800.0,,7.36,0.1356,22.49,Inv H&S,,55222.08281170652,67854.58492383805,4.42,
매수,005690.KS,파미셀,2026-04-16,2026-08-03,19204.677734375,19190.0,,49.03,0.6017,21.58,Triple Bottom,,17977.340236348828,22089.80352898728,-0.08,
매수,025540.KS,한국단자,2026-04-08,2026-07-26,75180.0,84600.0,,35.02,0.8644,20.08,Inv H&S,,69978.9083025659,85987.15467659477,12.53,
매수,066575.KS,LG전자우,2026-04-16,2026-08-03,51280.0,53600.0,,42.33,0.7966,15.6,Inv H&S,,50395.951204633006,61924.4363254522,4.52,
매수,017800.KS,현대엘리베이터,2026-04-17,2026-08-04,100500.0,102200.0,,35.48,-0.0678,15.31,Triple Bottom,,93367.08455222983,114725.56711492619,1.69,
매수,006260.KS,LS,2026-04-10,2026-07-28,291500.0,332000.0,,76.13,-0.3983,14.98,Rect Bottom,,266829.39173723734,327868.7926992175,13.89,
매수,373220.KS,LG에너지솔루션,2026-04-17,2026-08-04,410000.0,429000.0,,36.19,-0.8475,11.78,Inv H&S,,389338.8863783342,478403.3340428582,4.63,
매수,001720.KS,신영증권,2026-04-08,2026-07-26,182375.0,204000.0,,25.46,0.0254,11.49,Inv H&S,,190260.95758655187,233784.70435944202,11.86,
매수,007070.KS,GS리테일,2026-04-16,2026-08-03,22900.0,23600.0,,38.95,0.3559,3.78,Rect Bottom,,21949.617789863176,26970.77199073563,3.06,
매수,034020.KS,두산에너빌리티,2026-04-15,2026-08-02,103500.0,111000.0,,75.91,-0.822,3.14,Rect Bottom,,100049.42062356239,122936.54209730659,7.25,
