date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-20,1,▲+1,Energy,15.04,18.52,1.39
2026-02-20,2,▲+1,Utilities,11.24,14.96,1.33
2026-02-20,3,▼-2,Consumer Staples,10.65,14.56,1.11
2026-02-20,4,▲+7,Industrials,12.72,18.96,0.93
2026-02-20,5,▲+1,Electric Energy Infrastructure,11.3,19.91,0.78
2026-02-20,6,▲+3,Real Estate,6.32,13.61,0.63
2026-02-20,7,▼-3,Pharmaceutical,9.83,16.97,0.6
2026-02-20,8,─,Semiconductors,18.56,33.71,0.52
2026-02-20,9,▼-4,Materials,23.06,52.74,0.52
2026-02-20,10,─,Banks,8.17,18.49,0.45
2026-02-20,11,▼-4,Silver Miners,34.39,76.33,0.37
2026-02-20,12,▲+1,Mortgage REITs,4.0,14.69,0.16
2026-02-20,13,▲+3,Clean Energy,10.31,36.82,-0.0
2026-02-20,14,▲+3,Uranium,18.02,66.07,-0.03
2026-02-20,15,▲+3,Nuclear Energy,10.45,42.83,-0.05
2026-02-20,16,▼-1,Biotechnology,8.01,26.12,-0.16
2026-02-20,17,▼-5,Metals & Mining,12.55,50.59,-0.18
2026-02-20,18,▼-4,Healthcare,3.92,15.37,-0.24
2026-02-20,19,▲+3,Automotive,-2.71,72.59,-0.31
2026-02-20,20,─,Financials,2.53,17.32,-0.33
2026-02-20,21,▼-2,Telecom,1.47,15.44,-0.44
2026-02-20,22,▲+2,Leisure & Entertainment,-3.74,47.03,-0.48
2026-02-20,23,▼-2,Technology,0.32,21.32,-0.63
2026-02-20,24,▲+2,Medical Devices,-1.35,17.78,-0.8
2026-02-20,25,▼-2,Consumer Discretionary,-2.42,33.83,-1.02
2026-02-20,26,▼-1,Cloud Computing,-5.31,29.32,-1.03
2026-02-20,27,▲+1,Cryptocurrency,-20.16,60.07,-1.39
2026-02-20,28,▲+1,Internet,-9.38,22.84,-1.63
2026-02-20,29,▼-2,Software,-14.04,30.03,-1.67
