티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,284500.0,286541.66666666674,2026-01-29,2026-02-28,633.25,Inv H&S,,0.0,239760.00000000003,
010170.KS,대한광통신,3450.0,3330.0,2026-01-29,2026-02-28,473.09,Rect Bottom,,0.0,3167.1000000000004,
174900.KS,앱클론,59100.0,57600.0,2026-01-23,2026-02-22,396.64,Rect Bottom,,0.0,52488.0,
353200.KS,대덕전자,57500.0,52900.0,2026-01-28,2026-02-27,293.57,Rect Bottom,,0.0,45765.0,
397030.KS,에이프릴바이오,65400.0,57300.0,2026-01-28,2026-02-27,293.27,Rect Bottom,,0.0,46251.0,
445680.KS,큐리옥스바이오시스템즈,112500.0,124500.0,2026-02-03,2026-03-05,284.62,Rect Bottom,,0.0,99792.0,
084370.KS,유진테크,112000.0,111000.0,2026-02-13,2026-03-15,254.99,Rect Bottom,,0.0,90720.0,
056080.KS,유진로봇,37750.0,36200.0,2026-02-09,2026-03-11,238.87,Rect Bottom,,0.0,35640.0,
005930.KS,삼성전자,181200.0,169100.0,2026-02-12,2026-03-14,236.41,Rect Bottom,,0.0,145395.0,
195870.KS,해성디에스,58200.0,58500.0,2026-01-26,2026-02-25,223.33,Rect Bottom,,0.0,46818.0,
356860.KS,티엘비,55500.0,61700.0,2026-02-03,2026-03-05,222.31,Triple Bottom,,0.0,49977.0,
097230.KS,HJ중공업,23950.0,26950.0,2026-01-27,2026-02-26,220.19,Rect Bottom,,0.0,22153.5,
067310.KS,하나마이크론,33100.0,28900.0,2026-01-27,2026-02-26,219.81,Rect Bottom,,0.0,27621.0,
004800.KS,효성,161900.0,157800.0,2026-02-13,2026-03-15,194.9,Rect Bottom,,0.0,131139.0,
115180.KS,큐리언트,34500.0,31450.0,2026-01-28,2026-02-27,194.87,Rect Bottom,,0.0,28107.000000000004,
099440.KS,스맥,6750.0,7070.0,2026-01-21,2026-02-20,194.76,Rect Bottom,,0.0,5985.900000000001,
005935.KS,삼성전자우,127600.0,120600.0,2026-02-12,2026-03-14,185.94,Rect Bottom,,0.0,98820.0,
222800.KS,심텍,50600.0,57500.0,2026-01-28,2026-02-27,181.27,Triple Bottom,,0.0,50220.0,
089970.KS,브이엠,34050.0,29950.0,2026-01-29,2026-02-28,170.02,Rect Bottom,,0.0,23652.0,
078350.KS,한양디지텍,24650.0,25750.0,2026-01-27,2026-02-26,169.99,Triple Bottom,,0.0,21708.0,
170920.KS,엘티씨,26600.0,23600.0,2026-01-21,2026-02-20,166.53,Rect Bottom,,0.0,19318.5,
002020.KS,코오롱,63600.0,55700.0,2026-01-29,2026-02-28,166.11,Rect Bottom,,0.0,46899.0,
009150.KS,삼성전기,309500.0,307500.0,2026-02-11,2026-03-13,162.91,Triple Bottom,,0.0,255960.00000000003,
338840.KS,와이바이오로직스,24500.0,24100.0,2026-02-12,2026-03-14,158.44,Inv H&S,,0.0,19561.5,
034730.KS,SK,349500.0,333500.0,2026-02-11,2026-03-13,156.05,Rect Bottom,,0.0,278235.0,
034020.KS,두산에너빌리티,96700.0,96500.0,2026-02-13,2026-03-15,152.81,Rect Bottom,,0.0,78327.0,
078160.KS,메디포스트,22150.0,20100.0,2026-01-27,2026-02-26,150.0,Rect Bottom,,0.0,18022.5,
042700.KS,한미반도체,202500.0,186500.0,2026-01-29,2026-02-28,149.38,Rect Bottom,,0.0,161919.0,
267260.KS,HD현대일렉트릭,949000.0,922000.0,2026-02-04,2026-03-06,147.79,Rect Bottom,,0.0,724140.0,
064260.KS,다날,8440.0,7550.0,2026-01-23,2026-02-22,146.78,Rect Bottom,,0.0,8221.5,
