date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-12,1,▲+1,금융,37.19,35.78,2.02
2026-02-12,2,▼-1,건설,35.01,36.49,0.93
2026-02-12,3,▲+2,IT,40.21,41.57,0.57
2026-02-12,4,─,소비재,16.61,27.01,0.42
2026-02-12,5,▲+4,운송,16.7,23.94,0.33
2026-02-12,6,▲+6,AI,31.91,39.41,0.32
2026-02-12,7,▲+1,반도체,43.14,53.29,0.29
2026-02-12,8,▼-2,자동차,37.01,45.69,0.27
2026-02-12,9,▼-6,로봇,44.01,52.97,0.26
2026-02-12,10,─,신재생에너지,32.18,47.97,0.2
2026-02-12,11,▲+3,플랫폼,16.08,27.59,0.2
2026-02-12,12,▲+1,전력/인프라,39.39,49.99,0.13
2026-02-12,13,▲+3,원자력,33.35,48.22,-0.01
2026-02-12,14,▼-3,2차전지,28.47,54.77,-0.04
2026-02-12,15,─,에너지/화학,19.63,36.46,-0.06
2026-02-12,16,▼-9,철강/금속,23.78,43.94,-0.22
2026-02-12,17,▲+3,부동산/리츠,4.7,7.85,-0.26
2026-02-12,18,▲+1,미디어/엔터,9.2,34.05,-0.43
2026-02-12,19,▼-1,금,22.58,56.44,-0.57
2026-02-12,20,▼-3,방산/우주항공,25.63,52.93,-0.69
2026-02-12,21,▲+1,게임,5.57,31.79,-0.79
2026-02-12,22,▼-1,바이오/헬스케어,11.01,44.13,-0.89
2026-02-12,23,─,소프트웨어,5.65,30.29,-0.93
2026-02-12,24,─,조선/해운,2.38,38.43,-1.62
