date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-06,1,▲+4,금융,21.14,34.65,1.6
2026-02-06,2,▲+4,건설,29.01,37.13,1.29
2026-02-06,3,─,로봇,39.51,55.44,0.76
2026-02-06,4,─,반도체,34.52,52.38,0.49
2026-02-06,5,▼-4,IT,28.36,42.49,0.4
2026-02-06,6,▲+10,소비재,8.81,22.22,0.39
2026-02-06,7,─,자동차,27.13,48.4,0.3
2026-02-06,8,▲+5,신재생에너지,21.39,47.9,0.22
2026-02-06,9,▲+2,철강/금속,19.94,49.1,0.15
2026-02-06,10,▼-8,AI,20.95,39.8,0.13
2026-02-06,11,▲+4,2차전지,20.12,58.0,-0.0
2026-02-06,12,▲+6,플랫폼,8.66,25.61,-0.02
2026-02-06,13,▼-3,전력/인프라,24.3,50.7,-0.08
2026-02-06,14,▼-2,운송,7.28,22.11,-0.15
2026-02-06,15,▲+5,부동산/리츠,3.42,7.82,-0.17
2026-02-06,16,▲+1,에너지/화학,9.76,37.61,-0.29
2026-02-06,17,▼-9,방산/우주항공,20.84,54.52,-0.33
2026-02-06,18,▼-9,금,16.29,57.6,-0.4
2026-02-06,19,▼-5,원자력,15.51,46.12,-0.43
2026-02-06,20,▲+1,미디어/엔터,1.24,31.51,-0.6
2026-02-06,21,▼-2,게임,0.12,32.77,-0.81
2026-02-06,22,▲+1,바이오/헬스케어,4.74,43.8,-0.88
2026-02-06,23,▲+1,소프트웨어,-2.36,33.01,-1.23
2026-02-06,24,▼-2,조선/해운,-1.08,42.11,-1.41
