date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-13,1,▲+5,방산/우주항공,39.05,48.01,1.07
2026-01-13,2,▼-1,IT,28.8,30.92,0.88
2026-01-13,3,▲+8,자동차,29.07,34.21,0.84
2026-01-13,4,▲+1,금융,4.89,23.58,0.59
2026-01-13,5,▼-2,AI,20.23,28.15,0.56
2026-01-13,6,▼-2,전력/인프라,30.61,39.4,0.48
2026-01-13,7,▼-5,반도체,27.25,40.63,0.47
2026-01-13,8,▲+14,운송,8.75,21.32,0.24
2026-01-13,9,▼-2,로봇,22.12,38.22,0.21
2026-01-13,10,─,원자력,21.89,39.28,0.12
2026-01-13,11,▲+4,조선/해운,18.49,41.02,0.05
2026-01-13,12,▼-3,금,12.12,24.82,-0.0
2026-01-13,13,▼-5,부동산/리츠,3.49,9.06,-0.06
2026-01-13,14,▼-2,바이오/헬스케어,10.79,27.2,-0.17
2026-01-13,15,▼-1,건설,6.48,33.01,-0.32
2026-01-13,16,─,플랫폼,0.93,14.21,-0.41
2026-01-13,17,▼-4,신재생에너지,8.61,33.67,-0.44
2026-01-13,18,─,소프트웨어,2.63,25.45,-0.46
2026-01-13,19,▼-2,미디어/엔터,0.48,30.73,-0.64
2026-01-13,20,▼-1,철강/금속,2.26,39.87,-0.64
2026-01-13,21,─,에너지/화학,1.18,32.65,-0.82
2026-01-13,22,▲+2,게임,-3.29,22.76,-0.89
2026-01-13,23,▼-3,2차전지,2.52,41.65,-0.9
2026-01-13,24,▼-1,소비재,-3.46,18.42,-1.19
