date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-13,1,─,금융,43.0,37.54,2.17
2026-02-13,2,─,건설,34.43,36.25,0.88
2026-02-13,3,▲+1,IT,41.03,42.04,0.66
2026-02-13,4,▼-1,소비재,16.47,26.63,0.5
2026-02-13,5,▲+2,AI,31.8,39.68,0.36
2026-02-13,6,─,반도체,43.51,53.81,0.36
2026-02-13,7,▲+1,플랫폼,16.72,27.56,0.33
2026-02-13,8,▲+1,운송,15.92,23.85,0.27
2026-02-13,9,▲+3,전력/인프라,39.83,50.29,0.2
2026-02-13,10,▲+1,신재생에너지,30.99,48.2,0.14
2026-02-13,11,▲+7,원자력,33.31,48.15,0.0
2026-02-13,12,▼-2,자동차,31.22,42.79,-0.06
2026-02-13,13,▲+3,부동산/리츠,5.05,8.11,-0.08
2026-02-13,14,▼-9,로봇,36.51,46.34,-0.17
2026-02-13,15,─,에너지/화학,17.71,37.22,-0.19
2026-02-13,16,▼-2,2차전지,23.66,54.73,-0.29
2026-02-13,17,▼-4,철강/금속,20.74,44.14,-0.34
2026-02-13,18,▼-1,미디어/엔터,7.62,33.58,-0.5
2026-02-13,19,▲+1,방산/우주항공,26.97,52.55,-0.56
2026-02-13,20,▼-1,금,18.45,56.78,-0.67
2026-02-13,21,─,바이오/헬스케어,11.75,44.11,-0.74
2026-02-13,22,─,게임,4.67,32.14,-0.8
2026-02-13,23,─,소프트웨어,3.49,30.74,-1.04
2026-02-13,24,─,조선/해운,1.73,37.3,-1.66
