티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
458870.KQ,씨어스테크놀로지,124200.0,130100.0,2026-01-15,2026-01-30,848.09,Triple Bottom,,0.0,105846.0,203550.0
124500.KQ,아이티센글로벌,33750.0,33950.0,2026-01-12,2026-01-27,402.98,Rect Bottom,,0.0,29094.0,55950.0
298040.KS,효성중공업,2208000.0,2012000.0,2026-01-12,2026-01-27,362.89,Triple Bottom,,0.0,1637220.0,3148500.0
126340.KQ,비나텍,86400.0,77669.90625,2026-01-02,2026-01-17,260.29,Rect Bottom,,0.0,63570.0,122250.0
090360.KQ,로보스타,84200.0,83500.0,2026-01-16,2026-01-31,252.3,Rect Bottom,,0.0,65676.0,126300.0
353200.KS,대덕전자,49450.0,49500.0,2026-01-15,2026-01-30,243.16,Triple Bottom,,0.0,39936.0,76800.0
097230.KS,HJ중공업,25900.0,24200.0,2026-01-08,2026-01-23,242.59,Triple Bottom,,0.0,19812.0,38100.0
267250.KS,HD현대,231000.0,226500.0,2026-01-12,2026-01-27,229.65,Rect Bottom,,0.0,177060.0,340500.0
000155.KS,두산우,505000.0,504000.0,2026-01-14,2026-01-29,224.13,Triple Bottom,,0.0,407940.0,784500.0
054540.KQ,삼영엠텍,15140.0,15900.0,2026-01-09,2026-01-24,195.7,Triple Bottom,,0.0,12885.6,24780.0
010120.KS,LS ELECTRIC,521000.0,518000.0,2026-01-14,2026-01-29,195.02,Rect Bottom,,0.0,418080.0,804000.0
062040.KS,산일전기,143100.0,133615.38461538462,2026-01-14,2026-01-29,192.94,Inv H&S,,0.0,112164.0,215700.0
004800.KS,효성,145500.0,140700.0,2026-01-15,2026-01-30,191.0,Triple Bottom,,0.0,115440.0,222000.0
039490.KS,키움증권,325500.0,300460.65625,2026-01-02,2026-01-17,175.91,Rect Bottom,,0.0,231660.0,445500.0
105840.KS,우진,20750.0,19410.0,2026-01-12,2026-01-27,175.47,Rect Bottom,,0.0,15912.0,30600.0
267260.KS,HD현대일렉트릭,893000.0,868000.0,2026-01-12,2026-01-27,168.82,Rect Bottom,,0.0,698880.0,1344000.0
039030.KQ,이오테크닉스,299500.0,300920.1875,2026-01-05,2026-01-20,160.94,Rect Bottom,,0.0,241410.0,464250.0
226950.KQ,올릭스,131100.0,141300.0,2026-01-05,2026-01-20,152.12,Rect Bottom,,0.0,114114.0,219450.0
103590.KS,일진전기,61000.0,60400.0,2026-01-05,2026-01-20,150.0,Triple Bottom,,0.0,49530.0,95250.0
095610.KQ,테스,50100.0,49234.61328125,2026-01-02,2026-01-17,148.58,Triple Bottom,,0.0,44148.0,84900.0
028260.KS,삼성물산,283500.0,255000.0,2026-01-06,2026-01-21,147.6,Rect Bottom,,0.0,202800.0,390000.0
071050.KS,한국금융지주,178400.0,174800.0,2026-01-15,2026-01-30,145.05,Triple Bottom,,0.0,139776.0,268800.0
336260.KS,두산퓨얼셀,34650.0,31450.0,2026-01-13,2026-01-28,143.84,Triple Bottom,,0.0,26130.0,50250.0
006730.KQ,서부T&D,13750.0,13100.0,2026-01-14,2026-01-29,141.04,Triple Bottom,,0.0,10553.4,20295.0
218410.KQ,RFHIC,35575.0,36640.4609375,2026-01-06,2026-01-21,140.12,Triple Bottom,,0.0,29640.0,57000.0
001270.KS,부국증권,62700.0,61100.0,2026-01-16,2026-01-31,138.86,Triple Bottom,,0.0,48906.0,94050.0
071055.KS,한국금융지주우,137200.0,134500.0,2026-01-16,2026-01-31,138.61,Triple Bottom,,0.0,107016.0,205800.0
075580.KS,세진중공업,19670.0,18690.0,2026-01-07,2026-01-22,137.27,Triple Bottom,,0.0,14765.4,28395.0
244920.KS,에이플러스에셋,10280.0,9850.0,2026-01-14,2026-01-29,136.05,Rect Bottom,,0.0,8182.200000000001,15735.0
034730.KS,SK,296000.0,279500.0,2026-01-06,2026-01-21,134.4,Rect Bottom,,0.0,222300.0,427500.0
