date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-10,1,▲+2,금융,31.74,35.77,1.83
2026-02-10,2,▼-1,건설,35.03,36.94,1.23
2026-02-10,3,▲+7,소비재,16.17,25.17,0.66
2026-02-10,4,─,IT,38.03,41.68,0.65
2026-02-10,5,▼-3,로봇,45.56,54.34,0.58
2026-02-10,6,─,반도체,41.06,53.02,0.39
2026-02-10,7,▲+1,AI,29.93,39.62,0.36
2026-02-10,8,▼-1,자동차,32.92,45.57,0.2
2026-02-10,9,▲+2,전력/인프라,36.34,50.28,0.18
2026-02-10,10,▲+6,플랫폼,14.51,27.83,0.15
2026-02-10,11,▲+1,운송,12.48,22.19,0.08
2026-02-10,12,▲+2,신재생에너지,27.2,48.85,0.07
2026-02-10,13,▼-4,철강/금속,22.57,45.79,-0.06
2026-02-10,14,▼-1,2차전지,23.88,55.48,-0.14
2026-02-10,15,─,원자력,25.34,46.39,-0.26
2026-02-10,16,▲+8,부동산/리츠,4.1,7.76,-0.29
2026-02-10,17,▲+4,미디어/엔터,8.58,33.39,-0.3
2026-02-10,18,▼-1,에너지/화학,14.27,36.93,-0.31
2026-02-10,19,▼-1,금,20.73,56.72,-0.56
2026-02-10,20,▼-15,방산/우주항공,23.61,54.39,-0.64
2026-02-10,21,▼-2,바이오/헬스케어,10.05,44.09,-0.8
2026-02-10,22,─,게임,2.09,32.25,-1.06
2026-02-10,23,─,소프트웨어,2.23,30.64,-1.19
2026-02-10,24,▼-4,조선/해운,0.95,39.49,-1.56
