티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
000650.KS,천일고속,282250.0,286541.66666666674,2026-01-29,2026-04-13,620.03,Inv H&S,,0.0,214305.88634846994,473082.8609300031
005930.KS,삼성전자,192600.0,169100.0,2026-02-12,2026-04-27,262.88,Rect Bottom,,0.0,129959.14391739984,286886.39708424173
105840.KS,우진,27600.0,27050.0,2026-02-20,2026-05-05,213.24,Rect Bottom,,0.0,20235.978119728832,44671.16879389725
005935.KS,삼성전자우,135500.0,120600.0,2026-02-12,2026-04-27,210.82,Rect Bottom,,0.0,88328.77748146396,194986.85484277154
004800.KS,효성,171800.0,157800.0,2026-02-13,2026-04-28,194.68,Rect Bottom,,0.0,119678.25342365568,264191.20578287
034730.KS,SK,377500.0,333500.0,2026-02-11,2026-04-26,171.63,Rect Bottom,,0.0,248696.18905641697,548999.8740860003
062040.KS,산일전기,164500.0,150400.0,2026-02-04,2026-04-19,151.91,Rect Bottom,,0.0,112003.7858719875,247249.72495226853
042700.KS,한미반도체,203500.0,186500.0,2026-01-29,2026-04-13,147.27,Rect Bottom,,0.0,144728.8739224971,319490.75641860685
006400.KS,삼성SDI,390500.0,396500.0,2026-02-19,2026-05-04,143.76,Rect Bottom,,0.0,291050.56186515174,642497.6692360177
034020.KS,두산에너빌리티,101900.0,96500.0,2026-02-13,2026-04-28,140.61,Rect Bottom,,0.0,72762.64046628794,160624.41730900444
005940.KS,NH투자증권,38150.0,36378.57142857143,2026-02-19,2026-05-04,134.48,Inv H&S,,0.0,30734.070525312665,67845.83596783322
009420.KS,한올바이오파마,61100.0,53800.0,2026-02-10,2026-04-25,133.65,Rect Bottom,,0.0,39747.94986665878,87744.0846792472
010060.KS,OCI홀딩스,146100.0,127491.3828125,2026-02-04,2026-04-19,121.94,Rect Bottom,,0.0,106790.93998783552,235742.3040107279
028260.KS,삼성물산,330000.0,316500.0,2026-02-10,2026-04-25,121.85,Rect Bottom,,0.0,230958.0329228443,509842.6778265912
015860.KS,일진홀딩스,9280.0,8230.0,2026-02-19,2026-05-04,120.17,Rect Bottom,,0.0,6132.333977606555,13537.202135395697
032350.KS,롯데관광개발,25450.0,23750.0,2026-01-30,2026-04-14,115.86,Triple Bottom,,0.0,18244.960594531898,40275.973295392156
006405.KS,삼성SDI우,205500.0,212000.0,2026-02-19,2026-05-04,108.84,Rect Bottom,,0.0,154575.36059256192,341226.9959748502
005850.KS,에스엘,62000.0,58200.0,2026-02-20,2026-05-05,106.32,Rect Bottom,,0.0,45612.40148632975,100689.9332384804
009970.KS,영원무역홀딩스,232000.0,215000.0,2026-02-05,2026-04-20,106.17,Triple Bottom,,0.0,149507.31598296974,330039.2256150191
016360.KS,삼성증권,109600.0,103313.63997395834,2026-02-19,2026-05-04,104.93,Inv H&S,,0.0,86373.96027490697,190671.57198969382
015760.KS,한국전력,62300.0,62700.0,2026-02-20,2026-05-05,103.59,Rect Bottom,,0.0,46191.60658456886,101968.53556531823
000880.KS,한화,125100.0,122900.0,2026-02-20,2026-05-05,102.43,Rect Bottom,,0.0,93614.02400289582,206654.1010751669
082740.KS,한화엔진,56200.0,57600.0,2026-02-04,2026-04-19,97.89,Rect Bottom,,0.0,42137.1708968951,93018.31927745331
047810.KS,한국항공우주,175200.0,171200.0,2026-02-13,2026-04-28,96.63,Rect Bottom,,0.0,129741.94200556018,286406.92121167755
009070.KS,KCTC,7560.0,6610.0,2026-01-30,2026-04-14,96.11,Rect Bottom,,0.0,4959.4436536723615,10948.032423549059
281820.KS,케이씨텍,48000.0,45450.0,2026-01-30,2026-04-14,93.55,Triple Bottom,,0.0,33123.29155554898,73120.07056603933
005070.KS,코스모신소재,57400.0,54700.0,2026-02-23,2026-05-08,93.27,Rect Bottom,,0.0,41557.96579865599,91739.71695061548
02826K.KS,삼성물산우B,208000.0,191600.0,2026-02-12,2026-04-27,91.28,Rect Bottom,,0.0,140095.23313658423,309261.93780390406
017960.KS,한국카본,40675.0,36600.0,2026-02-19,2026-05-04,87.01,Rect Bottom,,0.0,27439.841529077738,60573.78523394297
042660.KS,한화오션,146600.0,144000.0,2026-02-20,2026-05-05,86.04,Rect Bottom,,0.0,107804.54890975397,237979.85808269415
