date,rank,change,category,momentum_score,volatility_score,composite_score
2026-01-08,1,─,Pharmaceutical,12.58,14.78,1.6
2026-01-08,2,▲+4,Healthcare,10.65,15.61,1.12
2026-01-08,3,▲+1,Materials,20.52,32.7,0.97
2026-01-08,4,▼-2,Silver Miners,28.96,46.85,0.89
2026-01-08,5,─,Metals & Mining,19.54,38.82,0.79
2026-01-08,6,▲+1,Industrials,8.63,18.98,0.79
2026-01-08,7,▲+16,Medical Devices,8.75,16.14,0.76
2026-01-08,8,▼-5,Financials,7.22,15.05,0.72
2026-01-08,9,─,Biotechnology,15.19,24.28,0.65
2026-01-08,10,▼-2,Leisure & Entertainment,9.49,34.11,0.42
2026-01-08,11,▲+2,Mortgage REITs,3.81,11.2,0.38
2026-01-08,12,─,Banks,5.69,17.56,0.2
2026-01-08,13,▼-2,Semiconductors,11.08,32.33,0.04
2026-01-08,14,▼-4,Telecom,4.18,10.97,0.01
2026-01-08,15,▲+3,Energy,4.64,18.77,-0.06
2026-01-08,16,▲+1,Uranium,9.82,51.65,-0.1
2026-01-08,17,▼-3,Clean Energy,8.12,33.93,-0.14
2026-01-08,18,▲+2,Consumer Discretionary,4.92,38.93,-0.15
2026-01-08,19,▼-4,Consumer Staples,2.24,13.58,-0.28
2026-01-08,20,▼-4,Utilities,1.33,13.32,-0.47
2026-01-08,21,▲+4,Real Estate,0.42,10.65,-0.49
2026-01-08,22,─,Nuclear Energy,3.01,37.4,-0.57
2026-01-08,23,▼-4,Electric Energy Infrastructure,1.78,22.36,-0.7
2026-01-08,24,▼-3,Technology,1.71,17.98,-0.81
2026-01-08,25,▲+2,Internet,-0.18,19.74,-0.9
2026-01-08,26,▼-2,Automotive,-13.31,85.27,-0.96
2026-01-08,27,▼-1,Cloud Computing,-0.2,22.38,-1.18
2026-01-08,28,─,Cryptocurrency,-8.17,43.33,-1.29
2026-01-08,29,─,Software,-6.3,19.77,-1.98
