date,rank,change,category,momentum_score,volatility_score,composite_score
2026-04-02,1,─,Energy,16.69,18.3,2.28
2026-04-02,2,─,Automotive,19.37,81.47,1.2
2026-04-02,3,▲+2,Biotechnology,7.25,35.14,0.87
2026-04-02,4,─,Utilities,4.56,17.54,0.82
2026-04-02,5,▲+1,Semiconductors,7.61,38.54,0.82
2026-04-02,6,▼-3,Clean Energy,3.71,36.86,0.65
2026-04-02,7,▲+9,Banks,1.58,20.24,0.62
2026-04-02,8,▼-1,Materials,5.75,49.03,0.62
2026-04-02,9,▲+5,Pharmaceutical,3.03,17.81,0.4
2026-04-02,10,▼-2,Metals & Mining,3.46,46.19,0.23
2026-04-02,11,▼-2,Uranium,0.06,55.41,0.19
2026-04-02,12,▼-2,Electric Energy Infrastructure,0.55,25.37,0.09
2026-04-02,13,▲+10,Real Estate,1.11,15.83,-0.01
2026-04-02,14,▼-3,Nuclear Energy,-2.24,38.16,-0.03
2026-04-02,15,▼-2,Silver Miners,3.17,67.56,-0.1
2026-04-02,16,▲+6,Mortgage REITs,-0.38,19.38,-0.12
2026-04-02,17,▲+10,Financials,-2.78,18.98,-0.19
2026-04-02,18,▲+2,Technology,-3.04,24.34,-0.19
2026-04-02,19,▼-2,Cloud Computing,-6.12,31.44,-0.23
2026-04-02,20,▼-1,Leisure & Entertainment,-12.11,56.18,-0.28
2026-04-02,21,▲+4,Healthcare,-1.38,18.74,-0.33
2026-04-02,22,▼-7,Consumer Staples,0.93,18.64,-0.37
2026-04-02,23,▼-2,Industrials,-0.62,23.48,-0.42
2026-04-02,24,▼-12,Cryptocurrency,-15.56,46.56,-0.5
2026-04-02,25,▲+3,Telecom,-3.54,19.11,-0.7
2026-04-02,26,▼-8,Software,-10.7,28.63,-0.91
2026-04-02,27,▼-3,Consumer Discretionary,-13.39,42.24,-0.95
2026-04-02,28,▼-2,Internet,-10.64,26.23,-0.96
2026-04-02,29,─,Medical Devices,-8.47,19.49,-1.45
