구분,티커,종목명,신호일,진입일,진입가,현재가/청산가,청산일,모멘텀(%),수급빈집,우선순위(%),패턴,상태,손절가,익절가,손익률(%),보유일수
오늘신호,199800.KS,툴젠,2026-03-30,2026-05-27,60700.0,55400.0,,87.48,0.0,0.0,Triple Bottom,,45159.86105345738,80963.63886965268,-8.73,
매수,174900.KS,앱클론,2026-03-06,2026-05-03,65700.0,62000.0,,433.56,0.0,0.0,Rect Bottom,,45687.6056734477,81909.79157764529,-5.63,
매수,100790.KS,미래에셋벤처투자,2026-03-25,2026-05-22,24050.0,27550.0,,280.87,0.0,0.0,Rect Bottom,,21712.921508173164,38927.42570026707,14.55,
매수,099320.KS,쎄트렉아이,2026-03-12,2026-05-09,192100.0,168000.0,,255.11,0.0,0.0,Rect Bottom,,146939.18062301909,263435.9468396546,-12.55,
매수,089970.KS,브이엠,2026-03-18,2026-05-15,43400.0,40300.0,,237.8,0.0,0.0,Rect Bottom,,33926.43985652057,60824.102656667295,-7.14,
매수,368770.KS,파이버프로,2026-03-12,2026-05-09,18430.0,18800.0,,209.74,0.0,0.0,Rect Bottom,,14633.604391445873,26235.46294590916,2.01,
매수,066970.KS,엘앤에프,2026-03-27,2026-05-24,136700.0,148800.0,,203.98,0.0,0.0,Triple Bottom,,116103.8163978704,208153.5957583725,8.85,
매수,295310.KS,에이치브이엠,2026-03-10,2026-05-07,92000.0,80300.0,,181.26,0.0,0.0,Rect Bottom,,70491.60281299274,126378.9688532976,-12.72,
매수,131290.KS,티에스이,2026-03-17,2026-05-14,113411.05078125,109200.0,,174.21,0.0,0.0,Inv H&S,,88887.2724240839,159359.1489604683,-3.71,
매수,356860.KS,티엘비,2026-03-18,2026-05-15,63600.0,63000.0,,164.72,0.0,0.0,Rect Bottom,,53679.16706187255,96237.2468701047,-0.94,
매수,310210.KS,보로노이,2026-03-13,2026-05-10,334500.0,304500.0,,144.19,0.0,0.0,Rect Bottom,,266134.07265226135,477131.2941734123,-8.97,
매수,166090.KS,하나머티리얼즈,2026-03-06,2026-05-03,66900.0,60300.0,,140.97,0.0,0.0,Rect Bottom,,47120.05535627857,84477.92035648235,-9.87,
매수,083650.KS,비에이치아이,2026-03-09,2026-05-06,93500.0,94700.0,,138.54,0.0,0.0,Triple Bottom,,79764.82970710837,143004.22357945333,1.28,
매수,298380.KS,에이비엘바이오,2026-03-18,2026-05-15,183825.0,167700.0,,137.2,0.0,0.0,Inv H&S,,143244.96828308684,256812.87788370636,-8.77,
매수,200710.KS,에이디테크놀로지,2026-03-23,2026-05-20,48800.0,48750.0,,136.65,0.0,0.0,Rect Bottom,,38902.317702143584,69744.97104631184,-0.1,
매수,064760.KS,티씨케이,2026-03-19,2026-05-16,236500.0,231000.0,,117.21,0.0,0.0,Triple Bottom,,182448.8543395106,327098.5076202997,-2.33,
매수,178320.KS,서진시스템,2026-03-20,2026-05-17,46650.0,42750.0,,87.5,0.0,0.0,Rect Bottom,,35057.321185071254,62851.572745222875,-8.36,
매수,199800.KS,툴젠,2026-03-30,2026-05-27,60700.0,55400.0,,87.48,0.0,0.0,Triple Bottom,,45159.86105345738,80963.63886965268,-8.73,
매수,023160.KS,태광,2026-03-23,2026-05-20,32200.0,36900.0,,79.15,0.0,0.0,Rect Bottom,,27518.112328066683,49335.1054881857,14.6,
매수,039200.KS,오스코텍,2026-03-18,2026-05-15,56600.0,51300.0,,76.9,0.0,0.0,Triple Bottom,,42294.96168779564,75827.38131197856,-9.36,
매수,237690.KS,에스티팜,2026-03-09,2026-05-06,160600.0,146700.0,,70.19,0.0,0.0,Rect Bottom,,128543.51101192794,230455.76673248387,-8.66,
매수,045100.KS,한양이엔지,2026-03-25,2026-05-22,34050.0,29750.0,,69.99,0.0,0.0,Rect Bottom,,25180.95758239527,45145.00063850417,-12.63,
매수,078160.KS,메디포스트,2026-03-18,2026-05-15,23200.0,22100.0,,66.79,0.0,0.0,Rect Bottom,,16963.219928260285,30412.051328333648,-4.74,
매수,033640.KS,네패스,2026-03-25,2026-05-22,19490.0,17270.0,,50.17,0.0,0.0,Rect Bottom,,15304.59397971928,27438.42853178547,-11.39,
매수,213420.KS,덕산네오룩스,2026-03-17,2026-05-14,45250.0,50200.0,,49.4,0.0,0.0,Rect Bottom,,35471.97767220651,63594.97844435992,10.94,
매수,336260.KS,두산퓨얼셀,2026-03-09,2026-05-06,36900.0,34900.0,,45.72,0.0,0.0,Triple Bottom,,29817.57102945308,53457.62800158204,-5.42,
매수,086450.KS,동국제약,2026-03-27,2026-05-24,22000.0,24350.0,,41.98,0.0,0.0,Triple Bottom,,17227.092238255445,30885.12768232995,10.68,
매도패턴,005387.KS,현대차2우B,2026-03-31,,244500.0,239000.0,,54.5,0.0,0.0,Rect Top,,,,-2.25,
매도패턴,007660.KS,이수페타시스,2026-03-31,,100500.0,98700.0,,109.33,0.0,0.0,Triple Top,,,,-1.79,
매도패턴,180640.KS,한진칼,2026-03-31,,110400.0,109200.0,,-13.47,0.0,0.0,Rect Top,,,,-1.09,
