date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-27,1,▲+2,건설,54.12,39.08,1.7
2026-02-27,2,▼-1,금융,40.57,43.15,1.2
2026-02-27,3,▼-1,IT,56.91,43.89,1.09
2026-02-27,4,▲+2,전력/인프라,59.4,52.84,0.84
2026-02-27,5,▲+5,원자력,51.69,49.01,0.79
2026-02-27,6,▲+8,자동차,49.64,45.18,0.74
2026-02-27,7,▲+1,운송,22.16,25.16,0.72
2026-02-27,8,▼-3,AI,40.29,39.92,0.5
2026-02-27,9,▼-5,반도체,55.2,55.32,0.49
2026-02-27,10,▼-1,신재생에너지,41.04,51.13,0.35
2026-02-27,11,─,에너지/화학,29.47,38.23,0.29
2026-02-27,12,─,소비재,15.6,26.77,0.15
2026-02-27,13,▼-6,플랫폼,14.96,25.26,0.02
2026-02-27,14,▲+1,철강/금속,26.77,44.51,-0.24
2026-02-27,15,▲+1,부동산/리츠,4.15,7.41,-0.33
2026-02-27,16,▲+2,방산/우주항공,30.72,52.58,-0.33
2026-02-27,17,▲+2,로봇,37.08,45.92,-0.35
2026-02-27,18,▼-5,2차전지,29.37,49.23,-0.37
2026-02-27,19,▲+4,조선/해운,11.49,40.92,-0.8
2026-02-27,20,▼-3,바이오/헬스케어,10.76,39.39,-0.95
2026-02-27,21,─,미디어/엔터,4.32,32.22,-0.95
2026-02-27,22,─,금,14.31,55.61,-1.02
2026-02-27,23,▲+1,소프트웨어,5.48,28.5,-1.07
2026-02-27,24,▼-4,게임,-2.55,28.51,-1.69
