티커,종목명,현재가,신호가,신호일,매도예정,모멘텀(%),패턴,상태,오늘고가,손절가,익절가
458870.KQ,씨어스테크놀로지,131900.0,130100.0,2026-01-15,2026-01-30,889.5,Triple Bottom,,0.0,110796.0,197850.0
124500.KQ,아이티센글로벌,33550.0,33950.0,2026-01-12,2026-01-27,382.73,Rect Bottom,,0.0,31332.0,55950.0
298040.KS,효성중공업,2243000.0,2012000.0,2026-01-12,2026-01-27,368.76,Triple Bottom,,0.0,1763160.0,3148500.0
126340.KQ,비나텍,87500.0,77669.90625,2026-01-02,2026-01-17,266.36,Rect Bottom,,0.0,68460.0,122250.0
353200.KS,대덕전자,50700.0,49500.0,2026-01-15,2026-01-30,251.84,Triple Bottom,,0.0,42588.0,76050.0
034020.KS,두산에너빌리티,89300.0,79700.0,2026-01-05,2026-01-20,244.12,Triple Bottom,,0.0,72240.0,129000.0
097230.KS,HJ중공업,26900.0,24200.0,2026-01-08,2026-01-23,243.55,Triple Bottom,,0.0,21336.0,38100.0
000155.KS,두산우,510000.0,504000.0,2026-01-14,2026-01-29,233.77,Triple Bottom,,0.0,439320.0,784500.0
267250.KS,HD현대,234500.0,226500.0,2026-01-12,2026-01-27,231.84,Rect Bottom,,0.0,190680.0,340500.0
054540.KQ,삼영엠텍,15760.0,15900.0,2026-01-09,2026-01-24,212.7,Triple Bottom,,0.0,13876.8,24780.0
004800.KS,효성,151300.0,140700.0,2026-01-15,2026-01-30,202.6,Triple Bottom,,0.0,127092.0,226950.0
010120.KS,LS ELECTRIC,526000.0,518000.0,2026-01-14,2026-01-29,193.2,Rect Bottom,,0.0,450240.0,804000.0
039490.KS,키움증권,325500.0,300460.65625,2026-01-02,2026-01-17,186.17,Rect Bottom,,0.0,249480.0,445500.0
062040.KS,산일전기,144600.0,133615.38461538462,2026-01-14,2026-01-29,182.42,Inv H&S,,0.0,120792.0,215700.0
105840.KS,우진,20850.0,19410.0,2026-01-12,2026-01-27,171.44,Rect Bottom,,0.0,17136.0,30600.0
267260.KS,HD현대일렉트릭,891000.0,868000.0,2026-01-12,2026-01-27,170.65,Rect Bottom,,0.0,752640.0,1344000.0
226950.KQ,올릭스,136300.0,141300.0,2026-01-05,2026-01-20,167.78,Rect Bottom,,0.0,122892.0,219450.0
039030.KQ,이오테크닉스,301500.0,300920.1875,2026-01-05,2026-01-20,160.86,Rect Bottom,,0.0,259980.0,464250.0
103590.KS,일진전기,62000.0,60400.0,2026-01-05,2026-01-20,150.0,Triple Bottom,,0.0,53340.0,95250.0
028260.KS,삼성물산,286000.0,255000.0,2026-01-06,2026-01-21,150.0,Rect Bottom,,0.0,218400.0,390000.0
071050.KS,한국금융지주,176900.0,174800.0,2026-01-15,2026-01-30,149.51,Triple Bottom,,0.0,148596.0,265350.0
218410.KQ,RFHIC,36450.0,36640.4609375,2026-01-06,2026-01-21,148.19,Triple Bottom,,0.0,31920.0,57000.0
336260.KS,두산퓨얼셀,35250.0,31450.0,2026-01-13,2026-01-28,146.33,Triple Bottom,,0.0,28140.0,50250.0
095610.KQ,테스,50200.0,49234.61328125,2026-01-02,2026-01-17,145.49,Triple Bottom,,0.0,47544.0,84900.0
071055.KS,한국금융지주우,134300.0,131200.0,2026-01-05,2026-01-20,141.98,Triple Bottom,,0.0,110628.0,197550.0
034730.KS,SK,300500.0,279500.0,2026-01-06,2026-01-21,141.95,Rect Bottom,,0.0,239400.0,427500.0
006730.KQ,서부T&D,13650.0,13100.0,2026-01-14,2026-01-29,139.28,Triple Bottom,,0.0,11365.199999999999,20295.0
075580.KS,세진중공업,20250.0,18690.0,2026-01-07,2026-01-22,138.8,Triple Bottom,,0.0,15901.199999999999,28395.0
009155.KS,삼성전기우,127600.0,120900.0,2026-01-14,2026-01-29,130.74,Inv H&S,,0.0,105336.0,188100.0
244920.KS,에이플러스에셋,9930.0,9850.0,2026-01-14,2026-01-29,127.75,Rect Bottom,,0.0,8811.6,15735.0
