date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-27,1,▲+1,Utilities,11.86,14.83,1.38
2026-02-27,2,▼-1,Energy,15.48,18.56,1.25
2026-02-27,3,▲+4,Materials,34.17,45.17,1.13
2026-02-27,4,▼-1,Consumer Staples,11.09,14.81,1.08
2026-02-27,5,▲+5,Silver Miners,49.89,65.11,1.04
2026-02-27,6,▼-2,Industrials,12.82,18.88,0.83
2026-02-27,7,▼-2,Real Estate,7.06,12.78,0.79
2026-02-27,8,▼-2,Pharmaceutical,11.65,16.97,0.79
2026-02-27,9,▼-1,Electric Energy Infrastructure,9.49,19.75,0.52
2026-02-27,10,▲+3,Metals & Mining,24.34,46.8,0.4
2026-02-27,11,▲+1,Mortgage REITs,4.18,12.37,0.25
2026-02-27,12,▲+5,Healthcare,6.26,14.99,0.22
2026-02-27,13,▲+1,Biotechnology,10.49,25.83,0.11
2026-02-27,14,▼-5,Semiconductors,13.05,33.31,0.06
2026-02-27,15,▲+1,Nuclear Energy,11.29,38.86,0.01
2026-02-27,16,▼-1,Uranium,15.28,58.11,-0.18
2026-02-27,17,▼-6,Clean Energy,6.81,35.97,-0.3
2026-02-27,18,─,Automotive,-0.71,71.95,-0.33
2026-02-27,19,▲+4,Medical Devices,0.48,17.57,-0.54
2026-02-27,20,▲+2,Leisure & Entertainment,-5.25,53.82,-0.56
2026-02-27,21,▼-2,Banks,-0.59,26.67,-0.72
2026-02-27,22,▼-2,Telecom,-0.25,14.23,-0.81
2026-02-27,23,▼-2,Technology,-1.59,22.19,-0.84
2026-02-27,24,─,Financials,-2.03,22.7,-0.9
2026-02-27,25,─,Consumer Discretionary,-4.63,34.83,-1.06
2026-02-27,26,─,Cloud Computing,-6.89,31.41,-1.1
2026-02-27,27,─,Cryptocurrency,-19.48,61.78,-1.31
2026-02-27,28,▲+1,Software,-13.02,32.66,-1.48
2026-02-27,29,▼-1,Internet,-11.03,24.1,-1.73
