rank,ticker,name,close,score
1,204270,제이앤티씨,15390.0,0.02305575317721995
2,285130,SK케미칼,51100.0,0.022762276898870254
3,036200,유니셈,8650.0,0.0226408528764964
4,035720,카카오,45400.0,0.022609197536625956
5,090360,로보스타,56900.0,0.02173021502400377
6,089010,켐트로닉스,26550.0,0.021641625758061195
7,075580,세진중공업,15900.0,0.02160653751544008
8,094480,갤럭시아머니트리,7660.0,0.02126421127668867
9,053030,바이넥스,11170.0,0.020823261207157693
10,304100,솔트룩스,21000.0,0.02066801904719504
