date,rank,change,category,momentum_score,volatility_score,composite_score
2026-02-09,1,─,Energy,15.54,17.32,1.57
2026-02-09,2,─,Consumer Staples,10.12,14.48,1.23
2026-02-09,3,─,Materials,27.08,48.95,0.84
2026-02-09,4,▲+2,Pharmaceutical,11.3,18.16,0.78
2026-02-09,5,▲+6,Utilities,7.23,14.11,0.72
2026-02-09,6,▼-2,Silver Miners,40.53,71.83,0.72
2026-02-09,7,▲+5,Banks,12.31,23.23,0.71
2026-02-09,8,▲+5,Electric Energy Infrastructure,9.66,20.91,0.62
2026-02-09,9,─,Industrials,9.14,20.23,0.45
2026-02-09,10,▼-5,Metals & Mining,22.17,49.14,0.41
2026-02-09,11,▲+3,Semiconductors,16.08,35.2,0.39
2026-02-09,12,▼-5,Biotechnology,12.65,29.0,0.31
2026-02-09,13,▼-5,Uranium,24.26,67.11,0.24
2026-02-09,14,▼-4,Clean Energy,12.77,36.5,0.22
2026-02-09,15,▲+4,Real Estate,3.89,13.66,0.18
2026-02-09,16,▲+2,Mortgage REITs,3.15,15.83,0.0
2026-02-09,17,▼-2,Nuclear Energy,11.14,43.75,-0.01
2026-02-09,18,▼-1,Healthcare,4.86,16.54,-0.09
2026-02-09,19,▲+2,Financials,3.88,17.29,-0.18
2026-02-09,20,▼-4,Telecom,2.6,15.82,-0.25
2026-02-09,21,▲+1,Automotive,-5.25,82.62,-0.49
2026-02-09,22,▲+1,Technology,0.18,22.29,-0.63
2026-02-09,23,▲+1,Leisure & Entertainment,-6.07,45.59,-0.74
2026-02-09,24,▼-4,Consumer Discretionary,-3.0,38.86,-1.02
2026-02-09,25,▲+1,Cloud Computing,-5.93,30.27,-1.11
2026-02-09,26,▲+2,Cryptocurrency,-18.95,61.76,-1.28
2026-02-09,27,─,Medical Devices,-4.3,16.53,-1.48
2026-02-09,28,▼-3,Internet,-7.76,22.59,-1.5
2026-02-09,29,─,Software,-13.79,28.23,-1.74
